molecule_name,smiles,inchikey,pec50,external_nn_tanimoto,external_nn_pchembl,external_top5_pchembl,external_has_exact_match,external_covered_t03,external_covered_t04
OADMET-0004977,COC1CN(S(=O)(=O)N2CCCC2c2cc(F)ccc2F)C1,IYZREHPJYFBQAV-UHFFFAOYSA-N,5.33,0.24657534,7.8,6.384970332938881,False,False,False
OADMET-0004976,O=C(CNC(=O)c1cn(-c2ccccc2)nc1-c1cccnc1)Nc1ccc(F)cc1,HTHQNIFHKWWWJY-UHFFFAOYSA-N,4.56,0.23404256,6.6,5.733886481835415,False,False,False
OADMET-0004975,CSc1[nH]c(=O)c(C(=O)N2CCCC3(CCOCC3)C2)cc1C#N,UFIOPUNMLAUYND-UHFFFAOYSA-N,4.6,0.18095239,5.91,5.6118701144705705,False,False,False
OADMET-0004974,O=C(NCc1cc2ccccc2[nH]1)NCc1cccc(F)c1F,RNAQONVYBHAFLX-UHFFFAOYSA-N,4.98,0.21111111,5.36,5.51186629102875,False,False,False
OADMET-0004973,CCc1nnc2ccc(NC3CCc4cc(Cl)ccc43)nn12,RMNZTHHCDTUWDA-UHFFFAOYSA-N,5.21,0.21428572,4.75,5.024430840497318,False,False,False
OADMET-0004972,Nc1ncc(C(=O)NC2CN(C(c3ccccc3)c3ccccc3)C2)o1,RCBANHXWZXMJRL-UHFFFAOYSA-N,4.24,0.23188406,5.46,5.030340705494181,False,False,False
OADMET-0004971,Cn1nnc2cc(S(=O)(=O)NC3(C(F)(F)F)CCCC3)ccc21,KUFRUUUHNGYMIX-UHFFFAOYSA-N,4.6,0.26153848,6.64,6.286716942112785,False,False,False
OADMET-0004970,CC(C)CC(CNC(=O)C(C)N1CCSCC1)NC(=O)c1ccc([N+](=O)[O-])s1,VRBZONFCWAPYJJ-UHFFFAOYSA-N,5.22,0.18888889,5.72,5.849823906518573,False,False,False
OADMET-0004969,CCc1nc(C(C)NC(=O)Nc2cccc3c2OC(C)(C)C3)n[nH]1,LEXMQZQPFAQCSD-UHFFFAOYSA-N,4.97,0.24,5.61,5.499429512306039,False,False,False
OADMET-0004968,Cc1c(C(=O)N(C)C(C)CS(C)(=O)=O)sc2cccc(F)c12,VLTWUUVIRWVZNH-UHFFFAOYSA-N,4.73,0.2,5.6,5.279882410392137,False,False,False
OADMET-0004967,Cn1ncc(C(=O)NC(CO)c2ccsc2)c1Cc1ccccc1,OURSNHBMPMKEKT-UHFFFAOYSA-N,4.8,0.25,4.89,5.171827141370644,False,False,False
OADMET-0004966,CCC(NC(=O)c1cnc(N)c(Cl)c1)c1cc(F)ccc1OC,OXBLCUOPNKBHAU-UHFFFAOYSA-N,5.15,0.28235295,5.72,5.868207858098106,False,False,False
OADMET-0004965,O=C1NCC2CCC1N2S(=O)(=O)c1ccccc1OC(F)(F)F,OSVJTIWAVNSEQH-UHFFFAOYSA-N,4.93,0.24358974,5.89,5.938708663677191,False,False,False
OADMET-0004964,COC(CSc1nc2ccccc2c(=O)n1C)c1ccc(Cl)cc1,OPPFQRUPYDGASZ-UHFFFAOYSA-N,5.21,0.21917808,4.475,5.3656782045501386,False,False,False
OADMET-0004963,O=S(=O)(NCCCC(F)(F)F)c1nnc(-c2ccccc2)s1,STDFBBSZPPVDEA-UHFFFAOYSA-N,4.78,0.19480519,5.1,5.604242291786707,False,False,False
OADMET-0004962,Cc1ccc2c(C(=O)NC3COC4CC3C4)cc(-c3cnn(C)c3)nc2c1C,BDIAZECMLYAUHE-UHFFFAOYSA-N,4.27,0.2173913,4.89,5.131549544327098,False,False,False
OADMET-0004961,O=C(NCc1ccnc(-n2cncn2)c1)N[C@@H]1CCCc2ccccc21,QVXOTODHQDGDHT-QGZVFWFLSA-N,4.67,0.20481928,5.15,5.173211979112792,False,False,False
OADMET-0004960,Cc1ccc(S(=O)(=O)NC(Cc2ccccc2)C(=O)NCCC(N)=O)c2ccccc12,QQLWRIADFZYDKI-UHFFFAOYSA-N,5.39,0.19266056,4.825,4.982571438873307,False,False,False
OADMET-0004959,CC(CNC(=O)c1c2c(nc3ccccc13)C(=Cc1cccs1)CC2)c1nncn1C,QPMSSLVFPCJXCN-UHFFFAOYSA-N,4.68,0.28169015,4.95,5.244995284682796,False,False,False
OADMET-0004958,FC(F)(F)Cn1ccc(Cc2nc(-c3ccsc3Cl)no2)n1,YXVXGYRWFHPXRG-UHFFFAOYSA-N,4.97,0.1521739,5.12,5.261281384763978,False,False,False
OADMET-0004957,CC(C)(Oc1ccc(Cl)cc1)C(=O)OCc1cc(=O)oc2cc(O)ccc12,FKQSJZQWYQETSO-UHFFFAOYSA-N,4.95,0.21428572,5.3,5.593736646440509,False,False,False
OADMET-0004956,Cc1cc(S(N)(=O)=O)oc1C(=O)NC(C)c1cc(Cl)cc2c1OCC2,YYYHAJQIQZYMNW-UHFFFAOYSA-N,5.42,0.17525773,5.52,5.289862680013466,False,False,False
OADMET-0004955,O=C(CN1CCc2ccc(O)cc2CC1)NC(c1ccccc1)c1nccs1,YMARYWNDXSNPMK-UHFFFAOYSA-N,4.57,0.2090909,5.89,5.436482060259945,False,False,False
OADMET-0004954,CC1=CCN(C(=O)NC(c2ccc(F)cc2F)c2nccn2C)CC1,VBBREODTKJEOSE-UHFFFAOYSA-N,5.03,0.23863636,5.22,5.867570844083447,False,False,False
OADMET-0004953,COc1ccccc1Oc1cccc(OC)c1NC(=O)c1ccnc(C(N)=O)c1,WNQOGOLYCNXIMT-UHFFFAOYSA-N,4.6,0.24675325,5.61,5.2588245121320885,False,False,False
OADMET-0004952,O=S(=O)(NC12CCC(F)(CC1)C2)c1cnnn1-c1ccccc1,IRYPYTFIFNOHRS-UHFFFAOYSA-N,5.03,0.21333334,6.16,6.030891775404837,False,False,False
OADMET-0004951,Cc1ccc2nc(-c3cccs3)cc(C(=O)Nc3cccc(C(=O)N(C)CC(N)=O)c3)c2c1,JNADZUKOCFDSLK-UHFFFAOYSA-N,4.56,0.1891892,5.61,5.140201968522013,False,False,False
OADMET-0004950,COC(=O)c1c(CNS(=O)(=O)c2ccc(F)c(C(=O)N3CCCC3)c2)nn2c1CCCC2,ZZQHSJYTAWRDDH-UHFFFAOYSA-N,5.33,0.24719101,5.8,6.3469066371518785,False,False,False
OADMET-0004949,CCC(C(=O)NC(CNS(=O)(=O)c1cnn(C)c1)c1ccccc1)c1c(C)noc1C,HJDIMWOEKKJXFJ-UHFFFAOYSA-N,4.9,0.2,5.72,5.279638090384887,False,False,False
OADMET-0004948,C[C@@H](NC(=O)C1CCN(C(=O)OCc2ccccc2)C1)c1ccc(F)cc1,IZNNQTSVHOAONK-NNJIEVJOSA-N,4.54,0.25263157,5.94,5.627588236644721,False,False,False
OADMET-0004947,CC(C)(C)c1ocnc1CN1CCCCC1C1CCCCC1O,WYZFXWKRUGQONW-UHFFFAOYSA-N,4.89,0.18571429,5.16,5.2603225122087025,False,False,False
OADMET-0004946,COCCC1(C)CN(C(=O)c2ncsc2-c2ccccc2)C1,YTQLTAALBBEJKB-UHFFFAOYSA-N,4.56,0.20833333,4.925,4.796623181480784,False,False,False
OADMET-0004945,O=C1C[C@H](c2ccccc2Cl)NC(=O)N1CC12CCC(CC1)O2,HMEGGSYTLVRGBV-CHHLVHLRSA-N,5.51,0.2173913,4.3,4.91785609095035,False,False,False
OADMET-0004944,COc1ccc(-c2nc(C)c(C(C)NC(=O)NCc3c[nH]nc3C)s2)cc1,WQPXKISOMALLDG-UHFFFAOYSA-N,4.37,0.22772278,5.6,5.446297421546412,False,False,False
OADMET-0004943,Cc1cc(C)n(-c2ccc(-c3nc(C)nn3C3CCN(C(=O)OC(C)(C)C)CC3)cc2)n1,MXPRBHZHCYHLQX-UHFFFAOYSA-N,5.2,0.2112676,5.13,5.248139681505486,False,False,False
OADMET-0004942,NC(=O)c1cc(NC(=O)c2sccc2S(=O)(=O)N2CCCC2)ccc1F,FUXYYDYOBQSPNB-UHFFFAOYSA-N,5.06,0.23809524,4.8,5.742450022741165,False,False,False
OADMET-0004941,CC(C)Oc1ccc(C(=O)NC(C)(C2CC2)C(F)(F)F)cn1,BHBIUSXRIQYNPV-UHFFFAOYSA-N,5.24,0.36,5.72,5.504033204948326,False,True,False
OADMET-0004940,COc1ccc2c(c1)N(C(=O)C1CC(=O)N(c3ccc(F)c([N+](=O)[O-])c3)C1)CCCC2,JJYFSKOGQRXRKF-UHFFFAOYSA-N,5.67,0.24444444,5.72,5.408937561632642,False,False,False
OADMET-0004939,COC(=O)c1ccc2c(c1)CCCCN2Cc1cnc2n1CCOC2,VZRIKDZHRLPCNG-UHFFFAOYSA-N,4.71,0.2,5.8,6.020358696761478,False,False,False
OADMET-0004938,CC(Oc1ccc(CO)cc1)c1cn(C(C)c2cccc(F)c2)nn1,WMWLUWFCRGSXOA-UHFFFAOYSA-N,5.01,0.20731707,6.09,5.674634303168377,False,False,False
OADMET-0004937,O=C(CC1=CCCCC1)N(Cc1ccccc1F)C1CCS(=O)(=O)C1,QKVMCAPZIILBLN-UHFFFAOYSA-N,4.9,0.20238096,6.2,5.58705149107071,False,False,False
OADMET-0004936,COC(=O)C1CN(C(=O)Nc2ccn3cnnc3c2)Cc2ccccc21,IRLQNVOFCKAOKB-UHFFFAOYSA-N,3.97,0.21052632,5.6,5.023321957205374,False,False,False
OADMET-0004935,O=C(O)CC1(NCc2csc(-c3ccc(Cl)cc3)n2)CCOCC1,SZSYXQYWLRBKHM-UHFFFAOYSA-N,3.78,0.20253165,5.0,5.442276176657828,False,False,False
OADMET-0004934,CC(=O)NC(C)(C)c1noc(-c2cc(Cl)cc3c2OCC3)n1,ZUSPFYRYFDOIBE-UHFFFAOYSA-N,4.83,0.22105263,4.3,4.936061943141585,False,False,False
OADMET-0004933,Cc1ccc2oc(CN(Cc3ccco3)C(=O)c3ccc4[nH]c(=O)[nH]c4c3)cc2c1,XIOVVNPCXJYUSU-UHFFFAOYSA-N,5.33,0.1764706,5.48,5.140284971301412,False,False,False
OADMET-0004932,CCn1cc(C2CSCCN2C(=O)C2CCC(C(F)(F)F)CC2)cn1,UZMDZMRLLCMLAN-UHFFFAOYSA-N,5.49,0.22352941,4.9,5.142278883230376,False,False,False
OADMET-0004931,COC(=O)C1CN(S(=O)(=O)N2CCCC2C)Cc2ccccc21,QRSTXPZWIJTLPA-UHFFFAOYSA-N,5.36,0.23255815,4.5,5.047692152515678,False,False,False
OADMET-0004930,Cc1ccc2c(c1)CC(C(=O)Nc1ncc(Cl)cc1O)S2(=O)=O,FXPCYBRAZNMLOB-UHFFFAOYSA-N,4.1,0.2,4.75,5.118393756411154,False,False,False
OADMET-0004929,O=C(CN1C(=O)NC(c2cccs2)(C2CC2)C1=O)NC(Cc1ccccc1)C(=O)NC1CC1,OUGBAXCRFPJNCH-UHFFFAOYSA-N,4.81,0.2,4.89,5.052906045896824,False,False,False
OADMET-0004928,CP(C)(=O)C1CCN(c2ncc(C(F)(F)F)cc2S(=O)(=O)N2CCCC2C2CC2)CC1,ZCVGEQTZXKMEKE-UHFFFAOYSA-N,5.55,0.20731707,7.8,7.214539731248635,False,False,False
OADMET-0004927,CC1(C)OCC(CNC(=O)c2ccccc2SCC(=O)Nc2ccc3c(c2)OCO3)O1,GQSXIGPOISNNMZ-UHFFFAOYSA-N,4.81,0.19791667,4.89,4.870770369594401,False,False,False
OADMET-0004926,O=C(c1onc2c1CCCC2)N1COCCC1c1ccccc1,DSMRFINONPLSDV-UHFFFAOYSA-N,5.54,0.20212767,5.24,5.231985993669832,False,False,False
OADMET-0004925,COc1ccc(S(=O)(=O)N2CCCCC2)cc1NC(=O)NCc1c(C)nc2ccccn12,LMJUHQZHBWIZJQ-UHFFFAOYSA-N,5.2,0.2682927,5.6,5.550586156636199,False,False,False
OADMET-0004924,CC(O)C(C)CNC(=O)CSc1nc2ccccc2nc1N1CCOCC1,QQFLBUXRIOCSKQ-UHFFFAOYSA-N,4.3,0.19767442,6.4,5.439869835364641,False,False,False
OADMET-0004923,COc1ccc(-c2[nH]c3ccccc3c2CCC(=O)NCc2cc(=O)nc(SC)[nH]2)cc1,RWKORWAMCYMUGF-UHFFFAOYSA-N,4.4,0.25490198,5.36,5.440101276217387,False,False,False
OADMET-0004922,O=C(NCc1cccc2[nH]ccc12)Nc1cccc(N2CCCC2)c1,KMSWWUSZWDRAFV-UHFFFAOYSA-N,5.34,0.19587629,5.36,5.145979186586399,False,False,False
OADMET-0004921,COc1cccc(NC(=O)N2CCC(C)C(n3ccnc3)C2)c1C,GGSBXNSPXLOOHI-UHFFFAOYSA-N,4.72,0.19512194,6.1,5.794681627049623,False,False,False
OADMET-0004920,Cc1cccc(-n2nc(Cc3ccccc3)nc2[C@H]2C[C@@H](O)C2)c1,JRRCRSGDTPDKAF-MAEOIBBWSA-N,4.68,0.25316456,4.89,5.290757603383685,False,False,False
OADMET-0004919,CN(C(=O)CCc1ncc(-c2ccccc2F)o1)c1ccc(F)cn1,AFHWWAKYQFQOOJ-UHFFFAOYSA-N,4.65,0.22619048,5.22,5.401211444383612,False,False,False
OADMET-0004918,O=C(NC1CCN(c2cccc(Cl)c2)C1)c1cnn2cccnc12,RVBHNRAKASJYTB-UHFFFAOYSA-N,4.53,0.22988506,4.75,5.247673394236098,False,False,False
OADMET-0004917,CC(CO)CNC(=O)c1ccc(C(C)(C)C)cc1[N+](=O)[O-],GPUQYHAPBNNOFY-UHFFFAOYSA-N,4.65,0.23333333,4.825,5.4974484014694465,False,False,False
OADMET-0004916,O=C(NC1CCOc2ccc(F)cc21)c1ccc2c(c1)CC(c1ccccc1)OC2=O,TXWRWZKMDWLPJI-UHFFFAOYSA-N,4.79,0.24038461,5.08,5.0201290635796,False,False,False
OADMET-0004915,COCC1(C(=O)N2CCN(c3ccccc3C#N)CC2)CCC1,TZMGRGRFVPHWMB-UHFFFAOYSA-N,5.19,0.2580645,5.91,5.758870675195882,False,False,False
OADMET-0004914,CCC(C)C(NC(=O)CSc1nnnn1-c1ccc(C)cc1)C(=O)OC,YZOQUOMJGOHRJY-UHFFFAOYSA-N,5.16,0.2236842,5.68,5.923575980726956,False,False,False
OADMET-0004913,CC1CCCCC1c1nc(-c2nnc[nH]2)nn1Cc1cc(F)cc(F)c1,OSPFCMCUMQGMOL-UHFFFAOYSA-N,5.23,0.16666667,4.61,5.67294245574565,False,False,False
OADMET-0004912,CCCc1c(-c2nc(CC3(C)CC3(F)F)no2)nnn1CC,PBCFLGPIPDSRGV-UHFFFAOYSA-N,5.47,0.16483517,6.0,5.166888814679063,False,False,False
OADMET-0004911,CC(C)=CCCC(C)CC(=O)Nc1ccccc1C1CNC(=O)C1,ZLHOLPACCCVWJK-UHFFFAOYSA-N,5.16,0.2027027,5.6,5.126434252962701,False,False,False
OADMET-0004910,Cc1cccc(S(=O)(=O)Nc2cccc(N3CCNC3=O)c2C)c1,MMMYJAYSXFJGHY-UHFFFAOYSA-N,5.09,0.2,6.22,6.747879730202935,False,False,False
OADMET-0004909,COc1ccccc1OCC(O)Cn1nnn(C2CCCC2)c1=O,ZKKFKHAXIDJBRO-UHFFFAOYSA-N,5.15,0.22093023,5.5,5.522459661674253,False,False,False
OADMET-0004908,CO[C@@H](C)c1nc(-c2cccc(S(=O)(=O)NC(C)C)c2)no1,KFIAXRLTJRTUDF-JTQLQIEISA-N,5.58,0.2,5.7,5.5906580238148855,False,False,False
OADMET-0004907,CC(=O)Nc1ccc(NCc2ccc(-c3c(F)cccc3F)o2)cc1,GYLMJJMBRAHAFD-UHFFFAOYSA-N,4.76,0.22077923,4.89,5.292336205776504,False,False,False
OADMET-0004906,Cc1cccnc1NCc1nc(C(F)(F)F)n2c1CCCC2,NKHFHTCTOGEFMC-UHFFFAOYSA-N,5.1,0.22093023,5.235,5.148709348977575,False,False,False
OADMET-0004905,CC(C)(C)c1cn(CCS(=O)(=O)Nc2ccccc2)nn1,JIZIAEQRTBIBDQ-UHFFFAOYSA-N,5.08,0.25757575,6.1,5.973433427556334,False,False,False
OADMET-0004904,O=C1Cc2cc(NS(=O)(=O)c3cccc(-c4ccccc4)c3)ccc2N1,LWSCUHAHWXGQOH-UHFFFAOYSA-N,4.86,0.19767442,5.52,5.303372625580301,False,False,False
OADMET-0004903,Cc1cccnc1C(=O)NS(=O)(=O)c1cccc(Cl)c1Br,LOAACJOEDZYODL-UHFFFAOYSA-N,4.51,0.2,5.32,5.595657622949236,False,False,False
OADMET-0004902,CC(C)(C)OC(=O)N1C2CCC1CC(CC(=O)NC(CO)c1ccc(F)cc1)C2,GCLQJNVYPUKSRH-UHFFFAOYSA-N,4.98,0.27906978,6.545,6.063523523650978,False,False,False
OADMET-0004901,Cc1ccc(-c2nn(CCC#N)cc2C(=O)Nc2ccc(F)c(C(N)=O)c2)cc1C,UYDGWVZGMSSWAC-UHFFFAOYSA-N,4.66,0.20952381,5.61,5.501183871921005,False,False,False
OADMET-0004900,O=C(c1ccccc1-c1ncn[nH]1)N1CCCCC1CCc1ccccc1,YUOQSDJLCNBRIE-UHFFFAOYSA-N,4.73,0.2638889,4.5,5.21850397963783,False,False,False
OADMET-0004899,CCc1nnc(NC(=O)C(C)C(C)NC(=O)c2ccc3sccc3c2)s1,PKVQQGWZHLZULP-UHFFFAOYSA-N,4.73,0.19565217,5.72,5.287945464146505,False,False,False
OADMET-0004898,COc1cccnc1CNc1cc(C)c(C#N)c2nc3ccccc3n12,FNXFBYXBZCZMMN-UHFFFAOYSA-N,4.56,0.24444444,4.57,5.365949885038393,False,False,False
OADMET-0004897,O=C(c1cc(-c2ccccc2)nc2ccccc12)N1CCN(Cc2nnnn2-c2ccccc2)CC1,MHWCUXAYAKUHAA-UHFFFAOYSA-N,5.12,0.2090909,5.89,5.240861440068525,False,False,False
OADMET-0004896,COC(=O)c1cccc(NC(=O)CN2C(=O)NC(Cc3ccccc3)(c3ccccc3)C2=O)c1,YSSUBBRJQCDCQC-UHFFFAOYSA-N,4.77,0.25333333,5.0,5.144867380784068,False,False,False
OADMET-0004895,CCn1ncc2c(C(=O)NCc3coc(-c4ccccc4)n3)cc(-c3ccccc3)nc21,INWLAWNIFOGZLI-UHFFFAOYSA-N,4.63,0.18947369,4.64,5.149965010960092,False,False,False
OADMET-0004894,CCn1cc(NC(=O)Cc2ccc(C)c(Cl)c2)c(C(N)=O)n1,ZPFIHEDRWNPJPU-UHFFFAOYSA-N,4.73,0.22535211,5.16,5.264168516427091,False,False,False
OADMET-0004893,Cc1ccc(Br)cc1NC(=O)c1cnn2c1CC(CNC(=O)OC(C)(C)C)CC2,XQSMMYKKUBTICB-UHFFFAOYSA-N,5.17,0.22222222,5.16,5.719856762540882,False,False,False
OADMET-0004892,Cc1ccc(NC(=O)C2CCCN(CC(F)(F)F)C2)cc1-n1cnnn1,MCMWQUUFOTYOLS-UHFFFAOYSA-N,5.08,0.25974026,5.16,6.369775448899621,False,False,False
OADMET-0004891,Cc1ccc(S(=O)(=O)NCC(O)c2ccc(O)cc2)c(C)c1,WKAFMMYTAXWJIX-UHFFFAOYSA-N,4.7,0.21052632,4.75,5.8829927884298225,False,False,False
OADMET-0004890,O=C1CCC(c2cccc(NS(=O)(=O)c3cccc(F)c3)c2)N1,PTCOLQWFDPJMLV-UHFFFAOYSA-N,4.66,0.19354838,6.52,6.263197747187042,False,False,False
OADMET-0004889,O=C(NCc1ccn(-c2ccccc2)n1)c1cc2cc(F)ccc2[nH]1,NCBDIAFDYAWTPW-UHFFFAOYSA-N,4.38,0.23287672,5.0,5.435963192934326,False,False,False
OADMET-0004888,O=C(Nc1ccc2[nH]ncc2c1)c1ccccc1Sc1ccccc1,BBRIXFTZIRVEEF-UHFFFAOYSA-N,4.59,0.34920636,5.0,4.938330595953783,False,True,False
OADMET-0004887,Cc1c(C(=O)N2C(C)CCS2(=O)=O)cnn1-c1ccccc1,WBZHZPKVMIYFJV-UHFFFAOYSA-N,5.02,0.20289855,4.5,4.829116342198091,False,False,False
OADMET-0004886,Cc1cc(C(=O)OCCCn2c(=O)[nH]c3ccccc3c2=O)ccc1NC(=O)c1ccco1,LXHSQQCUDFZEJR-UHFFFAOYSA-N,4.25,0.23809524,5.46,5.164268698318085,False,False,False
OADMET-0004885,CN(CCNc1ccccn1)C(=O)CCc1cccc(O)c1,JULICYLYMCFRJS-UHFFFAOYSA-N,4.72,0.22891566,5.3,5.247011912595719,False,False,False
OADMET-0004884,N#Cc1cc(F)ccc1N1CCC(C(=O)NCc2ccc(F)cc2Cl)CC1,HWOAVQPSWRZILS-UHFFFAOYSA-N,5.09,0.26744187,5.74,5.833704601630668,False,False,False
OADMET-0004883,Cn1c(SCC(=O)NCc2cccc(C#N)c2)nnc1-c1ccccc1Cl,DYYACRROTWDLCN-UHFFFAOYSA-N,4.76,0.21176471,6.0,5.516270181734241,False,False,False
OADMET-0004882,Cc1cc(F)ccc1-n1cc(O)c(C(=O)NCc2ccc(C)n(C)c2=O)n1,GHSXGPHYKNBBGI-UHFFFAOYSA-N,4.49,0.19565217,6.28,6.0232075513497,False,False,False
OADMET-0004881,O=C1OCCN1c1cc(NS(=O)(=O)c2cc(F)cc(F)c2)ccc1F,CLIWRSXLTVGUCX-UHFFFAOYSA-N,4.42,0.22535211,7.6,7.381929530307062,False,False,False
OADMET-0004880,CC1(NC(=O)Nc2ccc3ccccc3n2)CCCOC1,LRHLCTNZAXRLDS-UHFFFAOYSA-N,4.93,0.1971831,5.0,5.237793953920613,False,False,False
OADMET-0004879,COCCOc1ccc(Cl)cc1S(=O)(=O)NC(=O)c1csc(C)c1,QNLHNCPDDFWRQF-UHFFFAOYSA-N,4.86,0.2631579,5.92,6.254358596974964,False,False,False
OADMET-0004878,O=S(=O)(c1ccccc1F)N1CC(Oc2ccccc2Cl)C1,YBRLNRZSTFHKMA-UHFFFAOYSA-N,4.72,0.24285714,6.16,6.131475842305183,False,False,False
OADMET-0004877,O=S(=O)(Nc1ccn(-c2ncccc2F)n1)c1ccc(OC(F)(F)F)cc1,IFNGIJKNTWRPTP-UHFFFAOYSA-N,4.11,0.27142859,5.24,6.034471802341413,False,False,False
OADMET-0004876,O=C1NCC2(CCCC2)C(=O)N1CCc1ccc(F)cc1F,IXNDBORQXCOCSN-UHFFFAOYSA-N,4.8,0.21875,6.12,6.1104620579453535,False,False,False
OADMET-0004875,Cc1ccccc1Nc1nc(CN2CCO[C@H](C)[C@H]2C(N)=O)cs1,UZHQACGKJXMAKU-DOMZBBRYSA-N,4.65,0.20833333,4.3,5.0146452509318316,False,False,False
OADMET-0004874,O=C(CN1c2cccc3cccc(c23)S1(=O)=O)Nc1ccc(-n2nccn2)nc1,KUIDPQIDPCWGDW-UHFFFAOYSA-N,4.89,0.20689656,4.75,5.422413781162065,False,False,False
OADMET-0004873,COC1CCCN(CC(=O)Nc2ccccc2C(C)C)CC1,XUWIQIYEULASKP-UHFFFAOYSA-N,5.01,0.24637681,4.5,5.003950915803487,False,False,False
OADMET-0004872,Cc1nn(Cc2ccc(F)cc2)c2sc(C(=O)NC3CC34CC(O)C4)cc12,OJFHEIFZRDJTPZ-UHFFFAOYSA-N,4.77,0.24,5.17,5.559477273337162,False,False,False
OADMET-0004871,O=C(N[C@H]1CC[C@H](Oc2ccccc2)CC1)C1(c2ccccc2)CCC1,WCMMYDBVPLUHBX-XUTJKUGGSA-N,5.27,0.2173913,6.69,5.682774160660626,False,False,False
OADMET-0004870,CC1C(=O)N(CCc2cccc(C(F)(F)F)n2)C(=O)N1C1CCC1,GVJRMVGPJLTZIZ-UHFFFAOYSA-N,4.79,0.22077923,6.0,5.44396906480301,False,False,False
OADMET-0004869,C=CCNc1c(C(=O)N2CC3CC3C2)nnc2ccccc12,HTZKRNGQGVPYSR-UHFFFAOYSA-N,4.92,0.1971831,5.17,5.2760866397962385,False,False,False
OADMET-0004868,CCc1ccccc1S(=O)(=O)NCC(=O)NC(C)c1ccccn1,CBZNYPGXNRELDM-UHFFFAOYSA-N,4.71,0.25316456,5.22,5.417250832601467,False,False,False
OADMET-0004867,O=C(NCCc1ccc(O)c(CO)c1)Nc1ccc2c(c1)CCC2,ASKKGXWNMPNHHT-UHFFFAOYSA-N,4.05,0.1780822,4.61,6.377077837176504,False,False,False
OADMET-0004866,C[C@H](NC(=O)Cc1cnn(-c2ccccc2)n1)c1ccc(C(F)(F)F)nc1,BIVGETPZEPQOBV-LBPRGKRZSA-N,4.51,0.38157895,4.75,5.77478617743752,False,True,False
OADMET-0004865,COC(=O)Nc1cccc(NS(=O)(=O)c2ccc3ccccc3c2)c1C,CBKSVOAZYXDQAT-UHFFFAOYSA-N,5.37,0.28125,5.0,5.244127707224851,False,False,False
OADMET-0004864,C=CCN(Cc1ccc(OC)cc1)C(=O)Nc1nc(C(F)(F)F)ns1,AAEZPWWXZSJVFH-UHFFFAOYSA-N,4.2,0.23376623,4.95,5.6226574477163185,False,False,False
OADMET-0004863,Cc1ccc(CN(C(=O)c2ncc(F)cn2)C(C)C)cc1,HIVZUFUERULVAL-UHFFFAOYSA-N,4.9,0.26760563,5.7,5.149911502638398,False,False,False
OADMET-0004862,CN(Cc1ccccc1)C(=O)N1CCC(Oc2ncccc2F)CC1,JZGNANXWSVAKRU-UHFFFAOYSA-N,4.54,0.27142859,4.5,5.297577892519,False,False,False
OADMET-0004861,CC(C)c1ccnc(N2CCN(C(=O)c3ccnc(C4CC4)n3)CC2)n1,JZYGYHAKTVYMKY-UHFFFAOYSA-N,5.52,0.1978022,4.3,5.304751420761679,False,False,False
OADMET-0004860,O=C(CCC(=O)N1CCC(O)CC1)N[C@@H]1C[C@H]1c1c(F)cccc1Cl,PQDNSHRLKSHCPF-IUODEOHRSA-N,4.22,0.23943663,5.17,5.501690292811965,False,False,False
OADMET-0004859,CC(=O)N1CCCC(c2nc(-c3cccc(N4CCCC4=O)c3)cs2)C1,QOKJCXYUACSZOZ-UHFFFAOYSA-N,5.29,0.20408164,4.3,5.005046286091418,False,False,False
OADMET-0004858,CN(C)S(=O)(=O)c1ccc(N2CCCCC2)c(C(=O)Nc2ccc(F)c(C(N)=O)c2)c1,WMKMQPGQIPMVHO-UHFFFAOYSA-N,5.27,0.23809524,5.025,6.745598132548434,False,False,False
OADMET-0004857,Cc1cc(NC(=O)C(c2ccccc2)N(C)CCCn2ccnc2)no1,BAVBWDPYCHMZSH-UHFFFAOYSA-N,4.97,0.19736843,4.5,5.027347542461101,False,False,False
OADMET-0004856,Cc1cn(C(C)C)nc1NC(=O)Cc1cn2c(n1)CCCC2,ZYEPRXLZEIUBNA-UHFFFAOYSA-N,4.49,0.20833333,5.16,5.08478217411417,False,False,False
OADMET-0004855,Cc1cn(C(C)C)nc1NC(=O)c1cccn1Cc1ccncc1,SPFTVLLFVMGJJE-UHFFFAOYSA-N,4.97,0.17777778,5.235,5.401661664472428,False,False,False
OADMET-0004854,O=C1CCc2cc(-c3cccc(O)c3F)cc3c2N1CCC3,FKXADKCFWZZCLK-UHFFFAOYSA-N,4.05,0.25,7.6,5.779007148462082,False,False,False
OADMET-0004853,COc1ccc2c(c1)OCCN(C(=O)Nc1ncc(C)s1)C2,BUVOPHNIEJYTGR-UHFFFAOYSA-N,4.37,0.22222222,5.4,5.4180666354171265,False,False,False
OADMET-0004852,COc1ccc(OC)c(C2CCCN2C(=O)CCc2nc(-c3nnc[nH]3)no2)c1,YRYCNCAAIQZHCQ-UHFFFAOYSA-N,5.61,0.23584905,5.48,5.435858272090224,False,False,False
OADMET-0004851,COc1cc(F)c(NC(=O)N2CCOC(C)(c3ccccc3)C2)cc1F,RLHVXEPQNQUDCI-UHFFFAOYSA-N,4.86,0.2375,6.0,6.080361983949803,False,False,False
