pool_idx,compound_id,molecule_name,smiles,pec50,source,true_bin,no_htchem_pred,htchem_w0p1_pred,htchem_w0p3_pred,htchem_w0p5_pred,htchem_w1p0_pred
1222,1223,OADMET-0004867,O=C(NCCc1ccc(O)c(CO)c1)Nc1ccc2c(c1)CCC2,4.05,train,4to5,4.837883218649369,4.696773361356333,4.718894179216457,4.798977480353562,4.736995995180528
1223,1224,OADMET-0004866,C[C@H](NC(=O)Cc1cnn(-c2ccccc2)n1)c1ccc(C(F)(F)F)nc1,4.51,train,4to5,5.02809527087709,5.016971608810725,5.07969066909289,4.988590846168395,5.060473268644335
1224,1225,OADMET-0004865,COC(=O)Nc1cccc(NS(=O)(=O)c2ccc3ccccc3c2)c1C,5.37,train,5to6,5.425242523893449,5.3968218236951815,5.4270202971106345,5.506295327623407,5.574571244069033
1225,1226,OADMET-0004864,C=CCN(Cc1ccc(OC)cc1)C(=O)Nc1nc(C(F)(F)F)ns1,4.2,train,4to5,4.561392731427783,4.634098973039,4.33746025997255,4.346209888832972,4.511150924719477
1226,1227,OADMET-0004863,Cc1ccc(CN(C(=O)c2ncc(F)cn2)C(C)C)cc1,4.9,train,4to5,4.492829431688397,4.533533700482059,4.447891324097203,4.54988893671383,4.464475849315815
1227,1228,OADMET-0004862,CN(Cc1ccccc1)C(=O)N1CCC(Oc2ncccc2F)CC1,4.54,train,4to5,4.252914396865599,4.269906053825451,4.193117852588726,4.252928507394854,4.214717655737074
1228,1229,OADMET-0004861,CC(C)c1ccnc(N2CCN(C(=O)c3ccnc(C4CC4)n3)CC2)n1,5.52,train,5to6,4.268637417984624,4.1560175439119735,4.6414880879014655,4.603449315438701,4.495359300397626
1229,1230,OADMET-0004860,O=C(CCC(=O)N1CCC(O)CC1)N[C@@H]1C[C@H]1c1c(F)cccc1Cl,4.22,train,4to5,4.436946430160409,4.589589203481957,4.165713510865222,4.091224605779577,4.303335052880044
1230,1231,OADMET-0004859,CC(=O)N1CCCC(c2nc(-c3cccc(N4CCCC4=O)c3)cs2)C1,5.29,train,5to6,4.941997521626321,4.939416012712667,4.897196804540249,4.939867612174242,5.05939947510907
1231,1232,OADMET-0004858,CN(C)S(=O)(=O)c1ccc(N2CCCCC2)c(C(=O)Nc2ccc(F)c(C(N)=O)c2)c1,5.27,train,5to6,4.799310224876035,4.721943493038389,4.7116895123362275,4.593097158310672,4.602076522353319
1232,1233,OADMET-0004857,Cc1cc(NC(=O)C(c2ccccc2)N(C)CCCn2ccnc2)no1,4.97,train,4to5,4.834345356189672,4.88440189013602,4.702192028874292,4.764451837124942,4.754402207238953
1233,1234,OADMET-0004856,Cc1cn(C(C)C)nc1NC(=O)Cc1cn2c(n1)CCCC2,4.49,train,4to5,4.60263804823912,4.666177910176957,4.74811608723195,4.70992541100668,4.750408318914183
1234,1235,OADMET-0004855,Cc1cn(C(C)C)nc1NC(=O)c1cccn1Cc1ccncc1,4.97,train,4to5,4.720120598605523,4.547824112424501,4.561519240948805,4.587189737416799,4.629042667981782
1235,1236,OADMET-0004854,O=C1CCc2cc(-c3cccc(O)c3F)cc3c2N1CCC3,4.05,train,4to5,4.950917591055442,4.942833026065268,4.991849539394432,4.958832665820745,4.787799136914818
1236,1237,OADMET-0004853,COc1ccc2c(c1)OCCN(C(=O)Nc1ncc(C)s1)C2,4.37,train,4to5,4.552689110956424,4.490151820887197,4.691465272498611,4.570363671917147,4.465892681699025
1237,1238,OADMET-0004852,COc1ccc(OC)c(C2CCCN2C(=O)CCc2nc(-c3nnc[nH]3)no2)c1,5.61,train,5to6,4.677225865393735,4.639671944400263,4.6370913051271305,4.6138976589597025,4.443466999542752
1238,1239,OADMET-0004851,COc1cc(F)c(NC(=O)N2CCOC(C)(c3ccccc3)C2)cc1F,4.86,train,4to5,5.194197748154398,5.12345327222235,5.1104617388321545,5.149983137513531,5.086715606034437
1239,1240,OADMET-0004850,COC1(CNC(C(=O)Nc2cc(C)on2)c2ccccc2)CCC(F)(F)CC1,5.0,train,4to5,4.90097698573465,4.980203309237906,5.018450178067038,5.019817918891244,4.973219468781071
1240,1241,OADMET-0004849,COC(=O)[C@@H](NC(=O)CN1CC(OC)C(C)(C)C1)C(C)C,4.3,train,4to5,4.311331267355492,4.165108183850542,4.389399949213712,4.088579937242967,4.112573882963708
1241,1242,OADMET-0004848,CC(C)n1ncc2cc(S(=O)(=O)N3CCN(C)CC3c3ccccc3)ccc21,4.81,train,4to5,4.981305973758977,5.041133052650898,4.9434689582713744,5.063136936483912,5.097537973563021
1242,1243,OADMET-0004847,COc1cccc(Cc2noc([C@@H]3C[C@H]3c3ccc(F)cc3F)n2)n1,4.48,train,4to5,4.581909526494717,4.662598127398504,4.433745625891357,4.497737545024178,4.496524290602557
1243,1244,OADMET-0004846,CCC(CC)n1nccc1C(=O)NCC(C)(C)c1ccc(C)cn1,4.95,train,4to5,5.070080750962717,5.09216878117693,5.068008076054602,5.102575799863001,5.155952726297065
1244,1245,OADMET-0004845,Cc1nc2cc(N(C)C(=O)c3cc(-c4ccc(Cl)cc4)nn3CC3CC3)ccc2[nH]1,5.4,train,5to6,4.622106167985627,4.623284691595454,4.734104283945796,4.568862244370577,4.69464780572823
1245,1246,OADMET-0004844,COc1cccc(S(=O)(=O)CC(=O)N(C)C2CCCCC2C)c1,5.37,train,5to6,5.164714237284505,5.084665580807436,5.061395084039547,5.069813029041946,5.109660335024812
1246,1247,OADMET-0004843,O=C(c1cn2ccccc2n1)N1C[C@@H]2C[C@H](C1)c1cccc(=O)n1C2,5.24,train,5to6,4.535054746206502,4.660546111945459,4.626518463282289,4.672615326901789,4.591267630611866
1247,1248,OADMET-0004842,CC(Cn1ncc2ccccc21)C(=O)N1CCC(n2ccc(C(F)(F)F)n2)CC1,5.11,train,5to6,4.781572531322064,4.784119923972888,4.873954737811737,4.917947120793104,4.903540736480788
1248,1249,OADMET-0004841,COC(=O)c1ccc(CSc2nnc(-c3c[nH]c4ccccc34)n2C2CC2)cc1F,5.41,train,5to6,4.984881335301282,5.024635794259718,5.041478772151834,5.0987094426148944,4.946641156637944
1249,1250,OADMET-0004840,OC1(c2nc(-c3cccc(OCc4cccnc4)c3)no2)CCCCC1,4.95,train,4to5,4.817990528599758,4.780171404355054,4.784187909100242,4.718875046733973,4.772732751195569
1250,1251,OADMET-0004839,Nc1nccc(C2CCCN(C(=O)c3coc(C4CCCCC4)n3)C2)n1,5.06,train,5to6,4.0253310565293585,3.980700081524496,3.8514977054130055,3.838418415748714,3.9993487192107624
1251,1252,OADMET-0004838,CC(NC(=O)N1CCC(C2CCCC2)C1)c1nnc(C(F)(F)F)[nH]1,5.09,train,5to6,4.740728229548263,4.807820187208745,4.80004032068256,4.921452549501778,4.8455290699219
1252,1253,OADMET-0004837,CN1CCN(S(=O)(=O)c2cnn(C3CCCC3)c2)C(c2ccccc2)C1,5.37,train,5to6,4.89906701640637,4.945618719144693,5.201772057961265,5.248943984452691,5.377483743206905
1253,1254,OADMET-0004836,Cc1sc2nc(-c3cccnc3)nc(N3CCC(S(N)(=O)=O)C3)c2c1C,4.11,train,4to5,4.239789121676576,4.512718571254568,4.198851428187987,4.231758384754008,4.225017882604514
1254,1255,OADMET-0004835,CC(Sc1ncc(-c2ccccc2)n1CC1CCCO1)c1ncccn1,5.28,train,5to6,5.083151067840771,5.137830006837223,5.0790751482893866,5.102391754404623,5.011845525450461
1255,1256,OADMET-0004834,CCC(CC)(CO)c1nc(-c2ccc(N(C)C)nc2)no1,4.64,train,4to5,4.378897441598637,4.245320353692125,4.405175942457183,4.305298804980178,4.430695626779911
1256,1257,OADMET-0004833,Cn1ncc2c1CC(C)(C)CN(C(=O)NCc1ccc(Br)s1)C2,5.21,train,5to6,4.801923925180063,4.750632530603393,4.873494747745165,4.939621736531087,4.899326528762622
1257,1258,OADMET-0004832,COc1ccc(C(CNC(=O)[C@@H]2C[C@H]2C(F)(F)F)c2c[nH]c3ccccc23)cc1,4.81,train,4to5,4.867508535360686,4.767780019591769,4.845027792832754,4.7419401131574395,4.711438939020342
1258,1259,OADMET-0004831,FC(F)(F)Cn1c(-c2ccccc2)cnc1SCc1nccs1,4.42,train,4to5,4.999628037710694,4.926371332128474,4.992093501053042,5.038600510948226,4.981623777924606
1259,1260,OADMET-0004830,CCOc1nc(C)ccc1C(=O)N1CCCC1c1csc(C)n1,4.67,train,4to5,4.676875943231863,4.876912814527516,4.902197088073542,4.866057259267315,4.952339083920415
1260,1261,OADMET-0004829,CC1CN(c2nc3ccccc3nc2N2CCC(C(N)=O)C2)CC(C)O1,4.49,train,4to5,4.064585774874257,4.046110093620063,4.401965791612939,4.228653893943789,4.187194969988569
1261,1262,OADMET-0004828,COc1ccc(C)cc1S(=O)(=O)N1CCN(C2CCOCC2)C[C@H]1C,4.46,train,4to5,4.440585772979819,4.555694953104028,4.507396543311157,4.495306356860568,4.414770193880053
1262,1263,OADMET-0004827,Cc1cccc(S(=O)(=O)NC(c2c(C)nn(C)c2C)C(F)(F)F)c1,4.97,train,4to5,5.309825148880835,5.36037611743034,5.262554362327376,5.211627048980745,5.1076636976979515
1263,1264,OADMET-0004826,Cc1cc(C2CCCN2C(=O)CCc2nc(-c3ccco3)no2)no1,5.03,train,5to6,4.542067536916243,4.494722013334948,4.64343598031041,4.678768492802482,4.536024186923466
1264,1265,OADMET-0004825,Cc1ccc(-c2c[nH]cc2C(=O)NCC2(N3CCOCC3)CCCCC2)s1,5.3,train,5to6,4.373800880902577,4.314636092057491,4.396254063175064,4.272505770050778,4.39217991620334
1265,1266,OADMET-0004824,Cn1cnnc1NC(=O)C1(c2ccc(Cl)c(Cl)c2)CCC1,4.13,train,4to5,5.121644017688398,5.1956701570401735,5.209115817908137,5.154259289527658,5.023415584348433
1266,1267,OADMET-0004823,Cn1nc(C2CCCCC2)cc1NS(=O)(=O)CCc1ccccc1,4.24,train,4to5,5.186145940702714,5.088478473830588,5.221995365964203,5.2139003997183,5.2351217640179515
1267,1268,OADMET-0004822,CCc1nnc(N2CCC(C3(NC(=O)CNC(=O)OC)CC3)CC2)nc1CC,3.92,train,3to4,4.516051456264872,4.455331799124402,4.666710722700543,4.559762598371177,4.530182294963769
1268,1269,OADMET-0004821,O=C1NC2(CCCCC2)C(=O)N1C1CCN(c2ccc(Cl)cc2Cl)C1,4.73,train,4to5,5.220842081250726,5.245475035050913,5.251461555524641,5.309774252809392,5.171732253216215
1269,1270,OADMET-0004820,CCCNS(=O)(=O)N1CCN(c2ccc(F)cc2OC)CC1,4.93,train,4to5,4.470094536985598,4.4498909870581125,4.523622942859919,4.522346757550382,4.435934145590236
1270,1271,OADMET-0004819,COc1ccccc1N1CCC(NC(=O)NCc2ccc(C(N)=O)cc2)C1=O,4.63,train,4to5,4.140966976878972,4.189064028732062,4.10868100995579,4.271927004854938,4.45133352317125
1271,1272,OADMET-0004818,Cn1c(C(=O)N2CCCC(S(C)(=O)=O)C2)c(Cl)c2ccccc21,4.88,train,4to5,4.946456006684254,4.852798268431366,4.946346482378461,4.9246289187106616,4.8742325872468895
1272,1273,OADMET-0004817,CC1(C(=O)NCC2(CO)CC3(CCC3)C2)CC(c2ccccc2)=NO1,4.78,train,4to5,5.036512801609147,5.068201257703271,4.9862551446139385,5.003207683099346,4.864179115317466
1273,1274,OADMET-0004816,Cc1cc(S(=O)(=O)NCC2CCOC3(CCC3)C2)c(F)cc1F,4.64,train,4to5,5.250375195215298,5.301687863878416,5.278016575035314,5.355008904050216,5.383850395592568
1274,1275,OADMET-0004815,O=C(NCc1cccc(O)c1)c1sc2ccccc2c1Cl,4.8,train,4to5,4.631651692697468,4.549755945131685,4.651442699924524,4.615098543347591,4.639275272413647
1275,1276,OADMET-0004814,CC1NC(c2nc(C3(c4ccncc4)CCC3)no2)=NN(c2ccccc2)C1=O,4.83,train,4to5,4.818452392452094,4.789434696110077,4.906824203035124,4.925274961641169,4.877165641018079
1276,1277,OADMET-0004813,COc1cccc(C2(NC(=O)NCc3c4c(nn3C)CCCC4)CCC2)c1,5.17,train,5to6,5.2905919690061864,5.289463907907546,5.270868132363573,5.297790977540571,5.314334864682317
1277,1278,OADMET-0004812,CN(C)C(=O)c1cccc(NC(=O)CN2CC(O)Cc3ccccc32)c1,4.72,train,4to5,4.7461262077919955,4.712394972727133,4.701072425460285,4.825740932017865,4.863183193674177
1278,1279,OADMET-0004811,COc1ccc(Cn2ccc(NC(=O)C3C4CCCC43)n2)cc1,4.76,train,4to5,4.454955572095435,4.345617169021163,4.471540496485236,4.2661863797541475,4.239553153316452
1279,1280,OADMET-0004810,Cc1oc(-c2ccccc2)cc1C(=O)N1CCC(n2ccnn2)CC1,4.49,train,4to5,4.219105665436295,4.154177244458896,4.226821421529116,4.310736958767334,4.298274939114972
1280,1281,OADMET-0004809,CCn1ncc(C)c1NS(=O)(=O)CCc1cccc(F)c1,4.53,train,4to5,4.888037207057295,5.020407317147506,4.9515924764144,4.9637252459899965,4.8524464435576515
1281,1282,OADMET-0004808,CC1CN(c2cccc(F)c2)CCN1C(=O)c1ccccc1-n1ccnn1,4.51,train,4to5,4.901381515664442,4.803590521276375,4.772690801432076,4.980272371891419,4.904301891014836
1282,1283,OADMET-0004807,Cc1cccc(N(C)S(=O)(=O)c2cnn(C3CCC3)c2)n1,4.59,train,4to5,4.842074587129882,4.968116921521234,5.027955458803298,5.108889168264274,5.217535045640626
1283,1284,OADMET-0004806,COc1ccc(Cc2nc(-c3ccc(OC)nn3)no2)c(C)c1,4.11,train,4to5,3.9432481136767183,3.9323824876410307,4.091115402802004,3.911391548311537,3.950382808702411
1284,1285,OADMET-0004805,COCC1(O)CCN(C(=O)c2cc(C(C)C)cc(C(C)C)c2O)CC1,5.0,train,4to5,4.927881360843467,4.996901227510499,5.010140090741596,4.913457473385504,4.903609200454883
1285,1286,OADMET-0004804,CCc1ccc(NC(=O)CN2CC(=O)N(C)c3ccccc3C2)cc1,4.67,train,4to5,4.929428395455952,4.836720214358341,4.859465841585309,4.796236714660663,5.065842770107658
1286,1287,OADMET-0004803,COc1ccc2oc(C)c(C(=O)NCC3(N(C)C)Cc4ccccc4C3)c2c1,5.2,train,5to6,4.896015046198252,4.91714709360466,4.906140720019268,4.8737581134606405,4.848393477817159
1287,1288,OADMET-0004802,Cc1cnn(CCC(=O)N2CCCN(C(=O)c3ccc(Cl)cc3)CC2)c1,4.67,train,4to5,4.232165220236359,4.145321595482267,4.066195149702972,4.208963091291801,4.318505552189788
1288,1289,OADMET-0004801,CC(=O)N1c2ccccc2C[C@H]1C(=O)N1CC(C)(C)C1c1nccn1C,4.99,train,4to5,4.615896251503663,4.592544785560454,4.68845911581384,4.738924686821687,4.709157484743005
1289,1290,OADMET-0004800,CC(C)Cc1nc(C(=O)N2CC(O)CC2c2ccccc2)cs1,4.44,train,4to5,4.493052503793082,4.612893174601257,4.707293676760474,4.707265329756004,4.590406126437355
1290,1291,OADMET-0004799,O=C(c1ccnn1CC(F)F)N1CCCC1c1cccc(F)c1,5.38,train,5to6,4.955150562384659,4.8476364174153455,5.0372126441156375,4.975226622001509,5.002128753786554
1291,1292,OADMET-0004798,COc1ccc(CCC(=O)N2CCCN(C(=O)c3coc(C4CC4)n3)CC2)cc1,4.63,train,4to5,4.702693883537006,4.601502435898549,4.726123052782398,4.597835475668679,4.7223191700539
1292,1293,OADMET-0004797,CC(C)(C)c1nc(CCNC(=O)C(c2cccc(F)c2)N2CCOCC2)cs1,5.19,train,5to6,5.277035192101662,5.396263431780265,5.380790290568083,5.309977847188503,5.377927614049291
1293,1294,OADMET-0004796,Cc1nccc(N2CCN(c3cc(N4CCCC4CO)ncn3)CC2)n1,4.72,train,4to5,4.35046137461816,4.2170618389646135,4.331723168533763,4.1350227698817905,4.322849815530862
1294,1295,OADMET-0004795,Cc1nn(CC(C)C)c(C)c1S(=O)(=O)N1CCC(C(=O)O)c2ccccc21,4.66,train,4to5,5.314502304261602,5.24478715494518,5.312042775341738,5.226888094744975,4.960876795464138
1295,1296,OADMET-0004794,Cc1noc(C)c1C(=O)N1CCCC1C(C#N)c1ccccc1,4.58,train,4to5,4.990745437389896,5.142002474287376,5.088677415528454,5.1575032205632665,4.95491378841541
1296,1297,OADMET-0004793,CCn1ncc(Cl)c1-c1nc(Cc2ccccc2OC)no1,4.66,train,4to5,4.869412512465553,4.774181754405331,4.909061018784235,4.873716706827084,4.849293885478747
1297,1298,OADMET-0004792,COCc1nocc1CN1CCC(=O)N(CC2CCCC2(F)F)C1=O,4.04,train,4to5,4.5998132476158355,4.321509886896737,4.6693030867796725,4.563272970941444,4.449602698205116
1298,1299,OADMET-0004791,O=C(NCc1ccccc1C(F)(F)F)N1CCCN(C(=O)C2CC2)CC1,4.79,train,4to5,5.122863413740755,4.905756204951544,4.934118645670987,4.975472473802269,4.71303394408122
1299,1300,OADMET-0004790,CCc1ccc(C2COCCN2C(=O)c2ccc(N3CCC(C)=N3)cc2)o1,5.31,train,5to6,4.045947480285894,4.017543738069455,3.9404861018793116,4.087591140408746,3.9716062245395682
1300,1301,OADMET-0004789,COc1ccccc1[C@H](O)CNC1CCc2cc(F)c(Cl)cc21,5.06,train,5to6,5.120234889089318,4.929405722723452,5.071334652187749,5.096314105720597,4.996615744951206
1301,1302,OADMET-0004788,CC(NC(=O)NCC1CCOC1(C)C)c1cc(Cl)ccc1Cl,5.12,train,5to6,5.102759791025105,4.835786877882048,5.075842408907157,5.030416061341224,5.022434718814948
1302,1303,OADMET-0004787,COc1cccc(C(C)C(=O)N2CCCC(c3cn(C)nn3)C2)c1,4.75,train,4to5,4.805116136048966,4.861708096046161,4.894166615637765,4.786847409605437,4.66410901881546
1303,1304,OADMET-0004786,Cc1cc(Cn2c(-c3ccccc3)nnc2N2C[C@H]3CCC[C@H]3C2)no1,5.01,train,5to6,5.211328926187181,5.295045788682295,5.262212388834539,5.3196065431981765,5.36327094112708
1304,1305,OADMET-0004785,Cc1ccc(-c2nc(-c3cccnn3)n(CC(F)F)n2)cc1Br,4.37,train,4to5,4.8455233981039205,4.784276576933529,4.798470844437775,4.89925052489899,4.872548128659905
1305,1306,OADMET-0004784,COC(=O)Cc1nn(C)c(C)c1-c1cccc(OC)c1OC,4.73,train,4to5,4.933781796248632,4.865576599322134,4.785265317295544,4.9081100468818075,4.778133388735723
1306,1307,OADMET-0004783,Cc1ccc(S(=O)(=O)N(C)C(C)c2ccccn2)c(C)c1,4.91,train,4to5,5.334134050980912,5.317859570060508,5.4146520305438,5.430994331652658,5.251835687235036
1307,1308,OADMET-0004782,CCCC(C)c1cc(NS(=O)(=O)c2cncc(C(=O)OC)c2)[nH]n1,4.22,train,4to5,4.046141517110373,4.061808549940883,4.053813333113785,4.078585965501192,3.8024546276667106
1308,1309,OADMET-0004781,CC1C(=O)N(Cc2ccc(OC(F)(F)F)cc2)C(=O)N1C1CCC1,4.7,train,4to5,4.724009296726518,4.703242465471777,4.753686746481004,4.585654714078093,4.506551391768537
1309,1310,OADMET-0004780,CC(C)c1nc(C(=O)Nc2ccccc2C(=O)O)nn1-c1cccc(F)c1,5.58,train,5to6,4.1490864624788495,3.953743376776689,4.0490247589069766,4.06605031344549,4.267406787350164
1310,1311,OADMET-0004779,CC(Sc1ccc(C#N)cc1)C(=O)N1CCCN(C(=O)c2ccc(F)cc2)CC1,4.93,train,4to5,5.021605106668163,4.824676953364249,4.851583974376071,4.831479447851144,4.8387694042859275
1311,1312,OADMET-0004778,CCCCO[C@H]1CC[C@H](NC(=O)c2ccn3c(C)cc(C)nc23)CC1,4.74,train,4to5,4.962610309359527,5.056246042627844,4.999522174850006,5.073443359837429,5.084211114096811
1312,1313,OADMET-0004777,CC(C)(C)n1cc(C#N)c(NS(=O)(=O)c2ccc3c(c2)CCO3)n1,4.93,train,4to5,5.205349782445604,5.024407715234612,5.025110560442836,4.928017453639546,4.974366509380133
1313,1314,OADMET-0004776,Cc1noc(C)c1C(C)c1nc(CCCOc2cccc3ccccc23)no1,4.98,train,4to5,5.18061348561218,5.223605061797619,5.0898535587469755,5.102672995682928,5.230851393264571
1314,1315,OADMET-0004775,CCc1cc(C(=O)NCCc2c(C)[nH]c3c(Cl)ccc(Cl)c23)cc(=O)[nH]1,5.16,train,5to6,4.001806627142084,3.921388285394688,3.763694347189384,3.851014259897483,3.701944365005898
1315,1316,OADMET-0004774,CC(C)N(C(=O)c1nn(-c2ccc(F)cc2)ccc1=O)c1cccc(F)c1,4.72,train,4to5,4.892177383638829,4.6674400026264875,4.86824110257046,4.903877620156727,4.835607738367316
1316,1317,OADMET-0004773,O=C1COc2c(NCCCOc3ccc(Cl)cc3)cc(Cl)cc2N1,4.76,train,4to5,4.744761356646604,4.610784308579308,4.715609236276186,4.6489191527308265,4.6849051942853075
1317,1318,OADMET-0004772,CC(C)n1ncc2cc(C(=O)N3CCOCc4ccccc43)cnc21,4.68,train,4to5,5.315843435450497,5.299854307789301,5.24846409649488,5.2802302464749005,5.215205018517066
1318,1319,OADMET-0004771,NC(=O)C1(N2CCCCC2)CCN(C(=O)c2ccccc2Cl)CC1,4.63,train,4to5,4.147802850577539,4.466043919354162,4.162181428466299,4.317031976964679,4.277681207884291
1319,1320,OADMET-0004770,N#Cc1cccc(-n2nc(CCCO)nc2-c2ccc(Cc3ccccc3)cc2)c1,4.15,train,4to5,4.788715332634251,4.711271572963873,4.849770734955431,4.771293228585716,4.925152379701451
1320,1321,OADMET-0004769,Cn1c(=O)oc2c(C(=O)N[C@H]3c4ccccc4CC[C@H]3O)cccc21,4.76,train,4to5,4.689715226832547,4.5625357729317635,4.547821678474807,4.5058242950134675,4.452765327895574
1321,1322,OADMET-0004768,CC1(C)CC(c2ccccc2)CN1C(=O)c1nnc(C2CC2)o1,4.58,train,4to5,4.979908323571525,5.086492155830387,4.875710152811793,5.0256099180235365,4.9464327226500515
1322,1323,OADMET-0004767,O=C(NC(c1ccccc1)c1ccc2[nH]cnc2c1)C1CCN(c2ccccc2F)C1,5.32,train,5to6,4.899898570013195,4.765964606580697,4.907000186067015,4.825844959224447,4.752438415161885
1323,1324,OADMET-0004766,Cc1ccc(C(C)NC(=O)CN2CCOC3(CCOCC3)C2)cc1C,3.97,train,3to4,4.8988412629097535,4.7264265444386835,4.721791649585557,4.621844605254355,4.789254419558536
1324,1325,OADMET-0004765,Cc1cc(NC(c2ccccc2)c2nnc[nH]2)cc(C)c1Cl,4.85,train,4to5,5.01749995553941,4.968178803837996,4.988640945127863,4.923252268957168,5.035172822041614
1325,1326,OADMET-0004764,CN(C)C(=O)c1cnc(NCCOC2CCCCCC2)c(Cl)c1,4.95,train,4to5,5.078065799150931,5.051816181864384,5.11345596222763,5.121359624963013,5.1015952328253364
1326,1327,OADMET-0004763,CC(c1nc(Cc2cccnc2)no1)N1CCc2ccccc21,4.91,train,4to5,4.884755633048554,4.888436529233054,4.9516604725670845,4.840185110579995,4.8287199723899175
1327,1328,OADMET-0004762,O=C(NC1CC(F)(F)C1)NC1CCCOc2cc(Cl)ccc21,4.8,train,4to5,5.012945433866233,5.092261017264357,5.012832163711206,5.071623578882257,4.9497469307082635
1328,1329,OADMET-0004761,Cc1cc(C)cc(CNC(=O)NCC2CCCC(C)O2)c1,4.61,train,4to5,4.990447711843724,4.945364182971813,5.1397342264302095,4.962610065362114,5.1969751594832
1329,1330,OADMET-0004760,Cn1c(=O)oc2cc(S(=O)(=O)Nc3cnc(C(C)(C)C)nc3)ccc21,5.27,train,5to6,4.724858966738502,4.5056690344268455,4.457641659537338,4.4640156243200115,4.545584054606673
1330,1331,OADMET-0004759,Cc1c[nH]c(=O)c(CNC(=O)NC(c2ccccc2)C2CCCC2)c1,4.96,train,4to5,5.054551820758194,4.930837374713287,4.926001918845485,5.060423558945417,4.8549855407655995
1331,1332,OADMET-0004758,O=C(Nc1cnn2cccnc12)C(=O)N1CCCCC1c1ccc(Br)cc1,4.96,train,4to5,4.804027818902973,4.763911184273797,4.799560611911812,4.6885077112802325,4.6518914809788665
1332,1333,OADMET-0004757,CC1(C)CN(C(=O)CCc2ccc(C#N)cc2)c2ccccc2O1,4.55,train,4to5,5.2149125729467425,5.3134857169119485,5.3306005870590365,5.3532047234687115,5.376862272410727
1333,1334,OADMET-0004756,Cc1cnn(C)c1S(=O)(=O)N1CC(c2cccc(Cl)c2)C1,4.5,train,4to5,5.03287898461089,5.151397659738043,5.124646896568228,5.0634010531011615,5.099195357227002
1334,1335,OADMET-0004755,Cc1cc(Cl)c(NC(=O)N2CCCC(C3CCCCO3)C2)cc1Cl,5.18,train,5to6,5.18323048804361,5.119491303756294,5.141306425096731,5.154271411393613,5.2297082529740875
1335,1336,OADMET-0004754,Cc1c(NS(=O)(=O)c2ccc3c(c2)CC(=O)N3)cccc1-c1ncco1,4.82,train,4to5,4.7954676349167595,4.817268052914995,5.016209917811442,4.942111724431391,4.864020186361576
1336,1337,OADMET-0004753,Brc1cccc2c1CCC2NCc1noc2c1COCC2,5.06,train,5to6,4.809301171814696,4.570880164875897,4.734493598398573,4.599002583980449,4.647420907503237
1337,1338,OADMET-0004752,COc1ccccc1-c1nn(C)cc1C(=O)Nc1ncc(-c2ccccn2)s1,4.45,train,4to5,4.995904803922924,4.887272520332702,4.949890416010589,4.795873833889053,4.954605456024607
1338,1339,OADMET-0004751,Cc1c(CNC(=O)c2cccc(-n3cnnn3)c2)oc2ccc(F)cc12,4.99,train,4to5,4.119031916835509,4.135743791575951,4.080701355219515,4.064706238603376,4.237783067073864
1339,1340,OADMET-0004750,CCc1cc(S(=O)(=O)N2CC(OCCO)C2)c(C)cc1OC,3.92,train,3to4,4.721498402565595,4.637114427943907,4.584494760219375,4.49464783614745,4.555651484010495
1340,1341,OADMET-0004749,COCC(C)c1nc(C2(c3ccc(C)cc3)CCOCC2)no1,4.26,train,4to5,4.40464543468339,4.363297993826885,4.409706005804753,4.417559312533112,4.49315189895957
1341,1342,OADMET-0004748,Cc1ccc([N+](=O)[O-])cc1C(=O)N[C@H]1CC[C@H]1c1ccccc1,5.11,train,5to6,4.845133487755041,4.837965071219948,4.786948678255579,4.846008397853817,4.837396506729591
1342,1343,OADMET-0004747,O=C(NCc1nccn1CC(F)(F)F)c1cccc2c1OCC2,4.69,train,4to5,4.993562918869211,4.963247161630421,4.898245409277502,4.917936378936645,4.893957440565336
1343,1344,OADMET-0004746,CCn1ccnc1-c1cn([C@@H]2c3cc(OC)ccc3CC[C@H]2O)nn1,5.04,train,5to6,4.4063885298310606,4.438194134226958,4.2807542795795355,4.409760579388418,4.507565140417925
1344,1345,OADMET-0004745,NC(=O)c1oc2ccccc2c1NC(=O)CCC=Cc1ccccc1,4.35,train,4to5,4.310315124568299,4.452684107067383,4.2368867521680755,4.3845810592003405,4.287360041645226
1345,1346,OADMET-0004744,Cc1ccc(Cc2noc(CC3CC(=O)Nc4ccccc43)n2)cc1C,4.4,train,4to5,5.229917847049034,5.103968409231377,5.192654258261486,5.049106628479242,4.940312773855825
1346,1347,OADMET-0004743,COc1ccc(OC)c(C2CCCN2C(=O)C(C)S(C)(=O)=O)c1,4.97,train,4to5,5.144319301448146,5.212680149448134,5.108575232091441,5.155623563114373,5.1362175344052865
1347,1348,OADMET-0004742,Cc1cnc(-c2cn(CC3COc4ccccc4O3)nn2)c(C)c1,4.98,train,4to5,4.821614975153471,4.87799992046146,4.973302834594636,4.8547246946664595,4.802825590578359
1348,1349,OADMET-0004741,Fc1ccc(-c2cn(C[C@]34C[C@H]3CCC4(F)F)nn2)c(Cl)c1,4.94,train,4to5,4.411561397785495,4.433023522955425,4.347760093986382,4.413094103396814,4.476946209772082
