train_id,compound_id,train_molecule_name,standard_inchi_key,chembl_id,chembl_pref_name
1765,1765,OADMET-0003615,NMUSYJAQQFHJEW-KVTDHHQDSA-N,CHEMBL1489,AZACITIDINE
1766,1766,OADMET-0003614,VFLDPWHFBUODDF-UHFFFAOYSA-N,CHEMBL3187799,
1767,1767,OADMET-0003613,ZPAKPRAICRBAOD-UHFFFAOYSA-N,CHEMBL277522,FENBUFEN
1768,1768,OADMET-0003612,DNXHEGUUPJUMQT-CBZIJGRNSA-N,CHEMBL1405,ESTRONE
1769,1769,OADMET-0003611,PHWBOXQYWZNQIN-UHFFFAOYSA-N,CHEMBL833,TICLOPIDINE
1770,1770,OADMET-0003610,WDFKMLRRRCGAKS-UHFFFAOYSA-N,CHEMBL1200596,CHLOROXINE
1771,1771,OADMET-0003609,KJFMBFZCATUALV-UHFFFAOYSA-N,CHEMBL63857,PHENOLPHTHALEIN
1772,1772,OADMET-0003608,NCDNCNXCDXHOMX-XGKFQTDJSA-N,CHEMBL163,RITONAVIR
1773,1773,OADMET-0003607,WHTVZRBIWZFKQO-UHFFFAOYSA-N,CHEMBL76,CHLOROQUINE
1774,1774,OADMET-0003606,AAKJLRGGTJKAMG-UHFFFAOYSA-N,CHEMBL553,ERLOTINIB
1775,1775,OADMET-0003605,ADEBPBSSDYVVLD-UHFFFAOYSA-N,CHEMBL502,DONEPEZIL
1776,1776,OADMET-0003604,VKHAHZOOUSRJNA-GCNJZUOMSA-N,CHEMBL1276308,MIFEPRISTONE
1777,1777,OADMET-0003603,XIQVNETUBQGFHX-UHFFFAOYSA-N,CHEMBL1231,OXYBUTYNIN
1778,1778,OADMET-0003602,BCFGMOOMADDAQU-UHFFFAOYSA-N,CHEMBL554,LAPATINIB
1779,1779,OADMET-0003600,GECHUMIMRBOMGK-UHFFFAOYSA-N,CHEMBL700,SULFAPYRIDINE
1780,1780,OADMET-0003599,ZNNLBTZKUZBEKO-UHFFFAOYSA-N,CHEMBL472,GLYBURIDE
1781,1781,OADMET-0003598,FDDDEECHVMSUSB-UHFFFAOYSA-N,CHEMBL21,SULFANILAMIDE
1782,1782,OADMET-0003597,RJIWZDNTCBHXAL-UHFFFAOYSA-N,CHEMBL1454910,NITROXOLINE
1783,1783,OADMET-0003596,HFHZKZSRXITVMK-UHFFFAOYSA-N,CHEMBL1228,OXYPHENBUTAZONE ANHYDROUS
1784,1784,OADMET-0003595,UCFGDBYHRUNTLO-QHCPKHFHSA-N,CHEMBL84,TOPOTECAN
1785,1785,OADMET-0003594,NGBFQHCMQULJNZ-UHFFFAOYSA-N,CHEMBL1148,TORSEMIDE
1786,1786,OADMET-0003593,SECKRCOLJRRGGV-UHFFFAOYSA-N,CHEMBL1520,VARDENAFIL
1787,1787,OADMET-0003592,OOLLAFOLCSJHRE-ZHAKMVSLSA-N,CHEMBL260538,ULIPRISTAL ACETATE
1788,1788,OADMET-0003591,WDDPHFBMKLOVOX-AYQXTPAHSA-N,CHEMBL1750,CLOFARABINE
1789,1789,OADMET-0003590,WDJUZGPOPHTGOT-XUDUSOBPSA-N,CHEMBL254219,DIGITOXIN
1790,1790,OADMET-0003589,WWYNJERNGUHSAO-XUDSTZEESA-N,CHEMBL1389,LEVONORGESTREL
1791,1791,OADMET-0003588,YEEZWCHGZNKEEK-UHFFFAOYSA-N,CHEMBL603,ZAFIRLUKAST
1792,1792,OADMET-0003587,BFPYWIDHMRZLRN-SLHNCBLASA-N,CHEMBL691,ETHINYL ESTRADIOL
1793,1793,OADMET-0003586,VTRAEEWXHOVJFV-UHFFFAOYSA-N,CHEMBL1516,OLMESARTAN
1794,1794,OADMET-0003585,WINHZLLDWRZWRT-ATVHPVEESA-N,CHEMBL535,SUNITINIB
1795,1795,OADMET-0003584,RGLYKWWBQGJZGM-ISLYRVAYSA-N,CHEMBL411,DIETHYLSTILBESTROL
1796,1796,OADMET-0003583,DPWPWRLQFGFJFI-UHFFFAOYSA-N,CHEMBL673,PARGYLINE
1797,1797,OADMET-0003582,OPXLLQIJSORQAM-UHFFFAOYSA-N,CHEMBL685,MEBENDAZOLE
1799,1799,OADMET-0003580,YMARZQAQMVYCKC-OEMFJLHTSA-N,CHEMBL116,AMPRENAVIR
1800,1800,OADMET-0003579,ZDZOTLJHXYCWBA-VCVYQWHSSA-N,CHEMBL92,DOCETAXEL ANHYDROUS
1801,1801,OADMET-0003578,UHDGCWIWMRVCDJ-CCXZUQQUSA-N,CHEMBL803,CYTARABINE
1802,1802,OADMET-0003577,RHLJLALHBZGAFM-UHFFFAOYSA-N,CHEMBL188185,BUNAZOSIN
1803,1803,OADMET-0003576,XPOQHMRABVBWPR-ZDUSSCGKSA-N,CHEMBL223228,EFAVIRENZ
1804,1804,OADMET-0003575,FSVJFNAIGNNGKK-UHFFFAOYSA-N,CHEMBL976,PRAZIQUANTEL
1805,1805,OADMET-0003574,IEDVJHCEMCRBQM-UHFFFAOYSA-N,CHEMBL22,TRIMETHOPRIM
1806,1806,OADMET-0003573,ZZORFUFYDOWNEF-UHFFFAOYSA-N,CHEMBL62193,SULFADIMETHOXINE
1807,1807,OADMET-0003572,XZXHXSATPCNXJR-ZIADKAODSA-N,CHEMBL502835,NINTEDANIB
1808,1808,OADMET-0003571,FJHBVJOVLFPMQE-QFIPXVFZSA-N,CHEMBL837,7-ETHYL-10-HYDROXYCAMPTOTHECIN
1809,1809,OADMET-0003570,BNRNXUUZRGQAQC-UHFFFAOYSA-N,CHEMBL192,SILDENAFIL
1810,1810,OADMET-0003569,UQGKUQLKSCSZGY-UHFFFAOYSA-N,CHEMBL1200692,OLMESARTAN MEDOXOMIL
1811,1811,OADMET-0003567,JCCNYMKQOSZNPW-UHFFFAOYSA-N,CHEMBL998,LORATADINE
1812,1812,OADMET-0003566,ZRVUJXDFFKFLMG-UHFFFAOYSA-N,CHEMBL599,MELOXICAM
1814,1814,OADMET-0003564,KPBZROQVTHLCDU-UHFFFAOYSA-N,CHEMBL1237132,CLEVIDIPINE
1815,1815,OADMET-0003563,ANJTVLIZGCUXLD-DTWKUNHWSA-N,CHEMBL497939,CYTISINICLINE
1816,1816,OADMET-0003562,GDLIGKIOYRNHDA-UHFFFAOYSA-N,CHEMBL415,CLOMIPRAMINE
1817,1817,OADMET-0003561,WJCNZQLZVWNLKY-UHFFFAOYSA-N,CHEMBL625,THIABENDAZOLE
1818,1818,OADMET-0003560,RBTBFTRPCNLSDE-UHFFFAOYSA-N,CHEMBL191083,METHYLENE BLUE CATION
1819,1819,OADMET-0003557,HRRBJVNMSRJFHQ-UHFFFAOYSA-N,CHEMBL142635,NAFTOPIDIL
1820,1820,OADMET-0003556,FEBOTPHFXYHVPL-UHFFFAOYSA-N,CHEMBL297302,BENPERIDOL
1821,1821,OADMET-0003555,WIKYUJGCLQQFNW-UHFFFAOYSA-N,CHEMBL728,PROCHLORPERAZINE
1822,1822,OADMET-0003554,QEVHRUUCFGRFIF-MDEJGZGSSA-N,CHEMBL772,RESERPINE
1823,1823,OADMET-0003553,XSCGXQMFQXDFCW-UHFFFAOYSA-N,CHEMBL570,TRIFLUPROMAZINE
1824,1824,OADMET-0003552,ZEWQUBUPAILYHI-UHFFFAOYSA-N,CHEMBL422,TRIFLUOPERAZINE
1825,1825,OADMET-0003551,HXGBXQDTNZMWGS-RUZDIDTESA-N,CHEMBL1346,DARIFENACIN
1826,1826,OADMET-0003550,GJPICJJJRGTNOD-UHFFFAOYSA-N,CHEMBL957,BOSENTAN
1827,1827,OADMET-0003549,NKANXQFJJICGDU-QPLCGJKRSA-N,CHEMBL83,TAMOXIFEN
1828,1828,OADMET-0003548,URKOMYMAXPYINW-UHFFFAOYSA-N,CHEMBL716,QUETIAPINE
1829,1829,OADMET-0003547,LNEPOXFFQSENCJ-UHFFFAOYSA-N,CHEMBL54,HALOPERIDOL
1830,1830,OADMET-0003546,VRBKIVRKKCLPHA-UHFFFAOYSA-N,CHEMBL623,NEFAZODONE
1831,1831,OADMET-0003545,PQXKDMSYBGKCJA-CVTJIBDQSA-N,CHEMBL1237021,LURASIDONE
1832,1832,OADMET-0003544,GZUITABIAKMVPG-UHFFFAOYSA-N,CHEMBL81,RALOXIFENE
1833,1833,OADMET-0003543,SONNWYBIRXJNDC-VIFPVBQESA-N,CHEMBL1215,PHENYLEPHRINE
1834,1834,OADMET-0003542,IKENVDNFQMCRTR-UHFFFAOYSA-N,CHEMBL1755,CONIVAPTAN
1835,1835,OADMET-0003541,NGOGFTYYXHNFQH-UHFFFAOYSA-N,CHEMBL38380,FASUDIL
1836,1836,OADMET-0003540,OEHAYUOVELTAPG-UHFFFAOYSA-N,CHEMBL2010507,METHOXYPHENAMINE
1837,1837,OADMET-0003539,UUQMNUMQCIQDMZ-UHFFFAOYSA-N,CHEMBL24441,BETAHISTINE
1838,1838,OADMET-0003538,TYMRLRRVMHJFTF-UHFFFAOYSA-N,CHEMBL419,MAFENIDE
1839,1839,OADMET-0003537,XBJWOGLKABXFJE-UHFFFAOYSA-N,CHEMBL4303350,
1852,1852,OADMET-0003524,WCHSYYWYGRBQMA-UHFFFAOYSA-N,CHEMBL1475485,
1855,1855,OADMET-0003521,UMIKRLLTVSCTOK-UHFFFAOYSA-N,CHEMBL5024077,
1934,1934,OADMET-0003440,SNUBXADCEKLBES-YTYFACEESA-N,CHEMBL4904669,
1936,1936,OADMET-0003438,IQAHQNXPPGWENP-UHFFFAOYSA-N,CHEMBL4976906,
1990,1990,OADMET-0003384,YLTHQMNZJFHTGP-OCCSQVGLSA-N,CHEMBL4895800,
1996,1996,OADMET-0003377,DOJYOJFSOYDGID-UHFFFAOYSA-N,CHEMBL4954250,
2029,2029,OADMET-0003343,FFXRXVHUHDFJBQ-QGZVFWFLSA-N,CHEMBL5012547,
2053,2053,OADMET-0003319,UDWPCCDEHUZNNF-UHFFFAOYSA-N,CHEMBL5009675,
2060,2060,OADMET-0003312,IKXFXRWEWOAMHI-UHFFFAOYSA-N,CHEMBL4931313,
2086,2086,OADMET-0003283,ABEXPSKBOVMHEU-UHFFFAOYSA-N,CHEMBL4936563,
2166,2166,OADMET-0003202,KNTPHJCKWPHKJW-UHFFFAOYSA-N,CHEMBL4869637,
2299,2299,OADMET-0003063,OOOHETDYFNPHGO-UHFFFAOYSA-N,CHEMBL4988884,
2352,2352,OADMET-0003009,AERQQXJOPXBFNF-UHFFFAOYSA-N,CHEMBL4982435,
2395,2395,OADMET-0002966,KTGCYLGIGKKQKT-UHFFFAOYSA-N,CHEMBL5307075,
2435,2435,OADMET-0002924,IKZGPXPEEGGKRF-UHFFFAOYSA-N,CHEMBL4985510,
2447,2447,OADMET-0002912,CXEVREXBDFCKSG-STQMWFEESA-N,CHEMBL4912651,
2449,2449,OADMET-0002910,WVYBTLOVJURAKV-INIZCTEOSA-N,CHEMBL4989761,
2469,2469,OADMET-0002888,OPMKTHYYYIXYPZ-LSDHHAIUSA-N,CHEMBL5311414,
2730,2730,OADMET-0002622,WUJHRFRBGPBFFB-UHFFFAOYSA-N,CHEMBL5312958,
2758,2758,OADMET-0002594,ORECJXVOVYEVDN-UHFFFAOYSA-N,CHEMBL4891029,
2760,2760,OADMET-0002592,AWSGJSNQNNSARC-UHFFFAOYSA-N,CHEMBL4906710,
2769,2769,OADMET-0002583,SNKIJJYXSBKRQG-UHFFFAOYSA-N,CHEMBL4907706,
2814,2814,OADMET-0002338,JQXXHWHPUNPDRT-WLSIYKJHSA-N,CHEMBL374478,RIFAMPIN
2815,2815,OADMET-0002337,YQLJDECYQDRSBI-UHFFFAOYSA-N,CHEMBL458767,
2816,2816,OADMET-0002333,AVJKDKWRVSSJPK-UHFFFAOYSA-N,CHEMBL1184236,
2817,2817,OADMET-0002332,PRRFFTYUBPGHLE-UHFFFAOYSA-N,CHEMBL75207,
2819,2819,OADMET-0002330,RLYKSASURFRWIY-UHFFFAOYSA-N,CHEMBL1951354,
2820,2820,OADMET-0002329,MOTOSAGBNXXRRE-UHFFFAOYSA-N,CHEMBL459548,
2821,2821,OADMET-0002328,GRJBJZDHYLETNS-UHFFFAOYSA-N,CHEMBL3613311,
2822,2822,OADMET-0002327,PUOYKXUDPRGQQQ-UHFFFAOYSA-N,CHEMBL1577938,
2823,2823,OADMET-0002326,PSQJYQJRWKEMEC-UHFFFAOYSA-N,CHEMBL1327656,
2824,2824,OADMET-0002325,NAZDVUBIEPVUKE-UHFFFAOYSA-N,CHEMBL1616799,
2825,2825,OADMET-0002324,VMNXKIDUTPOHPO-UHFFFAOYSA-N,CHEMBL97643,
2826,2826,OADMET-0002323,LYGWBPDKDLWHHB-UHFFFAOYSA-N,CHEMBL1602680,
2827,2827,OADMET-0002322,RAIPHJJURHTUIC-UHFFFAOYSA-N,CHEMBL344760,AMINOTHIAZOLE
2837,2837,OADMET-0002312,ANOUKFYBOAKOIR-UHFFFAOYSA-N,CHEMBL26019,
2838,2838,OADMET-0002311,TVOSOIXYPHKEAR-UHFFFAOYSA-N,CHEMBL2391044,
2839,2839,OADMET-0002310,NEGFNJRAUMCZMY-UHFFFAOYSA-N,CHEMBL111877,
2840,2840,OADMET-0002309,LHHKQWQTBCTDQM-UHFFFAOYSA-N,CHEMBL458049,
2841,2841,OADMET-0002308,OVOCLWJUABOAPL-UHFFFAOYSA-N,CHEMBL3183624,
2842,2842,OADMET-0002307,ZUVPLKVDZNDZCM-UHFFFAOYSA-N,CHEMBL1570069,
2843,2843,OADMET-0002306,BFBZHSOXKROMBG-UHFFFAOYSA-N,CHEMBL447448,
2844,2844,OADMET-0002305,OBTRHBQUXRJHJR-UHFFFAOYSA-N,CHEMBL4207819,
2845,2845,OADMET-0002304,LYUQWQRTDLVQGA-UHFFFAOYSA-N,CHEMBL276864,
2846,2846,OADMET-0002303,BHFSBJHPPFJCOS-UHFFFAOYSA-N,CHEMBL3247397,
2847,2847,OADMET-0002302,KDHWOCLBMVSZPG-UHFFFAOYSA-N,CHEMBL3984871,
2848,2848,OADMET-0002301,FXNSVEQMUYPYJS-UHFFFAOYSA-N,CHEMBL7087,
2849,2849,OADMET-0002300,XDZMPRGFOOFSBL-UHFFFAOYSA-N,CHEMBL4303266,
2850,2850,OADMET-0002299,AAHPIJMQJAZYTM-UHFFFAOYSA-N,CHEMBL1448105,
2851,2851,OADMET-0002298,MBIZFBDREVRUHY-UHFFFAOYSA-N,CHEMBL488609,"2,6-DIMETHOXYBENZOIC ACID"
2852,2852,OADMET-0002297,SFAPWVZFUHJZIC-UHFFFAOYSA-N,CHEMBL568348,
2853,2853,OADMET-0002296,WTXBRZCVLDTWLP-UHFFFAOYSA-N,CHEMBL23507,5-FLUOROINDOLE-2-CARBOXYLIC ACID
2856,2856,OADMET-0002293,UWYZHKAOTLEWKK-UHFFFAOYSA-N,CHEMBL14346,"1,2,3,4-TETRAHYDROISOQUINOLINE"
2857,2857,OADMET-0002292,HDOUGSFASVGDCS-UHFFFAOYSA-N,CHEMBL1988272,PICOLAMINE
2858,2858,OADMET-0002291,ZHXRDXTYPCPBTI-UHFFFAOYSA-N,CHEMBL403272,
2859,2859,OADMET-0002290,QERYCTSHXKAMIS-UHFFFAOYSA-N,CHEMBL1222314,THIOPHENE CARBOXYLIC ACID
2860,2860,OADMET-0002289,SZEBGAQWWSUOHT-UHFFFAOYSA-N,CHEMBL173307,
2861,2861,OADMET-0002288,ZZUQWNYNSKJLPI-UHFFFAOYSA-N,CHEMBL1373993,
2862,2862,OADMET-0002287,SODPIMGUZLOIPE-UHFFFAOYSA-N,CHEMBL178018,
2863,2863,OADMET-0002286,VDVJGIYXDVPQLP-UHFFFAOYSA-N,CHEMBL573781,PIPERONYLIC ACID
2864,2864,OADMET-0002285,SHSGDXCJYVZFTP-UHFFFAOYSA-N,CHEMBL324769,
2869,2869,OADMET-0002280,TWBYWOBDOCUKOW-UHFFFAOYSA-N,CHEMBL1203,ISONICOTINIC ACID
2870,2870,OADMET-0002279,BMLRDVCKJXMASM-UHFFFAOYSA-N,CHEMBL4449480,
2872,2872,OADMET-0002277,ZEYHEAKUIGZSGI-UHFFFAOYSA-N,CHEMBL21932,p-ANISIC ACID
2874,2874,OADMET-0002275,WHKUVVPPKQRRBV-UHFFFAOYSA-N,CHEMBL394657,METAXON
2875,2875,OADMET-0002274,QUEKGYQTRJVEQC-UHFFFAOYSA-N,CHEMBL2179897,
2876,2876,OADMET-0002273,XHQZJYCNDZAGLW-UHFFFAOYSA-N,CHEMBL22425,
2877,2877,OADMET-0002272,KGUJFARQLOGYHU-UHFFFAOYSA-N,CHEMBL1732505,
2879,2879,OADMET-0002270,IBRSSZOHCGUTHI-UHFFFAOYSA-N,CHEMBL1505789,
2880,2880,OADMET-0002269,OXQGTIUCKGYOAA-UHFFFAOYSA-N,CHEMBL184290,
2881,2881,OADMET-0002268,IPCSVZSSVZVIGE-UHFFFAOYSA-N,CHEMBL82293,PALMITIC ACID
2883,2883,OADMET-0002266,KYUSHTZAQSEDIQ-UHFFFAOYSA-N,CHEMBL4642597,
2885,2885,OADMET-0002264,AFPHTEQTJZKQAQ-UHFFFAOYSA-N,CHEMBL274839,
2887,2887,OADMET-0002262,UMVOQQDNEYOJOK-UHFFFAOYSA-N,CHEMBL118239,
2888,2888,OADMET-0002261,QVRZMUFOHNANGY-UHFFFAOYSA-N,CHEMBL1502211,
2889,2889,OADMET-0002260,JFDUXZIRWBYBAQ-UHFFFAOYSA-N,CHEMBL2134682,
2891,2891,OADMET-0002258,MXNBDFWNYRNIBH-UHFFFAOYSA-N,CHEMBL302365,
2892,2892,OADMET-0002257,AHDPQRIYMMZJTF-UHFFFAOYSA-N,CHEMBL1535008,
2893,2893,OADMET-0002256,USFXRYVNRUMABJ-UHFFFAOYSA-N,CHEMBL4129835,
2894,2894,OADMET-0002255,ZQPPMHVWECSIRJ-KTKRTIGZSA-N,CHEMBL8659,OLEIC ACID
2895,2895,OADMET-0002254,FBUKVWPVBMHYJY-UHFFFAOYSA-N,CHEMBL108436,NONANOATE
2896,2896,OADMET-0002253,ZSVACLAZDFXWQG-UHFFFAOYSA-N,CHEMBL1318982,
2897,2897,OADMET-0002252,FQPOVZIKEBLFNG-UHFFFAOYSA-N,CHEMBL1893590,
2898,2898,OADMET-0002251,XNTIGDVFBDJLTQ-UHFFFAOYSA-N,CHEMBL578940,
2899,2899,OADMET-0002250,CGIGDMFJXJATDK-UHFFFAOYSA-N,CHEMBL6,INDOMETHACIN
2900,2900,OADMET-0002249,GCUCIFQCGJIRNT-UHFFFAOYSA-N,CHEMBL63055,ALRESTATIN
2901,2901,OADMET-0002248,OFJWFSNDPCAWDK-UHFFFAOYSA-N,CHEMBL1616045,
2902,2902,OADMET-0002247,OTLNPYWUJOZPPA-UHFFFAOYSA-N,CHEMBL101263,4-NITROBENZOIC ACID
2903,2903,OADMET-0002246,SMNDYUVBFMFKNZ-UHFFFAOYSA-N,CHEMBL1232797,
2905,2905,OADMET-0002244,PPDTZYUTKIMTJM-UHFFFAOYSA-N,CHEMBL1321638,
2906,2906,OADMET-0002243,GHICCUXQJBDNRN-UHFFFAOYSA-N,CHEMBL101265,
2907,2907,OADMET-0002242,VIWZVFVJPXTXPA-UHFFFAOYSA-N,CHEMBL4650660,
2908,2908,OADMET-0002241,FDGPDTWORUVKQX-UHFFFAOYSA-N,CHEMBL1971679,
2910,2910,OADMET-0002239,DAUAQNGYDSHRET-UHFFFAOYSA-N,CHEMBL118903,VERATRIC ACID
2911,2911,OADMET-0002238,VQBXUKGMJCPBMF-UHFFFAOYSA-N,CHEMBL1213609,
2913,2913,OADMET-0002236,RQVVFGRDMHDHNI-UHFFFAOYSA-N,CHEMBL5219161,
2916,2916,OADMET-0002233,JGPIWNNFLKDTSR-UHFFFAOYSA-N,CHEMBL2402803,
2917,2917,OADMET-0002232,QCXJEYYXVJIFCE-UHFFFAOYSA-N,CHEMBL112687,ACEDOBEN
2918,2918,OADMET-0002231,BZQGAPWJKAYCHR-UHFFFAOYSA-N,CHEMBL1897989,"3,3-DIPHENYLPROPANOIC ACID"
2920,2920,OADMET-0002229,ZWLPBLYKEWSWPD-UHFFFAOYSA-N,CHEMBL114957,TOLUIC ACID
2921,2921,OADMET-0002228,ALKYHXVLJMQRLQ-UHFFFAOYSA-N,CHEMBL229301,
2924,2924,OADMET-0002225,SZFXXNVLSUTKJF-UHFFFAOYSA-N,CHEMBL3444926,
2925,2925,OADMET-0002224,ZZEWMYILWXCRHZ-UHFFFAOYSA-N,CHEMBL2205242,
2926,2926,OADMET-0002223,BPSLZWSRHTULGU-UHFFFAOYSA-N,CHEMBL265276,
2928,2928,OADMET-0002221,NIPZZXUFJPQHNH-UHFFFAOYSA-N,CHEMBL613,PYRAZINOIC ACID
2929,2929,OADMET-0002220,SJSOFNCYXJUNBT-UHFFFAOYSA-N,CHEMBL377172,"3,4,5-TRIMETHOXYBENZOIC ACID"
2930,2930,OADMET-0002219,LPNBBFKOUUSUDB-UHFFFAOYSA-N,CHEMBL21708,4-METHYLBENZOIC ACID
2935,2935,OADMET-0002214,SAYBRQDMVZLOPM-UHFFFAOYSA-N,CHEMBL1881458,
2936,2936,OADMET-0002213,AJPPQRKAQFRNEF-UHFFFAOYSA-N,CHEMBL4553859,
2937,2937,OADMET-0002212,YGSDEFSMJLZEOE-UHFFFAOYSA-N,CHEMBL424,SALICYLIC ACID
2938,2938,OADMET-0002211,KQNPFQTWMSNSAP-UHFFFAOYSA-N,CHEMBL108778,
2941,2941,OADMET-0002208,XIPQHWUSDHTXOO-UHFFFAOYSA-N,CHEMBL197430,
2942,2942,OADMET-0002207,LOAUVZALPPNFOQ-UHFFFAOYSA-N,CHEMBL1160559,QUINALDIC ACID
2943,2943,OADMET-0002206,VHWPBROOEIJLIW-UHFFFAOYSA-N,CHEMBL1532040,
2944,2944,OADMET-0002205,NKBASRXWGAGQDP-UHFFFAOYSA-N,CHEMBL1375,5-CHLOROSALICYLIC ACID
2945,2945,OADMET-0002204,DKYWVDODHFEZIM-UHFFFAOYSA-N,CHEMBL571,KETOPROFEN
2946,2946,OADMET-0002203,YTRMTPPVNRALON-UHFFFAOYSA-N,CHEMBL348000,CINCHOPHEN
2947,2947,OADMET-0002202,ACMLKANOGIVEPB-UHFFFAOYSA-N,CHEMBL83294,COUMARIN-3-CARBOXYLIC ACID
2948,2948,OADMET-0002201,AVDLFIONKHGQAP-UHFFFAOYSA-N,CHEMBL177045,
2949,2949,OADMET-0002200,PVNIIMVLHYAWGP-UHFFFAOYSA-N,CHEMBL573,NIACIN
2952,2952,OADMET-0002197,BWLBGMIXKSTLSX-UHFFFAOYSA-N,CHEMBL1345148,
2953,2953,OADMET-0002196,XMIIGOLPHOKFCH-UHFFFAOYSA-N,CHEMBL851,PHENYL PROPIONIC ACID
2954,2954,OADMET-0002195,GWYFCOCPABKNJV-UHFFFAOYSA-N,CHEMBL568737,3-METHYLBUTANOIC ACID
2957,2957,OADMET-0002192,YPKLXLYGMAWXDO-UHFFFAOYSA-N,CHEMBL369615,
2961,2961,OADMET-0002188,CWERGRDVMFNCDR-UHFFFAOYSA-N,CHEMBL116455,THIOGLYCOLIC ACID
2964,2964,OADMET-0002185,XDEQHYWMTHWMQF-UHFFFAOYSA-N,CHEMBL246446,
2966,2966,OADMET-0002183,JXTHNDFMNIQAHM-UHFFFAOYSA-N,CHEMBL13960,DICHLOROACETIC ACID
2967,2967,OADMET-0002182,ZBIULCVFFJJYTN-UHFFFAOYSA-N,CHEMBL3249298,
2968,2968,OADMET-0002181,SQFWNYAZHOVSPA-UHFFFAOYSA-N,CHEMBL1876820,
2972,2972,OADMET-0002177,LAUFPZPAKULAGB-UHFFFAOYSA-N,CHEMBL1461767,
2973,2973,OADMET-0002176,ILUJQPXNXACGAN-UHFFFAOYSA-N,CHEMBL192311,
2974,2974,OADMET-0002175,UNTMKIYQHROFCP-UHFFFAOYSA-N,CHEMBL1370336,
2975,2975,OADMET-0002174,BMFVGAAISNGQNM-UHFFFAOYSA-N,CHEMBL42003,ISOAMYLAMINE
2976,2976,OADMET-0002173,BSYNRYMUTXBXSQ-UHFFFAOYSA-N,CHEMBL25,ASPIRIN
2978,2978,OADMET-0002171,PYHXGXCGESYPCW-UHFFFAOYSA-N,CHEMBL1232181,DIPHENYLACETIC ACID
2980,2980,OADMET-0002169,KDVYCTOWXSLNNI-UHFFFAOYSA-N,CHEMBL93746,
2982,2982,OADMET-0002167,RZCJYMOBWVJQGV-UHFFFAOYSA-N,CHEMBL1732186,
2983,2983,OADMET-0002166,OCYJXSUPZMNXEN-RKDXNWHRSA-N,CHEMBL4561142,
2984,2984,OADMET-0002165,ZMWAZMYBMAAMAW-UHFFFAOYSA-N,CHEMBL4483515,
2985,2985,OADMET-0002164,LZHMNCJMXQKSBY-UHFFFAOYSA-N,CHEMBL2437107,
2986,2986,OADMET-0002163,CNJGWCQEGROXEE-UHFFFAOYSA-N,CHEMBL449129,
2987,2987,OADMET-0002162,MIHADVKEHAFNPG-UHFFFAOYSA-N,CHEMBL408049,
2988,2988,OADMET-0002161,UFFBMTHBGFGIHF-UHFFFAOYSA-N,CHEMBL1340793,
2989,2989,OADMET-0002160,RWIVICVCHVMHMU-UHFFFAOYSA-N,CHEMBL214205,
2992,2992,OADMET-0002157,CXKCZFDUOYMOOP-UHFFFAOYSA-N,CHEMBL118280,
2993,2993,OADMET-0002156,IKCLCGXPQILATA-UHFFFAOYSA-N,CHEMBL115243,
2994,2994,OADMET-0002155,HJTMIYKPPPYDRJ-UHFFFAOYSA-N,CHEMBL1318391,
2995,2995,OADMET-0002154,RUDATBOHQWOJDD-BSWAIDMHSA-N,CHEMBL240597,CHENODIOL
2996,2996,OADMET-0002153,PVOAHINGSUIXLS-UHFFFAOYSA-N,CHEMBL1011,METHYLPIPERAZINE
2997,2997,OADMET-0002152,LNOQURRKNJKKBU-UHFFFAOYSA-N,CHEMBL213851,N-(ETHOXYCARBONYL)PIPERAZINE
2998,2998,OADMET-0002151,XJYOBHXWBRKOQO-UHFFFAOYSA-N,CHEMBL1353492,
2999,2999,OADMET-0002150,VPHHJAOJUJHJKD-UHFFFAOYSA-N,CHEMBL21015,
3000,3000,OADMET-0002149,FQIUCPGDKPXSLL-UHFFFAOYSA-N,CHEMBL247336,
3001,3001,OADMET-0002148,DFXQXFGFOLXAPO-UHFFFAOYSA-N,CHEMBL2260699,4-CHLORO-3-NITROBENZOIC ACID
3003,3003,OADMET-0002146,GYLKKXHEIIFTJH-UHFFFAOYSA-N,CHEMBL66210,
3004,3004,OADMET-0002145,MLIREBYILWEBDM-UHFFFAOYSA-N,CHEMBL3185860,
3005,3005,OADMET-0002144,GHRYSOFWKRRLMI-UHFFFAOYSA-N,CHEMBL1234781,NAPHTHYLOXYACETIC ACID
3006,3006,OADMET-0002143,XRHGYUZYPHTUJZ-UHFFFAOYSA-N,CHEMBL618,4-CHLORO-BENZOIC ACID
3007,3007,OADMET-0002142,SWKPKONEIZGROQ-UHFFFAOYSA-N,CHEMBL443234,
3009,3009,OADMET-0002140,AVLUMBXGKFNNAS-UHFFFAOYSA-N,CHEMBL5187718,
3011,3011,OADMET-0002138,XJCVRTZCHMZPBD-UHFFFAOYSA-N,CHEMBL14068,3-NITROANILINE
3012,3012,OADMET-0002137,PAYRUJLWNCNPSJ-UHFFFAOYSA-N,CHEMBL538,ANILINE
3013,3013,OADMET-0002136,HFCFJYRLBAANKN-UHFFFAOYSA-N,CHEMBL1882292,
3016,3016,OADMET-0002133,NWVNXDKZIQLBNM-UHFFFAOYSA-N,CHEMBL1490469,
3017,3017,OADMET-0002132,LISKJKUMLVQGKE-UHFFFAOYSA-N,CHEMBL2134305,
3018,3018,OADMET-0002131,ABGXADJDTPFFSZ-UHFFFAOYSA-N,CHEMBL144129,
