test_id,Molecule Name,split,as1_pec50,pEC50,pairrank_chembl,pairrank_gate_flag,pairrank_gate_shift,gated_pEC50
327,OADMET-0006280,AS1,5.275,5.275,0.10559352,False,0.0,5.275
328,OADMET-0006279,AS2,,3.763573195262977,0.18068899,False,0.0,3.763573195262977
329,OADMET-0006278,AS2,,5.152985128465382,0.6453996,True,0.15,5.302985128465382
330,OADMET-0006277,AS1,2.505,2.505,0.3341743,False,0.0,2.505
331,OADMET-0006276,AS2,,4.543112227060166,0.3944631,False,0.0,4.543112227060166
332,OADMET-0006275,AS1,3.415,3.415,0.16468973,False,0.0,3.415
333,OADMET-0006274,AS1,4.5600000000000005,4.5600000000000005,0.4679083,False,0.0,4.5600000000000005
334,OADMET-0006273,AS1,5.55,5.55,0.40495622,False,0.0,5.55
335,OADMET-0006272,AS1,4.824999999999999,4.824999999999999,0.4142804,False,0.0,4.824999999999999
336,OADMET-0006271,AS1,5.4,5.4,0.52403635,False,0.0,5.4
337,OADMET-0006270,AS1,2.765,2.765,0.4584702,False,0.0,2.765
338,OADMET-0006269,AS2,,4.494582037657846,0.51377755,False,0.0,4.494582037657846
339,OADMET-0006268,AS1,5.335,5.335,0.47937372,False,0.0,5.335
340,OADMET-0006267,AS2,,5.711527901071148,0.4479937,False,0.0,5.711527901071148
341,OADMET-0006266,AS1,2.815,2.815,0.23803124,False,0.0,2.815
342,OADMET-0006265,AS2,,5.642024270322369,0.58208406,False,0.0,5.642024270322369
343,OADMET-0006264,AS1,4.275,4.275,0.3360685,False,0.0,4.275
344,OADMET-0006263,AS2,,4.596879902117865,0.40068278,False,0.0,4.596879902117865
345,OADMET-0006262,AS1,4.96,4.96,0.45486,False,0.0,4.96
346,OADMET-0006260,AS1,3.1100000000000003,3.1100000000000003,0.4818599,False,0.0,3.1100000000000003
347,OADMET-0006259,AS1,5.59,5.59,0.57344234,False,0.0,5.59
348,OADMET-0006258,AS2,,5.753674809385602,0.52775145,False,0.0,5.753674809385602
349,OADMET-0006257,AS1,3.58,3.58,0.30637494,False,0.0,3.58
350,OADMET-0006256,AS1,3.735,3.735,0.08668124,False,0.0,3.735
351,OADMET-0006255,AS1,5.775,5.775,0.49411863,False,0.0,5.775
352,OADMET-0006254,AS2,,5.145367137487303,0.3203424,False,0.0,5.145367137487303
353,OADMET-0006252,AS1,4.69,4.69,0.22341815,False,0.0,4.69
354,OADMET-0006251,AS1,5.445,5.445,0.4313373,False,0.0,5.445
355,OADMET-0006250,AS2,,2.911057695067608,0.4664724,False,0.0,2.911057695067608
356,OADMET-0006249,AS1,1.96,1.96,0.52422714,False,0.0,1.96
357,OADMET-0006248,AS2,,5.509093934135328,0.50122136,False,0.0,5.509093934135328
358,OADMET-0006247,AS2,,5.279482846181551,0.38848424,False,0.0,5.279482846181551
359,OADMET-0006246,AS1,3.5700000000000003,3.5700000000000003,0.12771818,False,0.0,3.5700000000000003
360,OADMET-0006245,AS1,5.87,5.87,0.40097883,False,0.0,5.87
361,OADMET-0006244,AS1,3.875,3.875,0.18871242,False,0.0,3.875
362,OADMET-0006243,AS2,,5.9455297454644125,0.44982097,False,0.0,5.9455297454644125
363,OADMET-0006242,AS2,,5.117642176044154,0.4882845,False,0.0,5.117642176044154
364,OADMET-0006241,AS2,,5.640994465215758,0.57579774,False,0.0,5.640994465215758
365,OADMET-0006240,AS2,,3.5917002843936885,0.22838973,False,0.0,3.5917002843936885
366,OADMET-0006239,AS2,,5.874052498740153,0.47552946,False,0.0,5.874052498740153
367,OADMET-0006238,AS2,,2.9351095374927856,0.31178358,False,0.0,2.9351095374927856
368,OADMET-0006237,AS1,3.125,3.125,0.35705715,False,0.0,3.125
369,OADMET-0006236,AS2,,4.992258798295682,0.4046616,False,0.0,4.992258798295682
370,OADMET-0006235,AS2,,5.26174808120233,0.3480043,False,0.0,5.26174808120233
371,OADMET-0006234,AS1,5.365,5.365,0.22046664,False,0.0,5.365
372,OADMET-0006233,AS1,4.515000000000001,4.515000000000001,0.22418703,False,0.0,4.515000000000001
373,OADMET-0006232,AS1,4.815,4.815,0.5023677,False,0.0,4.815
374,OADMET-0006231,AS2,,5.24911618300737,0.35157374,False,0.0,5.24911618300737
375,OADMET-0006230,AS1,3.035,3.035,0.29679263,False,0.0,3.035
376,OADMET-0006229,AS2,,4.527266163181933,0.62527573,True,0.15,4.677266163181933
377,OADMET-0006228,AS1,5.470000000000001,5.470000000000001,0.4970181,False,0.0,5.470000000000001
378,OADMET-0006227,AS1,3.795,3.795,0.29752108,False,0.0,3.795
379,OADMET-0006226,AS1,4.955,4.955,0.2780606,False,0.0,4.955
380,OADMET-0006225,AS1,5.055,5.055,0.38264084,False,0.0,5.055
381,OADMET-0006224,AS1,2.6100000000000003,2.6100000000000003,0.48376867,False,0.0,2.6100000000000003
382,OADMET-0006222,AS1,3.665,3.665,0.2327527,False,0.0,3.665
383,OADMET-0006220,AS2,,4.8670205477443655,0.6047205,True,0.15,5.017020547744366
384,OADMET-0006219,AS1,4.949999999999999,4.949999999999999,0.1752681,False,0.0,4.949999999999999
385,OADMET-0006218,AS1,5.165,5.165,0.39435834,False,0.0,5.165
386,OADMET-0006217,AS2,,4.5268910961372,0.26833346,False,0.0,4.5268910961372
387,OADMET-0006216,AS2,,4.844485588834036,0.6177942,True,0.15,4.994485588834037
388,OADMET-0006215,AS2,,4.938340499290487,0.29733747,False,0.0,4.938340499290487
389,OADMET-0006214,AS2,,4.353513502595966,0.4834888,False,0.0,4.353513502595966
390,OADMET-0006213,AS1,3.475,3.475,0.10011848,False,0.0,3.475
391,OADMET-0006212,AS2,,5.1329381911425775,0.39038494,False,0.0,5.1329381911425775
392,OADMET-0006211,AS2,,3.3847829975817203,0.25089917,False,0.0,3.3847829975817203
393,OADMET-0006210,AS1,4.8100000000000005,4.8100000000000005,0.3727845,False,0.0,4.8100000000000005
394,OADMET-0006209,AS1,3.41,3.41,0.08382659,False,0.0,3.41
395,OADMET-0006208,AS1,5.105,5.105,0.35580415,False,0.0,5.105
396,OADMET-0006207,AS2,,5.030198082437354,0.57805556,False,0.0,5.030198082437354
397,OADMET-0006206,AS1,4.02,4.02,0.3512687,False,0.0,4.02
398,OADMET-0006205,AS2,,5.944116917482537,0.46784624,False,0.0,5.944116917482537
399,OADMET-0006204,AS1,4.67,4.67,0.44226643,False,0.0,4.67
400,OADMET-0006203,AS1,4.895,4.895,0.18545482,False,0.0,4.895
401,OADMET-0006202,AS1,6.0600000000000005,6.0600000000000005,0.63145465,False,0.0,6.0600000000000005
402,OADMET-0006201,AS1,3.995,3.995,0.24882422,False,0.0,3.995
403,OADMET-0006200,AS1,5.41,5.41,0.39458522,False,0.0,5.41
404,OADMET-0006199,AS2,,5.446742846677154,0.26648605,False,0.0,5.446742846677154
405,OADMET-0006198,AS2,,3.749528543602072,0.5032303,False,0.0,3.749528543602072
406,OADMET-0006197,AS2,,4.854275905421431,0.55888665,False,0.0,4.854275905421431
407,OADMET-0006196,AS1,4.710000000000001,4.710000000000001,0.14938125,False,0.0,4.710000000000001
408,OADMET-0006195,AS2,,5.537913718731485,0.4653358,False,0.0,5.537913718731485
409,OADMET-0006194,AS2,,5.660504880940551,0.6155029,True,0.15,5.8105048809405515
410,OADMET-0006193,AS2,,4.350978478865255,0.2315949,False,0.0,4.350978478865255
411,OADMET-0006192,AS1,4.44,4.44,0.21964617,False,0.0,4.44
412,OADMET-0006191,AS1,4.21,4.21,0.20058042,False,0.0,4.21
413,OADMET-0006190,AS2,,3.664703549919431,0.31994206,False,0.0,3.664703549919431
414,OADMET-0006189,AS2,,4.644440463440038,0.42002356,False,0.0,4.644440463440038
415,OADMET-0006188,AS2,,3.2429738245519166,0.38043654,False,0.0,3.2429738245519166
416,OADMET-0006187,AS2,,5.370126285977808,0.6423968,True,0.15,5.520126285977808
417,OADMET-0006186,AS1,4.84,4.84,0.6053139,False,0.0,4.84
418,OADMET-0006185,AS1,5.92,5.92,0.16737796,False,0.0,5.92
419,OADMET-0006184,AS2,,5.445071963174992,0.24262881,False,0.0,5.445071963174992
420,OADMET-0006183,AS1,3.3200000000000003,3.3200000000000003,0.5124344,False,0.0,3.3200000000000003
421,OADMET-0006182,AS1,5.505,5.505,0.32882604,False,0.0,5.505
422,OADMET-0006181,AS2,,4.821314521525689,0.5658585,False,0.0,4.821314521525689
423,OADMET-0006180,AS1,5.86,5.86,0.115622625,False,0.0,5.86
424,OADMET-0006179,AS2,,4.183230037493731,0.12941279,False,0.0,4.183230037493731
425,OADMET-0006178,AS2,,4.961314135795312,0.40473598,False,0.0,4.961314135795312
426,OADMET-0006177,AS2,,4.025007407975049,0.33380753,False,0.0,4.025007407975049
427,OADMET-0006176,AS1,4.185,4.185,0.077367485,False,0.0,4.185
428,OADMET-0006175,AS2,,3.978302684233919,0.2781128,False,0.0,3.978302684233919
429,OADMET-0006174,AS2,,5.236096662459415,0.37771478,False,0.0,5.236096662459415
430,OADMET-0006173,AS2,,5.057074065336786,0.41965523,False,0.0,5.057074065336786
431,OADMET-0006172,AS2,,4.627096486976014,0.63122064,True,0.15,4.777096486976014
432,OADMET-0006171,AS2,,4.657191795204292,0.13572328,False,0.0,4.657191795204292
433,OADMET-0006170,AS1,4.74,4.74,0.31928515,False,0.0,4.74
434,OADMET-0006169,AS2,,5.130994220896813,0.6339039,True,0.15,5.2809942208968135
435,OADMET-0006168,AS2,,4.97385291002233,0.4698627,False,0.0,4.97385291002233
436,OADMET-0006167,AS2,,6.021650566660611,0.43550843,False,0.0,6.021650566660611
437,OADMET-0006166,AS2,,4.664868385364475,0.37530762,False,0.0,4.664868385364475
438,OADMET-0006165,AS2,,5.395890991348101,0.52670056,False,0.0,5.395890991348101
439,OADMET-0006164,AS2,,5.061742016828702,0.27224362,False,0.0,5.061742016828702
440,OADMET-0006163,AS2,,5.612992108072075,0.54039794,False,0.0,5.612992108072075
441,OADMET-0006162,AS2,,4.481087301434346,0.34870693,False,0.0,4.481087301434346
442,OADMET-0006161,AS1,4.34,4.34,0.41228122,False,0.0,4.34
443,OADMET-0006160,AS1,5.405,5.405,0.40238014,False,0.0,5.405
444,OADMET-0006158,AS1,3.9,3.9,0.38431996,False,0.0,3.9
445,OADMET-0006157,AS2,,5.646125057139883,0.33678535,False,0.0,5.646125057139883
446,OADMET-0006156,AS2,,4.043471012097907,0.2900772,False,0.0,4.043471012097907
447,OADMET-0006155,AS1,5.25,5.25,0.3429952,False,0.0,5.25
448,OADMET-0006153,AS2,,5.09616936299551,0.5412984,False,0.0,5.09616936299551
449,OADMET-0006152,AS2,,5.281161874239931,0.51017684,False,0.0,5.281161874239931
450,OADMET-0006151,AS1,5.145,5.145,0.38254166,False,0.0,5.145
451,OADMET-0006150,AS1,4.68,4.68,0.39000887,False,0.0,4.68
452,OADMET-0006149,AS1,4.66,4.66,0.3024749,False,0.0,4.66
453,OADMET-0006148,AS1,5.164999999999999,5.164999999999999,0.40550473,False,0.0,5.164999999999999
454,OADMET-0006147,AS2,,5.253741911531642,0.50180846,False,0.0,5.253741911531642
455,OADMET-0006146,AS1,6.345000000000001,6.345000000000001,0.37946412,False,0.0,6.345000000000001
456,OADMET-0006145,AS2,,5.427790104652366,0.21926819,False,0.0,5.427790104652366
457,OADMET-0006144,AS2,,4.843906735565882,0.27425203,False,0.0,4.843906735565882
458,OADMET-0006142,AS2,,5.370856864254047,0.43833417,False,0.0,5.370856864254047
459,OADMET-0006141,AS1,5.390000000000001,5.390000000000001,0.5773824,False,0.0,5.390000000000001
460,OADMET-0006140,AS1,5.13,5.13,0.48385364,False,0.0,5.13
461,OADMET-0006139,AS1,4.49,4.49,0.2743971,False,0.0,4.49
462,OADMET-0006138,AS2,,4.917894169764664,0.6022263,True,0.15,5.0678941697646644
463,OADMET-0006137,AS2,,4.70679397993003,0.24992537,False,0.0,4.70679397993003
464,OADMET-0006136,AS2,,4.190961388033759,0.24360816,False,0.0,4.190961388033759
465,OADMET-0006135,AS1,5.4350000000000005,5.4350000000000005,0.39422753,False,0.0,5.4350000000000005
466,OADMET-0006134,AS1,5.59,5.59,0.2851993,False,0.0,5.59
467,OADMET-0006133,AS2,,4.333661953729902,0.29842377,False,0.0,4.333661953729902
468,OADMET-0006132,AS1,5.465,5.465,0.37762105,False,0.0,5.465
469,OADMET-0006131,AS1,5.495,5.495,0.46646002,False,0.0,5.495
470,OADMET-0006130,AS2,,5.845273176114531,0.5194085,False,0.0,5.845273176114531
471,OADMET-0006129,AS1,5.44,5.44,0.5668838,False,0.0,5.44
472,OADMET-0006128,AS1,5.335,5.335,0.363875,False,0.0,5.335
473,OADMET-0006127,AS2,,4.114931374126539,0.40009332,False,0.0,4.114931374126539
474,OADMET-0006126,AS2,,5.320685338928223,0.50407857,False,0.0,5.320685338928223
475,OADMET-0006125,AS1,5.470000000000001,5.470000000000001,0.5176832,False,0.0,5.470000000000001
476,OADMET-0006124,AS2,,5.570871264891895,0.40426096,False,0.0,5.570871264891895
477,OADMET-0006123,AS1,2.56,2.56,0.48376867,False,0.0,2.56
478,OADMET-0006122,AS2,,4.909150521479777,0.55440027,False,0.0,4.909150521479777
479,OADMET-0006121,AS1,5.195,5.195,0.39829087,False,0.0,5.195
480,OADMET-0006120,AS1,4.725,4.725,0.25983968,False,0.0,4.725
481,OADMET-0006119,AS1,3.955,3.955,0.28593913,False,0.0,3.955
482,OADMET-0006118,AS2,,4.959370716422131,0.67196923,True,0.15,5.109370716422132
483,OADMET-0006117,AS1,4.92,4.92,0.5513285,False,0.0,4.92
484,OADMET-0006116,AS1,4.485,4.485,0.30303916,False,0.0,4.485
485,OADMET-0006115,AS1,5.27,5.27,0.31636497,False,0.0,5.27
486,OADMET-0006114,AS2,,4.649775358738127,0.37564215,False,0.0,4.649775358738127
487,OADMET-0006113,AS1,4.800000000000001,4.800000000000001,0.10526237,False,0.0,4.800000000000001
488,OADMET-0006112,AS2,,5.249401459970881,0.29795134,False,0.0,5.249401459970881
489,OADMET-0006111,AS1,5.31,5.31,0.1512203,False,0.0,5.31
490,OADMET-0006110,AS2,,4.5778840590316525,0.39825505,False,0.0,4.5778840590316525
491,OADMET-0006109,AS2,,4.149997303198093,0.38942003,False,0.0,4.149997303198093
492,OADMET-0006108,AS1,2.56,2.56,0.35746515,False,0.0,2.56
493,OADMET-0006107,AS2,,4.13154958513763,0.3579319,False,0.0,4.13154958513763
494,OADMET-0006106,AS2,,5.1628391656239,0.2860132,False,0.0,5.1628391656239
495,OADMET-0006105,AS1,5.905,5.905,0.46163547,False,0.0,5.905
496,OADMET-0006104,AS2,,4.676256092250456,0.50111043,False,0.0,4.676256092250456
497,OADMET-0006103,AS1,3.765,3.765,0.43694952,False,0.0,3.765
498,OADMET-0006102,AS1,4.955,4.955,0.26614776,False,0.0,4.955
499,OADMET-0006101,AS2,,5.305679522662086,0.6661224,True,0.15,5.455679522662086
500,OADMET-0006100,AS1,5.234999999999999,5.234999999999999,0.44579956,False,0.0,5.234999999999999
501,OADMET-0006099,AS2,,4.365176971709389,0.46923268,False,0.0,4.365176971709389
502,OADMET-0006098,AS2,,5.325931974018398,0.49154413,False,0.0,5.325931974018398
503,OADMET-0006097,AS2,,5.5565895612470495,0.73417604,True,0.15,5.70658956124705
504,OADMET-0006096,AS1,2.49,2.49,0.3409767,False,0.0,2.49
505,OADMET-0006095,AS2,,4.569290948544976,0.48566496,False,0.0,4.569290948544976
506,OADMET-0006094,AS1,5.165,5.165,0.34190488,False,0.0,5.165
507,OADMET-0006093,AS2,,5.463918105711765,0.6330822,True,0.15,5.6139181057117655
508,OADMET-0006092,AS1,5.795,5.795,0.2805859,False,0.0,5.795
509,OADMET-0006091,AS1,4.94,4.94,0.17460456,False,0.0,4.94
510,OADMET-0006090,AS2,,5.347859563278842,0.42203882,False,0.0,5.347859563278842
511,OADMET-0004676,AS1,5.085,5.085,0.47222662,False,0.0,5.085
512,OADMET-0004675,AS1,4.895,4.895,0.6349622,False,0.0,4.895
513,OADMET-0004674,AS1,4.995,4.995,0.40595776,False,0.0,4.995
