molecule_name,true_pec50,true_bin,abs_error,threshold,n_neighbors,n_same_bin,n_low_train,n_high_train,mean_neighbor_pec50,max_sim
OADMET-0006427,3.38,3-4,1.5984522766192493,0.6,0,0,0,0,,0.5076923370361328
OADMET-0006424,5.38,5-6,0.5444291434561448,0.4,2,1,0,1,5.7250000000000005,0.5535714030265808
OADMET-0006424,5.38,5-6,0.5444291434561448,0.5,2,1,0,1,5.7250000000000005,0.5535714030265808
OADMET-0006424,5.38,5-6,0.5444291434561448,0.6,0,0,0,0,,0.5535714030265808
OADMET-0006420,6.140000000000001,>=6,0.24877597805789797,0.4,2,1,0,1,5.7250000000000005,0.6000000238418579
OADMET-0006420,6.140000000000001,>=6,0.24877597805789797,0.5,2,1,0,1,5.7250000000000005,0.6000000238418579
OADMET-0006420,6.140000000000001,>=6,0.24877597805789797,0.6,1,1,0,1,6.050000000000001,0.6000000238418579
OADMET-0006418,3.84,3-4,0.3308466831640544,0.4,3,0,0,2,5.960000000000001,0.523809552192688
OADMET-0006418,3.84,3-4,0.3308466831640544,0.5,1,0,0,0,4.83,0.523809552192688
OADMET-0006418,3.84,3-4,0.3308466831640544,0.6,0,0,0,0,,0.523809552192688
OADMET-0006416,6.015,>=6,0.15629149111161045,0.4,2,1,0,1,5.7250000000000005,0.6382978558540344
OADMET-0006416,6.015,>=6,0.15629149111161045,0.5,2,1,0,1,5.7250000000000005,0.6382978558540344
OADMET-0006416,6.015,>=6,0.15629149111161045,0.6,2,1,0,1,5.7250000000000005,0.6382978558540344
OADMET-0006415,5.505000000000001,5-6,0.35348227313303404,0.4,1,0,0,1,6.045,0.49056604504585266
OADMET-0006415,5.505000000000001,5-6,0.35348227313303404,0.5,0,0,0,0,,0.49056604504585266
OADMET-0006415,5.505000000000001,5-6,0.35348227313303404,0.6,0,0,0,0,,0.49056604504585266
OADMET-0006414,3.74,3-4,0.7209394532807654,0.4,4,0,1,1,4.48,0.6315789222717285
OADMET-0006414,3.74,3-4,0.7209394532807654,0.5,1,0,0,1,6.140000000000001,0.6315789222717285
OADMET-0006414,3.74,3-4,0.7209394532807654,0.6,1,0,0,1,6.140000000000001,0.6315789222717285
OADMET-0006413,5.995,5-6,0.8917499512954778,0.4,3,2,0,1,6.005,0.546875
OADMET-0006413,5.995,5-6,0.8917499512954778,0.5,1,0,0,1,6.845,0.546875
OADMET-0006413,5.995,5-6,0.8917499512954778,0.6,0,0,0,0,,0.546875
OADMET-0006412,5.735,5-6,0.18547090982140801,0.4,2,1,0,1,5.7250000000000005,0.5535714030265808
OADMET-0006412,5.735,5-6,0.18547090982140801,0.5,2,1,0,1,5.7250000000000005,0.5535714030265808
OADMET-0006412,5.735,5-6,0.18547090982140801,0.6,0,0,0,0,,0.5535714030265808
OADMET-0006410,2.535,<3,0.932367059186419,0.4,4,2,2,0,3.8125,0.5873016119003296
OADMET-0006410,2.535,<3,0.932367059186419,0.5,2,0,0,0,5.27,0.5873016119003296
OADMET-0006410,2.535,<3,0.932367059186419,0.6,0,0,0,0,,0.5873016119003296
OADMET-0006409,6.005,>=6,0.27479638073618506,0.4,2,1,0,1,5.83,0.5666666626930237
OADMET-0006409,6.005,>=6,0.27479638073618506,0.5,2,1,0,1,5.83,0.5666666626930237
OADMET-0006409,6.005,>=6,0.27479638073618506,0.6,0,0,0,0,,0.5666666626930237
OADMET-0006408,5.805,5-6,0.12635169616984054,0.4,4,3,0,1,5.5200000000000005,0.686274528503418
OADMET-0006408,5.805,5-6,0.12635169616984054,0.5,2,1,0,1,5.7250000000000005,0.686274528503418
OADMET-0006408,5.805,5-6,0.12635169616984054,0.6,1,0,0,1,6.050000000000001,0.686274528503418
OADMET-0006404,5.465,5-6,0.1382205903118976,0.4,2,2,0,0,5.6899999999999995,0.5
OADMET-0006404,5.465,5-6,0.1382205903118976,0.5,1,1,0,0,5.79,0.5
OADMET-0006404,5.465,5-6,0.1382205903118976,0.6,0,0,0,0,,0.5
OADMET-0006401,4.74,4-5,0.0030786135321854147,0.4,7,4,0,1,5.033571428571428,0.5573770403862
OADMET-0006401,4.74,4-5,0.0030786135321854147,0.5,1,1,0,0,4.4,0.5573770403862
OADMET-0006401,4.74,4-5,0.0030786135321854147,0.6,0,0,0,0,,0.5573770403862
OADMET-0006400,4.835,4-5,0.3217266765608846,0.4,2,0,0,0,5.6899999999999995,0.5087719559669495
OADMET-0006400,4.835,4-5,0.3217266765608846,0.5,1,0,0,0,5.79,0.5087719559669495
OADMET-0006400,4.835,4-5,0.3217266765608846,0.6,0,0,0,0,,0.5087719559669495
OADMET-0006399,5.17,5-6,0.08115965889433419,0.4,5,4,0,0,5.546000000000001,0.5
OADMET-0006399,5.17,5-6,0.08115965889433419,0.5,1,1,0,0,5.77,0.5
OADMET-0006399,5.17,5-6,0.08115965889433419,0.6,0,0,0,0,,0.5
OADMET-0006396,5.779999999999999,5-6,0.5990461994262706,0.4,1,1,0,0,5.945,0.625
OADMET-0006396,5.779999999999999,5-6,0.5990461994262706,0.5,1,1,0,0,5.945,0.625
OADMET-0006396,5.779999999999999,5-6,0.5990461994262706,0.6,1,1,0,0,5.945,0.625
OADMET-0006395,5.07,5-6,0.20568086133747343,0.4,1,0,0,1,6.045,0.5600000023841858
OADMET-0006395,5.07,5-6,0.20568086133747343,0.5,1,0,0,1,6.045,0.5600000023841858
OADMET-0006395,5.07,5-6,0.20568086133747343,0.6,0,0,0,0,,0.5600000023841858
OADMET-0006393,5.3100000000000005,5-6,0.0079016793507094,0.4,2,2,0,0,5.645,0.42424243688583374
OADMET-0006393,5.3100000000000005,5-6,0.0079016793507094,0.5,0,0,0,0,,0.42424243688583374
OADMET-0006393,5.3100000000000005,5-6,0.0079016793507094,0.6,0,0,0,0,,0.42424243688583374
OADMET-0006386,6.26,>=6,0.6342353753928371,0.4,3,1,0,1,5.536666666666666,0.5396825671195984
OADMET-0006386,6.26,>=6,0.6342353753928371,0.5,1,1,0,1,6.140000000000001,0.5396825671195984
OADMET-0006386,6.26,>=6,0.6342353753928371,0.6,0,0,0,0,,0.5396825671195984
OADMET-0006385,4.125,4-5,0.20685331229034798,0.4,8,4,0,1,5.076875,0.5087719559669495
OADMET-0006385,4.125,4-5,0.20685331229034798,0.5,1,1,0,0,4.81,0.5087719559669495
OADMET-0006385,4.125,4-5,0.20685331229034798,0.6,0,0,0,0,,0.5087719559669495
OADMET-0006379,2.97,<3,0.6212110536310829,0.4,1,0,0,0,4.78,0.5283018946647644
OADMET-0006379,2.97,<3,0.6212110536310829,0.5,1,0,0,0,4.78,0.5283018946647644
OADMET-0006379,2.97,<3,0.6212110536310829,0.6,0,0,0,0,,0.5283018946647644
OADMET-0006378,4.859999999999999,4-5,0.023966630776535602,0.4,1,0,0,0,5.85,0.43396225571632385
OADMET-0006378,4.859999999999999,4-5,0.023966630776535602,0.5,0,0,0,0,,0.43396225571632385
OADMET-0006378,4.859999999999999,4-5,0.023966630776535602,0.6,0,0,0,0,,0.43396225571632385
OADMET-0006375,4.970000000000001,4-5,0.2605524892399176,0.4,1,0,0,0,5.945,0.5081967115402222
OADMET-0006375,4.970000000000001,4-5,0.2605524892399176,0.5,1,0,0,0,5.945,0.5081967115402222
OADMET-0006375,4.970000000000001,4-5,0.2605524892399176,0.6,0,0,0,0,,0.5081967115402222
OADMET-0006374,5.6,5-6,0.22981541826497054,0.4,1,0,0,1,6.045,0.6595744490623474
OADMET-0006374,5.6,5-6,0.22981541826497054,0.5,1,0,0,1,6.045,0.6595744490623474
OADMET-0006374,5.6,5-6,0.22981541826497054,0.6,1,0,0,1,6.045,0.6595744490623474
OADMET-0006372,4.855,4-5,0.2316058841759201,0.4,4,1,0,0,5.217499999999999,0.6000000238418579
OADMET-0006372,4.855,4-5,0.2316058841759201,0.5,1,0,0,0,5.66,0.6000000238418579
OADMET-0006372,4.855,4-5,0.2316058841759201,0.6,1,0,0,0,5.66,0.6000000238418579
OADMET-0006371,4.895,4-5,0.31268406389077796,0.4,1,0,0,0,5.79,0.4833333194255829
OADMET-0006371,4.895,4-5,0.31268406389077796,0.5,0,0,0,0,,0.4833333194255829
OADMET-0006371,4.895,4-5,0.31268406389077796,0.6,0,0,0,0,,0.4833333194255829
OADMET-0006369,3.47,3-4,0.2630557134772178,0.4,1,0,0,1,6.855,0.4545454680919647
OADMET-0006369,3.47,3-4,0.2630557134772178,0.5,0,0,0,0,,0.4545454680919647
OADMET-0006369,3.47,3-4,0.2630557134772178,0.6,0,0,0,0,,0.4545454680919647
OADMET-0006368,5.79,5-6,0.013297623188582186,0.4,4,2,0,0,5.07,0.5094339847564697
OADMET-0006368,5.79,5-6,0.013297623188582186,0.5,1,0,0,0,4.71,0.5094339847564697
OADMET-0006368,5.79,5-6,0.013297623188582186,0.6,0,0,0,0,,0.5094339847564697
OADMET-0006366,5.915,5-6,0.382542720951931,0.4,1,1,0,0,5.904999999999999,0.6000000238418579
OADMET-0006366,5.915,5-6,0.382542720951931,0.5,1,1,0,0,5.904999999999999,0.6000000238418579
OADMET-0006366,5.915,5-6,0.382542720951931,0.6,1,1,0,0,5.904999999999999,0.6000000238418579
OADMET-0006363,3.445,3-4,0.324707462535728,0.4,3,0,0,0,5.250000000000001,0.5263158082962036
OADMET-0006363,3.445,3-4,0.324707462535728,0.5,1,0,0,0,5.880000000000001,0.5263158082962036
OADMET-0006363,3.445,3-4,0.324707462535728,0.6,0,0,0,0,,0.5263158082962036
OADMET-0006360,5.475,5-6,0.2971226970598364,0.4,2,1,0,1,5.32,0.47826087474823
OADMET-0006360,5.475,5-6,0.2971226970598364,0.5,0,0,0,0,,0.47826087474823
OADMET-0006360,5.475,5-6,0.2971226970598364,0.6,0,0,0,0,,0.47826087474823
OADMET-0006351,5.58,5-6,0.12112859605825932,0.4,2,1,0,1,5.8875,0.49180328845977783
OADMET-0006351,5.58,5-6,0.12112859605825932,0.5,0,0,0,0,,0.49180328845977783
OADMET-0006351,5.58,5-6,0.12112859605825932,0.6,0,0,0,0,,0.49180328845977783
OADMET-0006350,4.87,4-5,0.5443488122092406,0.4,1,0,0,0,5.85,0.4736842215061188
OADMET-0006350,4.87,4-5,0.5443488122092406,0.5,0,0,0,0,,0.4736842215061188
OADMET-0006350,4.87,4-5,0.5443488122092406,0.6,0,0,0,0,,0.4736842215061188
OADMET-0006347,5.58,5-6,0.761531746455332,0.4,3,0,0,2,5.960000000000001,0.469696968793869
OADMET-0006347,5.58,5-6,0.761531746455332,0.5,0,0,0,0,,0.469696968793869
OADMET-0006347,5.58,5-6,0.761531746455332,0.6,0,0,0,0,,0.469696968793869
OADMET-0006344,4.195,4-5,0.6721667394952875,0.4,3,1,0,0,5.266666666666667,0.508474588394165
OADMET-0006344,4.195,4-5,0.6721667394952875,0.5,1,0,0,0,5.880000000000001,0.508474588394165
OADMET-0006344,4.195,4-5,0.6721667394952875,0.6,0,0,0,0,,0.508474588394165
OADMET-0006341,4.65,4-5,0.1466754224090696,0.4,1,0,0,1,6.205,0.5593220591545105
OADMET-0006341,4.65,4-5,0.1466754224090696,0.5,1,0,0,1,6.205,0.5593220591545105
OADMET-0006341,4.65,4-5,0.1466754224090696,0.6,0,0,0,0,,0.5593220591545105
OADMET-0006340,5.2,5-6,0.1588287003102975,0.4,2,2,0,0,5.470000000000001,0.6393442749977112
OADMET-0006340,5.2,5-6,0.1588287003102975,0.5,1,1,0,0,5.66,0.6393442749977112
OADMET-0006340,5.2,5-6,0.1588287003102975,0.6,1,1,0,0,5.66,0.6393442749977112
OADMET-0006336,1.805,<3,2.0417020591264494,0.4,1,0,0,1,6.6850000000000005,0.5
OADMET-0006336,1.805,<3,2.0417020591264494,0.5,1,0,0,1,6.6850000000000005,0.5
OADMET-0006336,1.805,<3,2.0417020591264494,0.6,0,0,0,0,,0.5
OADMET-0006335,3.665,3-4,0.5456504450809923,0.4,2,0,0,0,5.27,0.5737704634666443
OADMET-0006335,3.665,3-4,0.5456504450809923,0.5,1,0,0,0,5.84,0.5737704634666443
OADMET-0006335,3.665,3-4,0.5456504450809923,0.6,0,0,0,0,,0.5737704634666443
OADMET-0006334,4.91,4-5,0.1920242875296676,0.4,1,0,0,1,6.11,0.4444444477558136
OADMET-0006334,4.91,4-5,0.1920242875296676,0.5,0,0,0,0,,0.4444444477558136
OADMET-0006334,4.91,4-5,0.1920242875296676,0.6,0,0,0,0,,0.4444444477558136
OADMET-0006331,4.88,4-5,0.6673628709828581,0.4,2,0,0,1,5.9,0.5
OADMET-0006331,4.88,4-5,0.6673628709828581,0.5,1,0,0,1,6.26,0.5
OADMET-0006331,4.88,4-5,0.6673628709828581,0.6,0,0,0,0,,0.5
OADMET-0006328,4.869999999999999,4-5,0.26730591537680315,0.4,1,0,0,1,6.115,0.5151515007019043
OADMET-0006328,4.869999999999999,4-5,0.26730591537680315,0.5,1,0,0,1,6.115,0.5151515007019043
OADMET-0006328,4.869999999999999,4-5,0.26730591537680315,0.6,0,0,0,0,,0.5151515007019043
OADMET-0006326,5.24,5-6,0.37279189039365423,0.4,2,1,0,1,5.654999999999999,0.5138888955116272
OADMET-0006326,5.24,5-6,0.37279189039365423,0.5,1,0,0,1,6.01,0.5138888955116272
OADMET-0006326,5.24,5-6,0.37279189039365423,0.6,0,0,0,0,,0.5138888955116272
OADMET-0006324,4.215,4-5,0.020622004385081993,0.4,1,0,0,0,5.945,0.6792452931404114
OADMET-0006324,4.215,4-5,0.020622004385081993,0.5,1,0,0,0,5.945,0.6792452931404114
OADMET-0006324,4.215,4-5,0.020622004385081993,0.6,1,0,0,0,5.945,0.6792452931404114
OADMET-0006318,5.745,5-6,0.44647898724196633,0.4,7,3,0,1,5.159285714285715,0.5737704634666443
OADMET-0006318,5.745,5-6,0.44647898724196633,0.5,2,1,0,0,4.775,0.5737704634666443
OADMET-0006318,5.745,5-6,0.44647898724196633,0.6,0,0,0,0,,0.5737704634666443
OADMET-0006313,5.07,5-6,0.18638905550883944,0.4,5,4,0,0,5.546000000000001,0.5352112650871277
OADMET-0006313,5.07,5-6,0.18638905550883944,0.5,1,1,0,0,5.33,0.5352112650871277
OADMET-0006313,5.07,5-6,0.18638905550883944,0.6,0,0,0,0,,0.5352112650871277
OADMET-0006311,4.725,4-5,0.17922992141634442,0.4,3,1,0,0,4.916666666666667,0.4727272689342499
OADMET-0006311,4.725,4-5,0.17922992141634442,0.5,0,0,0,0,,0.4727272689342499
OADMET-0006311,4.725,4-5,0.17922992141634442,0.6,0,0,0,0,,0.4727272689342499
OADMET-0006308,4.795,4-5,0.5614475816787099,0.4,2,0,0,1,5.7250000000000005,0.5714285969734192
OADMET-0006308,4.795,4-5,0.5614475816787099,0.5,1,0,0,1,6.050000000000001,0.5714285969734192
OADMET-0006308,4.795,4-5,0.5614475816787099,0.6,0,0,0,0,,0.5714285969734192
OADMET-0006306,5.24,5-6,0.17873379068073536,0.4,5,2,0,1,5.305000000000001,0.5079365372657776
OADMET-0006306,5.24,5-6,0.17873379068073536,0.5,2,2,0,0,5.4925,0.5079365372657776
OADMET-0006306,5.24,5-6,0.17873379068073536,0.6,0,0,0,0,,0.5079365372657776
OADMET-0006305,3.565,3-4,0.6123906370940051,0.4,1,0,0,1,6.115,0.53125
OADMET-0006305,3.565,3-4,0.6123906370940051,0.5,1,0,0,1,6.115,0.53125
OADMET-0006305,3.565,3-4,0.6123906370940051,0.6,0,0,0,0,,0.53125
OADMET-0006304,5.025,5-6,0.600281097198752,0.4,2,1,0,1,5.83,0.5076923370361328
OADMET-0006304,5.025,5-6,0.600281097198752,0.5,2,1,0,1,5.83,0.5076923370361328
OADMET-0006304,5.025,5-6,0.600281097198752,0.6,0,0,0,0,,0.5076923370361328
OADMET-0006303,5.875,5-6,0.4927100258519994,0.4,1,1,0,0,5.904999999999999,0.6122449040412903
OADMET-0006303,5.875,5-6,0.4927100258519994,0.5,1,1,0,0,5.904999999999999,0.6122449040412903
OADMET-0006303,5.875,5-6,0.4927100258519994,0.6,1,1,0,0,5.904999999999999,0.6122449040412903
OADMET-0006302,5.495,5-6,0.0713876332859753,0.4,1,0,0,1,6.11,0.5820895433425903
OADMET-0006302,5.495,5-6,0.0713876332859753,0.5,1,0,0,1,6.11,0.5820895433425903
OADMET-0006302,5.495,5-6,0.0713876332859753,0.6,0,0,0,0,,0.5820895433425903
OADMET-0006301,5.58,5-6,0.45148275042608166,0.4,1,1,0,0,5.85,0.5
OADMET-0006301,5.58,5-6,0.45148275042608166,0.5,1,1,0,0,5.85,0.5
OADMET-0006301,5.58,5-6,0.45148275042608166,0.6,0,0,0,0,,0.5
OADMET-0006299,4.725,4-5,0.22698416834167912,0.4,1,0,0,0,5.945,0.5087719559669495
OADMET-0006299,4.725,4-5,0.22698416834167912,0.5,1,0,0,0,5.945,0.5087719559669495
OADMET-0006299,4.725,4-5,0.22698416834167912,0.6,0,0,0,0,,0.5087719559669495
OADMET-0006298,4.26,4-5,0.27819928829766294,0.4,3,2,0,1,5.135000000000001,0.5423728823661804
OADMET-0006298,4.26,4-5,0.27819928829766294,0.5,1,0,0,1,6.115,0.5423728823661804
OADMET-0006298,4.26,4-5,0.27819928829766294,0.6,0,0,0,0,,0.5423728823661804
OADMET-0006296,5.890000000000001,5-6,0.6944543408073853,0.4,3,2,0,1,5.68,0.5555555820465088
OADMET-0006296,5.890000000000001,5-6,0.6944543408073853,0.5,2,1,0,1,5.83,0.5555555820465088
OADMET-0006296,5.890000000000001,5-6,0.6944543408073853,0.6,0,0,0,0,,0.5555555820465088
OADMET-0006294,5.185,5-6,0.08449232748691848,0.4,3,2,0,0,5.216666666666666,0.48148149251937866
OADMET-0006294,5.185,5-6,0.08449232748691848,0.5,0,0,0,0,,0.48148149251937866
OADMET-0006294,5.185,5-6,0.08449232748691848,0.6,0,0,0,0,,0.48148149251937866
OADMET-0006292,4.34,4-5,0.2773181262350626,0.4,6,2,0,1,5.2875000000000005,0.6000000238418579
OADMET-0006292,4.34,4-5,0.2773181262350626,0.5,2,1,0,0,4.775,0.6000000238418579
OADMET-0006292,4.34,4-5,0.2773181262350626,0.6,1,0,0,0,5.15,0.6000000238418579
OADMET-0006290,3.2750000000000004,3-4,0.33310830399029534,0.4,1,0,0,1,6.845,0.515625
OADMET-0006290,3.2750000000000004,3-4,0.33310830399029534,0.5,1,0,0,1,6.845,0.515625
OADMET-0006290,3.2750000000000004,3-4,0.33310830399029534,0.6,0,0,0,0,,0.515625
OADMET-0006288,4.98,4-5,0.009022779861205699,0.4,6,2,0,1,5.2875000000000005,0.6101694703102112
OADMET-0006288,4.98,4-5,0.009022779861205699,0.5,4,2,0,1,5.1725,0.6101694703102112
OADMET-0006288,4.98,4-5,0.009022779861205699,0.6,1,0,0,0,5.15,0.6101694703102112
OADMET-0006287,4.055,4-5,0.719271987191255,0.4,2,0,0,0,5.545,0.52173912525177
OADMET-0006287,4.055,4-5,0.719271987191255,0.5,2,0,0,0,5.545,0.52173912525177
OADMET-0006287,4.055,4-5,0.719271987191255,0.6,0,0,0,0,,0.52173912525177
OADMET-0006285,3.57,3-4,0.5867203057414474,0.4,5,0,1,0,4.728,0.48076921701431274
OADMET-0006285,3.57,3-4,0.5867203057414474,0.5,0,0,0,0,,0.48076921701431274
OADMET-0006285,3.57,3-4,0.5867203057414474,0.6,0,0,0,0,,0.48076921701431274
OADMET-0006284,6.08,>=6,0.7389323746162297,0.4,2,1,0,1,5.9,0.48571428656578064
OADMET-0006284,6.08,>=6,0.7389323746162297,0.5,0,0,0,0,,0.48571428656578064
OADMET-0006284,6.08,>=6,0.7389323746162297,0.6,0,0,0,0,,0.48571428656578064
OADMET-0006283,5.16,5-6,0.10148741974208697,0.4,4,2,0,0,5.074999999999999,0.7017543911933899
OADMET-0006283,5.16,5-6,0.10148741974208697,0.5,2,1,0,0,5.085,0.7017543911933899
OADMET-0006283,5.16,5-6,0.10148741974208697,0.6,1,1,0,0,5.66,0.7017543911933899
OADMET-0006280,5.275,5-6,0.00816290337882819,0.4,2,1,0,1,5.645,0.46666666865348816
OADMET-0006280,5.275,5-6,0.00816290337882819,0.5,0,0,0,0,,0.46666666865348816
OADMET-0006280,5.275,5-6,0.00816290337882819,0.6,0,0,0,0,,0.46666666865348816
OADMET-0006277,2.505,<3,0.12260540518780605,0.4,2,0,0,0,5.27,0.6557376980781555
OADMET-0006277,2.505,<3,0.12260540518780605,0.5,1,0,0,0,5.84,0.6557376980781555
OADMET-0006277,2.505,<3,0.12260540518780605,0.6,1,0,0,0,5.84,0.6557376980781555
OADMET-0006275,3.415,3-4,0.4711994427502648,0.4,6,0,0,1,5.1525,0.47457626461982727
OADMET-0006275,3.415,3-4,0.4711994427502648,0.5,0,0,0,0,,0.47457626461982727
OADMET-0006275,3.415,3-4,0.4711994427502648,0.6,0,0,0,0,,0.47457626461982727
OADMET-0006274,4.5600000000000005,4-5,0.020957945124072452,0.4,5,1,0,0,5.546000000000001,0.5
OADMET-0006274,4.5600000000000005,4-5,0.020957945124072452,0.5,2,1,0,0,5.4350000000000005,0.5
OADMET-0006274,4.5600000000000005,4-5,0.020957945124072452,0.6,0,0,0,0,,0.5
OADMET-0006273,5.55,5-6,0.22334969488637313,0.4,1,0,0,1,6.18,0.5147058963775635
OADMET-0006273,5.55,5-6,0.22334969488637313,0.5,1,0,0,1,6.18,0.5147058963775635
OADMET-0006273,5.55,5-6,0.22334969488637313,0.6,0,0,0,0,,0.5147058963775635
OADMET-0006272,4.824999999999999,4-5,0.08706682300214741,0.4,1,0,0,0,5.945,0.5081967115402222
OADMET-0006272,4.824999999999999,4-5,0.08706682300214741,0.5,1,0,0,0,5.945,0.5081967115402222
OADMET-0006272,4.824999999999999,4-5,0.08706682300214741,0.6,0,0,0,0,,0.5081967115402222
OADMET-0006271,5.4,5-6,0.015638620771206924,0.4,5,4,0,0,5.546000000000001,0.47999998927116394
OADMET-0006271,5.4,5-6,0.015638620771206924,0.5,0,0,0,0,,0.47999998927116394
OADMET-0006271,5.4,5-6,0.015638620771206924,0.6,0,0,0,0,,0.47999998927116394
OADMET-0006270,2.765,<3,1.2071767975622527,0.4,1,0,0,1,6.845,0.5076923370361328
OADMET-0006270,2.765,<3,1.2071767975622527,0.5,1,0,0,1,6.845,0.5076923370361328
OADMET-0006270,2.765,<3,1.2071767975622527,0.6,0,0,0,0,,0.5076923370361328
OADMET-0006268,5.335,5-6,0.7500258894552134,0.4,2,0,0,1,5.577500000000001,0.46268656849861145
OADMET-0006268,5.335,5-6,0.7500258894552134,0.5,0,0,0,0,,0.46268656849861145
OADMET-0006268,5.335,5-6,0.7500258894552134,0.6,0,0,0,0,,0.46268656849861145
OADMET-0006266,2.815,<3,0.24146633596601585,0.4,1,0,0,1,6.845,0.4923076927661896
OADMET-0006266,2.815,<3,0.24146633596601585,0.5,0,0,0,0,,0.4923076927661896
OADMET-0006266,2.815,<3,0.24146633596601585,0.6,0,0,0,0,,0.4923076927661896
OADMET-0006264,4.275,4-5,0.6423320686435883,0.4,1,0,0,1,6.6850000000000005,0.4909090995788574
OADMET-0006264,4.275,4-5,0.6423320686435883,0.5,0,0,0,0,,0.4909090995788574
OADMET-0006264,4.275,4-5,0.6423320686435883,0.6,0,0,0,0,,0.4909090995788574
OADMET-0006262,4.96,4-5,0.07019746154735351,0.4,2,0,0,0,5.855,0.5483871102333069
OADMET-0006262,4.96,4-5,0.07019746154735351,0.5,2,0,0,0,5.855,0.5483871102333069
OADMET-0006262,4.96,4-5,0.07019746154735351,0.6,0,0,0,0,,0.5483871102333069
OADMET-0006260,3.1100000000000003,3-4,0.024350134910784416,0.4,1,0,0,1,6.115,0.523809552192688
OADMET-0006260,3.1100000000000003,3-4,0.024350134910784416,0.5,1,0,0,1,6.115,0.523809552192688
OADMET-0006260,3.1100000000000003,3-4,0.024350134910784416,0.6,0,0,0,0,,0.523809552192688
OADMET-0006259,5.59,5-6,0.02739480952430373,0.4,5,4,0,0,5.546000000000001,0.5
OADMET-0006259,5.59,5-6,0.02739480952430373,0.5,1,0,0,0,5.0,0.5
OADMET-0006259,5.59,5-6,0.02739480952430373,0.6,0,0,0,0,,0.5
OADMET-0006257,3.58,3-4,0.14561284481655212,0.4,4,0,2,1,3.84625,0.5319148898124695
OADMET-0006257,3.58,3-4,0.14561284481655212,0.5,1,0,0,1,6.015000000000001,0.5319148898124695
OADMET-0006257,3.58,3-4,0.14561284481655212,0.6,0,0,0,0,,0.5319148898124695
OADMET-0006256,3.735,3-4,0.711699070631965,0.4,0,0,0,0,,0.32307693362236023
OADMET-0006256,3.735,3-4,0.711699070631965,0.5,0,0,0,0,,0.32307693362236023
OADMET-0006256,3.735,3-4,0.711699070631965,0.6,0,0,0,0,,0.32307693362236023
OADMET-0006255,5.775,5-6,0.10136902077234833,0.4,1,0,0,1,6.125,0.4444444477558136
OADMET-0006255,5.775,5-6,0.10136902077234833,0.5,0,0,0,0,,0.4444444477558136
OADMET-0006255,5.775,5-6,0.10136902077234833,0.6,0,0,0,0,,0.4444444477558136
OADMET-0006252,4.69,4-5,0.10983730254762403,0.4,1,0,0,1,6.0600000000000005,0.4492753744125366
OADMET-0006252,4.69,4-5,0.10983730254762403,0.5,0,0,0,0,,0.4492753744125366
OADMET-0006252,4.69,4-5,0.10983730254762403,0.6,0,0,0,0,,0.4492753744125366
OADMET-0006251,5.445,5-6,0.2772436580582438,0.4,4,2,0,0,5.0225,0.688524603843689
OADMET-0006251,5.445,5-6,0.2772436580582438,0.5,1,1,0,0,5.66,0.688524603843689
OADMET-0006251,5.445,5-6,0.2772436580582438,0.6,1,1,0,0,5.66,0.688524603843689
OADMET-0006249,1.96,<3,1.4821915544868318,0.4,1,0,0,1,6.115,0.5151515007019043
OADMET-0006249,1.96,<3,1.4821915544868318,0.5,1,0,0,1,6.115,0.5151515007019043
OADMET-0006249,1.96,<3,1.4821915544868318,0.6,0,0,0,0,,0.5151515007019043
OADMET-0006246,3.5700000000000003,3-4,0.473970638766803,0.4,0,0,0,0,,0.3295454680919647
OADMET-0006246,3.5700000000000003,3-4,0.473970638766803,0.5,0,0,0,0,,0.3295454680919647
OADMET-0006246,3.5700000000000003,3-4,0.473970638766803,0.6,0,0,0,0,,0.3295454680919647
OADMET-0006245,5.87,5-6,0.5683501368384061,0.4,2,1,0,0,4.680000000000001,0.5645161271095276
OADMET-0006245,5.87,5-6,0.5683501368384061,0.5,1,1,0,0,5.880000000000001,0.5645161271095276
OADMET-0006245,5.87,5-6,0.5683501368384061,0.6,0,0,0,0,,0.5645161271095276
OADMET-0006244,3.875,3-4,1.4027291969830786,0.4,1,0,0,1,6.845,0.4923076927661896
OADMET-0006244,3.875,3-4,1.4027291969830786,0.5,0,0,0,0,,0.4923076927661896
OADMET-0006244,3.875,3-4,1.4027291969830786,0.6,0,0,0,0,,0.4923076927661896
OADMET-0006237,3.125,3-4,0.3205259068883919,0.4,2,0,0,0,5.27,0.5522388219833374
OADMET-0006237,3.125,3-4,0.3205259068883919,0.5,2,0,0,0,5.27,0.5522388219833374
OADMET-0006237,3.125,3-4,0.3205259068883919,0.6,0,0,0,0,,0.5522388219833374
OADMET-0006234,5.365,5-6,0.19185776533114396,0.4,2,1,0,1,5.83,0.5151515007019043
OADMET-0006234,5.365,5-6,0.19185776533114396,0.5,1,0,0,1,6.140000000000001,0.5151515007019043
OADMET-0006234,5.365,5-6,0.19185776533114396,0.6,0,0,0,0,,0.5151515007019043
OADMET-0006233,4.515000000000001,4-5,0.9422149308516365,0.4,1,0,0,0,5.880000000000001,0.5892857313156128
OADMET-0006233,4.515000000000001,4-5,0.9422149308516365,0.5,1,0,0,0,5.880000000000001,0.5892857313156128
OADMET-0006233,4.515000000000001,4-5,0.9422149308516365,0.6,0,0,0,0,,0.5892857313156128
