molecule_name,smiles,pec50,inchikey,chembl_pxr_nn_tanimoto,chembl_pxr_nn_pchembl,chembl_pxr_top5_pchembl,chembl_pxr_has_exact_match,chembl_pxr_covered_t03,chembl_pxr_covered_t04,oof_lgbm,oof_ridge
OADMET-0004857,Cc1cc(NC(=O)C(c2ccccc2)N(C)CCCn2ccnc2)no1,4.97,BAVBWDPYCHMZSH-UHFFFAOYSA-N,0.20895523,4.45,4.954797023763778,False,False,False,4.84595118410318,4.1371658793374
OADMET-0004856,Cc1cn(C(C)C)nc1NC(=O)Cc1cn2c(n1)CCCC2,4.49,ZYEPRXLZEIUBNA-UHFFFAOYSA-N,0.20833333,5.16,5.1458832148172,False,False,False,4.486161656510942,4.2440533181734255
OADMET-0004855,Cc1cn(C(C)C)nc1NC(=O)c1cccn1Cc1ccncc1,4.97,SPFTVLLFVMGJJE-UHFFFAOYSA-N,0.17777778,5.235,5.380307776867084,False,False,False,4.54457729828742,4.131880859327364
OADMET-0004854,O=C1CCc2cc(-c3cccc(O)c3F)cc3c2N1CCC3,4.05,FKXADKCFWZZCLK-UHFFFAOYSA-N,0.25,7.6,5.779007148462082,False,False,False,5.246429098180232,4.598658805650002
OADMET-0004853,COc1ccc2c(c1)OCCN(C(=O)Nc1ncc(C)s1)C2,4.37,BUVOPHNIEJYTGR-UHFFFAOYSA-N,0.22222222,5.4,5.4180666354171265,False,False,False,4.57575387452612,4.375548832052665
OADMET-0004852,COc1ccc(OC)c(C2CCCN2C(=O)CCc2nc(-c3nnc[nH]3)no2)c1,5.61,YRYCNCAAIQZHCQ-UHFFFAOYSA-N,0.23584905,5.48,5.435858272090224,False,False,False,4.625006646359582,4.458085743148014
OADMET-0004851,COc1cc(F)c(NC(=O)N2CCOC(C)(c3ccccc3)C2)cc1F,4.86,RLHVXEPQNQUDCI-UHFFFAOYSA-N,0.2375,6.0,6.080361983949803,False,False,False,5.106302559247867,4.548111806727274
OADMET-0004850,COC1(CNC(C(=O)Nc2cc(C)on2)c2ccccc2)CCC(F)(F)CC1,5.0,NJCYLOKJQRDYBD-UHFFFAOYSA-N,0.23287672,4.5,5.365356649532666,False,False,False,4.394555290557688,4.33918183432999
OADMET-0004849,COC(=O)[C@@H](NC(=O)CN1CC(OC)C(C)(C)C1)C(C)C,4.3,CNTIUGVQVNBXQG-YUZLPWPTSA-N,0.21052632,4.525,5.222729134895598,False,False,False,3.9953830883674044,4.209198767059609
OADMET-0004848,CC(C)n1ncc2cc(S(=O)(=O)N3CCN(C)CC3c3ccccc3)ccc21,4.81,XCLSMLMSUUDBJC-UHFFFAOYSA-N,0.21428572,5.025,6.500526872562217,False,False,False,5.0404858117541425,4.534223147144075
OADMET-0004847,COc1cccc(Cc2noc([C@@H]3C[C@H]3c3ccc(F)cc3F)n2)n1,4.48,CEXGDSRWXPGELQ-UONOGXRCSA-N,0.18681319,4.64,4.58942991993769,False,False,False,4.218431711077721,4.040346249234173
OADMET-0004846,CCC(CC)n1nccc1C(=O)NCC(C)(C)c1ccc(C)cn1,4.95,LCBSQLYFAYPDEP-UHFFFAOYSA-N,0.2948718,4.75,5.540228221672636,False,False,False,4.425209825168099,4.7305895192959
OADMET-0004845,Cc1nc2cc(N(C)C(=O)c3cc(-c4ccc(Cl)cc4)nn3CC3CC3)ccc2[nH]1,5.4,NHLYQLGKEWBBCF-UHFFFAOYSA-N,0.20792079,4.3,4.903927948636613,False,False,False,4.965303843375903,4.187099491015417
OADMET-0004844,COc1cccc(S(=O)(=O)CC(=O)N(C)C2CCCCC2C)c1,5.37,MHEWKWRHMMPZKR-UHFFFAOYSA-N,0.2361111,5.6,5.204041203425015,False,False,False,4.774160841130355,4.388856565778919
OADMET-0004843,O=C(c1cn2ccccc2n1)N1C[C@@H]2C[C@H](C1)c1cccc(=O)n1C2,5.24,RNIDSFVDBNPFHQ-UONOGXRCSA-N,0.1891892,5.17,5.120568160641663,False,False,False,4.854639558584387,4.148309871483252
OADMET-0004842,CC(Cn1ncc2ccccc21)C(=O)N1CCC(n2ccc(C(F)(F)F)n2)CC1,5.11,XZUDGKHGRVGOEM-UHFFFAOYSA-N,0.21505377,5.11,5.054839472545354,False,False,False,4.643214698917721,4.267374062082558
OADMET-0004841,COC(=O)c1ccc(CSc2nnc(-c3c[nH]c4ccccc34)n2C2CC2)cc1F,5.41,DBIJESGTIBFZLF-UHFFFAOYSA-N,0.24691358,5.6,5.3262677500307785,False,False,False,4.824631112203203,4.502863552704833
OADMET-0004840,OC1(c2nc(-c3cccc(OCc4cccnc4)c3)no2)CCCCC1,4.95,PYIWSJVAJVCDJD-UHFFFAOYSA-N,0.24719101,5.22,5.557956402549463,False,False,False,4.792432983907326,4.494561567984505
OADMET-0004839,Nc1nccc(C2CCCN(C(=O)c3coc(C4CCCCC4)n3)C2)n1,5.06,YKHUVWHAHXEIJB-UHFFFAOYSA-N,0.185567,5.48,5.334297348977051,False,False,False,4.931637358173894,4.1826609414321645
OADMET-0004838,CC(NC(=O)N1CCC(C2CCCC2)C1)c1nnc(C(F)(F)F)[nH]1,5.09,BHLHFHVFFGOBRJ-UHFFFAOYSA-N,0.20212767,5.48,5.274987441098313,False,False,False,4.818501347880079,4.239479317479189
OADMET-0004837,CN1CCN(S(=O)(=O)c2cnn(C3CCCC3)c2)C(c2ccccc2)C1,5.37,FKZOSNVMEGROHU-UHFFFAOYSA-N,0.19512194,5.025,6.187910649979317,False,False,False,4.766506572660386,4.359521757640735
OADMET-0004836,Cc1sc2nc(-c3cccnc3)nc(N3CCC(S(N)(=O)=O)C3)c2c1C,4.11,XDVBFTZRKVTXJJ-UHFFFAOYSA-N,0.1827957,4.9,5.055531174379004,False,False,False,3.9697844129339113,4.088003056167348
OADMET-0004835,CC(Sc1ncc(-c2ccccc2)n1CC1CCCO1)c1ncccn1,5.28,WAIXPEDBQRLOKL-UHFFFAOYSA-N,0.18367347,5.24,5.000179017156307,False,False,False,4.688705918082134,4.10328127409034
OADMET-0004834,CCC(CC)(CO)c1nc(-c2ccc(N(C)C)nc2)no1,4.64,OXBAAXMSFGBDPH-UHFFFAOYSA-N,0.23076923,4.3,4.610264409545507,False,False,False,4.453108429128616,4.169766062954972
OADMET-0004833,Cn1ncc2c1CC(C)(C)CN(C(=O)NCc1ccc(Br)s1)C2,5.21,WRTKNJZOHVPRAS-UHFFFAOYSA-N,0.1734694,4.3,4.976105458045022,False,False,False,4.756987401229123,4.037500988184692
OADMET-0004832,COc1ccc(C(CNC(=O)[C@@H]2C[C@H]2C(F)(F)F)c2c[nH]c3ccccc23)cc1,4.81,ZYJGGUBSMFRWAS-IRQCGSAXSA-N,0.25510204,5.36,5.590829494708427,False,False,False,4.581718208944101,4.564519162483928
OADMET-0004831,FC(F)(F)Cn1c(-c2ccccc2)cnc1SCc1nccs1,4.42,GJLFZZVHBYMJBF-UHFFFAOYSA-N,0.17073171,5.1,5.6920716023417866,False,False,False,4.095899209336944,4.129991314486493
OADMET-0004830,CCOc1nc(C)ccc1C(=O)N1CCCC1c1csc(C)n1,4.67,JRYYBCZQZPRHRO-UHFFFAOYSA-N,0.23157895,5.48,5.015492576766767,False,False,False,4.569486006112237,4.366623072091459
OADMET-0004829,CC1CN(c2nc3ccccc3nc2N2CCC(C(N)=O)C2)CC(C)O1,4.49,HUZQATBBMHYCHQ-UHFFFAOYSA-N,0.22093023,4.3,4.672257661048591,False,False,False,4.962065981366407,4.185811702008548
OADMET-0004828,COc1ccc(C)cc1S(=O)(=O)N1CCN(C2CCOCC2)C[C@H]1C,4.46,APLZTWIKOAAHGG-OAHLLOKOSA-N,0.28767124,6.22,6.26163479052654,False,False,False,4.970317920085095,4.886039920790661
OADMET-0004827,Cc1cccc(S(=O)(=O)NC(c2c(C)nn(C)c2C)C(F)(F)F)c1,4.97,SCONYSMOLRUHLR-UHFFFAOYSA-N,0.23287672,6.0,5.915518088137864,False,False,False,4.633556207290927,4.467671935481949
OADMET-0004826,Cc1cc(C2CCCN2C(=O)CCc2nc(-c3ccco3)no2)no1,5.03,GSIXJYKWASHIID-UHFFFAOYSA-N,0.23232323,5.48,5.066753371054323,False,False,False,4.60602955897504,4.378758819406569
OADMET-0004825,Cc1ccc(-c2c[nH]cc2C(=O)NCC2(N3CCOCC3)CCCCC2)s1,5.3,XYQUEYBQTCSVQX-UHFFFAOYSA-N,0.22619048,5.6,5.151282789864493,False,False,False,4.726374184762131,4.33945607936794
OADMET-0004824,Cn1cnnc1NC(=O)C1(c2ccc(Cl)c(Cl)c2)CCC1,4.13,JFUSHCDQZLKURH-UHFFFAOYSA-N,0.24615385,5.06,5.3923529854545205,False,False,False,4.7236694247073014,4.423380806532838
OADMET-0004823,Cn1nc(C2CCCCC2)cc1NS(=O)(=O)CCc1ccccc1,4.24,ZBMSVMLZFAQJBK-UHFFFAOYSA-N,0.26865673,4.5,5.241778156643259,False,False,False,4.719325881771232,4.4750424339296995
OADMET-0004822,CCc1nnc(N2CCC(C3(NC(=O)CNC(=O)OC)CC3)CC2)nc1CC,3.92,ZAGOOQSVIDSXRZ-UHFFFAOYSA-N,0.17171717,5.48,5.180502496578566,False,False,False,4.4475924029545615,4.08091937486078
OADMET-0004821,O=C1NC2(CCCCC2)C(=O)N1C1CCN(c2ccc(Cl)cc2Cl)C1,4.73,BOIFYWLQRXDJFL-UHFFFAOYSA-N,0.2,6.22,5.490996797765916,False,False,False,4.692040226029835,4.331106629381516
OADMET-0004820,CCCNS(=O)(=O)N1CCN(c2ccc(F)cc2OC)CC1,4.93,YUYKTSFMDCZDEO-UHFFFAOYSA-N,0.28169015,6.62,6.428639100913622,False,False,False,4.721478280782966,4.9075479816894125
OADMET-0004819,COc1ccccc1N1CCC(NC(=O)NCc2ccc(C(N)=O)cc2)C1=O,4.63,UNWSFSVWFQCUTF-UHFFFAOYSA-N,0.25301206,5.61,5.28107678835234,False,False,False,4.845915361577449,4.48123479753728
OADMET-0004818,Cn1c(C(=O)N2CCCC(S(C)(=O)=O)C2)c(Cl)c2ccccc21,4.88,KIIQBCWPBZANCO-UHFFFAOYSA-N,0.2236842,4.85,4.862731270514642,False,False,False,4.755404058539281,4.265864800489405
OADMET-0004817,CC1(C(=O)NCC2(CO)CC3(CCC3)C2)CC(c2ccccc2)=NO1,4.78,HAJUTWZCSOBNFI-UHFFFAOYSA-N,0.20652173,5.52,5.616075399675642,False,False,False,4.930582127189153,4.303533980953367
OADMET-0004816,Cc1cc(S(=O)(=O)NCC2CCOC3(CCC3)C2)c(F)cc1F,4.64,VIYXRAXMVWEBHZ-UHFFFAOYSA-N,0.23595506,5.25,5.409824636776347,False,False,False,4.806123877801072,4.433679841582389
OADMET-0004815,O=C(NCc1cccc(O)c1)c1sc2ccccc2c1Cl,4.8,RIIRUDJUXUOQHO-UHFFFAOYSA-N,0.20512821,4.75,5.066595249292725,False,False,False,4.899526136846963,4.207882964816538
OADMET-0004814,CC1NC(c2nc(C3(c4ccncc4)CCC3)no2)=NN(c2ccccc2)C1=O,4.83,WHUHSRVOYMDMHN-UHFFFAOYSA-N,0.21686748,4.575,4.651810382593743,False,False,False,4.453679181003006,4.190896705549122
OADMET-0004813,COc1cccc(C2(NC(=O)NCc3c4c(nn3C)CCCC4)CCC2)c1,5.17,ZXIVUUXCTPHHAO-UHFFFAOYSA-N,0.19387755,5.52,5.478957947400294,False,False,False,4.625801672411345,4.236173400068639
OADMET-0004812,CN(C)C(=O)c1cccc(NC(=O)CN2CC(O)Cc3ccccc32)c1,4.72,JGIHHGIXIYRUFF-UHFFFAOYSA-N,0.24193548,4.45,4.990937753700499,False,False,False,4.17595675689633,4.334534362495383
OADMET-0004811,COc1ccc(Cn2ccc(NC(=O)C3C4CCCC43)n2)cc1,4.76,VPZCYOQQUCGJJR-UHFFFAOYSA-N,0.21333334,4.66,5.094344263517217,False,False,False,4.764986409398974,4.2497158633410415
OADMET-0004810,Cc1oc(-c2ccccc2)cc1C(=O)N1CCC(n2ccnn2)CC1,4.49,NNTGBBBLWXRGTB-UHFFFAOYSA-N,0.21052632,5.48,5.064843758024982,False,False,False,4.555037220831659,4.272149186658483
OADMET-0004809,CCn1ncc(C)c1NS(=O)(=O)CCc1cccc(F)c1,4.53,LJZMBGSJCFOKGN-UHFFFAOYSA-N,0.21052632,6.0,5.490381864122376,False,False,False,4.752822561060807,4.329042108039601
OADMET-0004808,CC1CN(c2cccc(F)c2)CCN1C(=O)c1ccccc1-n1ccnn1,4.51,OKABPQLNNXCBGA-UHFFFAOYSA-N,0.19491525,6.0,6.219462644272338,False,False,False,4.809386148570006,4.391526493500864
OADMET-0004807,Cc1cccc(N(C)S(=O)(=O)c2cnn(C3CCC3)c2)n1,4.59,UECCNYJREFSXQY-UHFFFAOYSA-N,0.17283951,5.025,5.5353883652145655,False,False,False,4.294470156546511,4.131581805626217
OADMET-0004806,COc1ccc(Cc2nc(-c3ccc(OC)nn3)no2)c(C)c1,4.11,LWYDMBYVVZYISZ-UHFFFAOYSA-N,0.22222222,5.47,5.633613584295052,False,False,False,4.918563623598036,4.375486919281318
OADMET-0004805,COCC1(O)CCN(C(=O)c2cc(C(C)C)cc(C(C)C)c2O)CC1,5.0,VLTFPIJIFJIPFV-UHFFFAOYSA-N,0.19402985,4.0,4.794338973743195,False,False,False,4.58340811997283,4.099119161089259
OADMET-0004804,CCc1ccc(NC(=O)CN2CC(=O)N(C)c3ccccc3C2)cc1,4.67,FCZNJMSICLCNRK-UHFFFAOYSA-N,0.2631579,4.45,4.970797382620523,False,False,False,4.52338714077581,4.420807620556717
OADMET-0004803,COc1ccc2oc(C)c(C(=O)NCC3(N(C)C)Cc4ccccc4C3)c2c1,5.2,PDMGIGWBLXENAU-UHFFFAOYSA-N,0.24731183,5.8,5.605659597893277,False,False,False,4.686153555057334,4.50391571008129
OADMET-0004802,Cc1cnn(CCC(=O)N2CCCN(C(=O)c3ccc(Cl)cc3)CC2)c1,4.67,IKTSFMVVXHSLCO-UHFFFAOYSA-N,0.2278481,4.95,5.01540502744926,False,False,False,4.657119690193862,4.335362499461663
OADMET-0004801,CC(=O)N1c2ccccc2C[C@H]1C(=O)N1CC(C)(C)C1c1nccn1C,4.99,MCYRYLXLUXLPAK-BHWOMJMDSA-N,0.19318181,4.75,5.052657842009108,False,False,False,4.146850160928939,4.151916737961328
OADMET-0004800,CC(C)Cc1nc(C(=O)N2CC(O)CC2c2ccccc2)cs1,4.44,XWBVWKAJUOIHSA-UHFFFAOYSA-N,0.20547946,4.5,4.88515284226609,False,False,False,4.805307579899707,4.102843183562646
OADMET-0004799,O=C(c1ccnn1CC(F)F)N1CCCC1c1cccc(F)c1,5.38,ZUWCQVGXACABPD-UHFFFAOYSA-N,0.22340426,5.48,5.528218095916286,False,False,False,4.634061132114967,4.419369941166178
OADMET-0004798,COc1ccc(CCC(=O)N2CCCN(C(=O)c3coc(C4CC4)n3)CC2)cc1,4.63,BYCRZSMPHINCKQ-UHFFFAOYSA-N,0.20779221,4.5,4.7094120082985835,False,False,False,4.843110039978326,4.156849749083527
OADMET-0004797,CC(C)(C)c1nc(CCNC(=O)C(c2cccc(F)c2)N2CCOCC2)cs1,5.19,GJVNMFKPTZEFNJ-UHFFFAOYSA-N,0.23958333,6.42,6.541062032424662,False,False,False,3.8754593528840586,4.64127748328999
OADMET-0004796,Cc1nccc(N2CCN(c3cc(N4CCCC4CO)ncn3)CC2)n1,4.72,VQGBFKLYXLCNMH-UHFFFAOYSA-N,0.1971831,5.16,5.177815372701046,False,False,False,4.174025763081622,4.197074697358126
OADMET-0004795,Cc1nn(CC(C)C)c(C)c1S(=O)(=O)N1CCC(C(=O)O)c2ccccc21,4.66,ONJGAQFDPPOCMX-UHFFFAOYSA-N,0.25316456,7.8,5.518392855540767,False,False,False,5.287804887685158,4.5932331190689935
OADMET-0004794,Cc1noc(C)c1C(=O)N1CCCC1C(C#N)c1ccccc1,4.58,ZSBFMCHQIIKKSE-UHFFFAOYSA-N,0.2027027,4.5,5.3081061488420085,False,False,False,4.232945380658193,4.262872275896725
OADMET-0004793,CCn1ncc(Cl)c1-c1nc(Cc2ccccc2OC)no1,4.66,KMZYUSCVDZNVTP-UHFFFAOYSA-N,0.22222222,6.16,5.862464184383225,False,False,False,4.985719201490219,4.442253833424383
OADMET-0004792,COCc1nocc1CN1CCC(=O)N(CC2CCCC2(F)F)C1=O,4.04,VQHRLGHHKDUNRL-UHFFFAOYSA-N,0.17204301,4.525,4.496447077278767,False,False,False,3.498451784531944,3.835165698130486
OADMET-0004791,O=C(NCc1ccccc1C(F)(F)F)N1CCCN(C(=O)C2CC2)CC1,4.79,FMIOYKUXRUYOAX-UHFFFAOYSA-N,0.25974026,6.1,5.379298410710357,False,False,False,4.7389552523965826,4.570665872193068
OADMET-0004790,CCc1ccc(C2COCCN2C(=O)c2ccc(N3CCC(C)=N3)cc2)o1,5.31,UFYMXDLTXKFAPB-UHFFFAOYSA-N,0.175,5.16,4.929627435590773,False,False,False,4.212701803033156,4.0941721281180135
OADMET-0004789,COc1ccccc1[C@H](O)CNC1CCc2cc(F)c(Cl)cc21,5.06,QYZMJZMDKMMMCM-ZYMOGRSISA-N,0.2739726,4.9,5.28743927594037,False,False,False,4.504161960779644,4.5837003391400515
OADMET-0004788,CC(NC(=O)NCC1CCOC1(C)C)c1cc(Cl)ccc1Cl,5.12,WYOBHWOJJGJXKQ-UHFFFAOYSA-N,0.21428572,4.75,5.12197787857277,False,False,False,4.846534841689571,4.288589599110333
OADMET-0004787,COc1cccc(C(C)C(=O)N2CCCC(c3cn(C)nn3)C2)c1,4.75,BZSKUXNWDPSATN-UHFFFAOYSA-N,0.22222222,5.85,5.63959125392273,False,False,False,5.0740181465457725,4.400338883445496
OADMET-0004786,Cc1cc(Cn2c(-c3ccccc3)nnc2N2C[C@H]3CCC[C@H]3C2)no1,5.01,JSLNWBDSDAPBRY-CALCHBBNSA-N,0.1978022,4.3,5.24410277854998,False,False,False,4.635304669189337,4.196610758740337
OADMET-0004785,Cc1ccc(-c2nc(-c3cccnn3)n(CC(F)F)n2)cc1Br,4.37,XTWHHLMRMRJCJC-UHFFFAOYSA-N,0.1875,5.24,5.3198166448690065,False,False,False,5.001710757513427,4.173326720355789
OADMET-0004784,COC(=O)Cc1nn(C)c(C)c1-c1cccc(OC)c1OC,4.73,SNAXTOFQDFABNQ-UHFFFAOYSA-N,0.23170732,5.5,5.629139455330678,False,False,False,4.841566505039881,4.408946436674304
OADMET-0004783,Cc1ccc(S(=O)(=O)N(C)C(C)c2ccccn2)c(C)c1,4.91,NWWSBBOZQLEZJJ-UHFFFAOYSA-N,0.25,5.24,5.742264494356524,False,False,False,4.688852755630202,4.5665368769657135
OADMET-0004782,CCCC(C)c1cc(NS(=O)(=O)c2cncc(C(=O)OC)c2)[nH]n1,4.22,MVGKDTTVDKAPCJ-UHFFFAOYSA-N,0.2,5.565,5.252035497428143,False,False,False,4.803807052225682,4.2394856557767495
OADMET-0004781,CC1C(=O)N(Cc2ccc(OC(F)(F)F)cc2)C(=O)N1C1CCC1,4.7,LACFWUBIINCTFC-UHFFFAOYSA-N,0.21428572,5.24,5.414769411584003,False,False,False,4.917399038927909,4.323186311500801
OADMET-0004780,CC(C)c1nc(C(=O)Nc2ccccc2C(=O)O)nn1-c1cccc(F)c1,5.58,FEYMYMVKLSXCAS-UHFFFAOYSA-N,0.22222222,4.55,4.819659938264328,False,False,False,3.6012114076654367,4.230926851770739
OADMET-0004779,CC(Sc1ccc(C#N)cc1)C(=O)N1CCCN(C(=O)c2ccc(F)cc2)CC1,4.93,DIRCWRVYBSIHPW-UHFFFAOYSA-N,0.2371134,5.91,6.223929723087447,False,False,False,5.072146323040091,4.611978772067492
OADMET-0004778,CCCCO[C@H]1CC[C@H](NC(=O)c2ccn3c(C)cc(C)nc23)CC1,4.74,UHWXLYZLHYRQAG-QAQDUYKDSA-N,0.24324325,5.16,5.303782672167649,False,False,False,4.47539983030078,4.432558220386137
OADMET-0004777,CC(C)(C)n1cc(C#N)c(NS(=O)(=O)c2ccc3c(c2)CCO3)n1,4.93,RGSNBEJYVOKJTG-UHFFFAOYSA-N,0.25925925,5.8,6.2068589820580735,False,False,False,4.950201532185764,4.599501951905596
OADMET-0004776,Cc1noc(C)c1C(C)c1nc(CCCOc2cccc3ccccc23)no1,4.98,WYCQHUTYOYFHBC-UHFFFAOYSA-N,0.20930232,5.67,5.508610652225955,False,False,False,4.807789129005786,4.279564686704841
OADMET-0004775,CCc1cc(C(=O)NCCc2c(C)[nH]c3c(Cl)ccc(Cl)c23)cc(=O)[nH]1,5.16,YFHIWPAEPFSPDN-UHFFFAOYSA-N,0.2,5.565,5.194486988990661,False,False,False,4.5755804047237145,4.242728378699496
OADMET-0004774,CC(C)N(C(=O)c1nn(-c2ccc(F)cc2)ccc1=O)c1cccc(F)c1,4.72,PFXRPPRBZNLFQX-UHFFFAOYSA-N,0.1875,6.32,6.218130448535972,False,False,False,4.452917777656245,4.376416100418271
OADMET-0004773,O=C1COc2c(NCCCOc3ccc(Cl)cc3)cc(Cl)cc2N1,4.76,JUUXTYPOBMENFW-UHFFFAOYSA-N,0.22891566,4.83,5.313267917028018,False,False,False,4.608570337413665,4.38820377408322
OADMET-0004772,CC(C)n1ncc2cc(C(=O)N3CCOCc4ccccc43)cnc21,4.68,LPSGBESKHLTAKZ-UHFFFAOYSA-N,0.18666667,4.5,5.213116366018119,False,False,False,4.4746512390321405,4.101218624242784
OADMET-0004771,NC(=O)C1(N2CCCCC2)CCN(C(=O)c2ccccc2Cl)CC1,4.63,MSDQNMHXOZYAPT-UHFFFAOYSA-N,0.21052632,6.1,5.810323367809282,False,False,False,4.589911071696151,4.428937144457213
OADMET-0004770,N#Cc1cccc(-n2nc(CCCO)nc2-c2ccc(Cc3ccccc3)cc2)c1,4.15,QAEQJQODSQXFQC-UHFFFAOYSA-N,0.2278481,6.0,5.262988149615371,False,False,False,4.86883152990365,4.425399569189493
OADMET-0004769,Cn1c(=O)oc2c(C(=O)N[C@H]3c4ccccc4CC[C@H]3O)cccc21,4.76,AAFSKRHBWOQJCV-CVEARBPZSA-N,0.29166666,5.15,4.8563331071390134,False,False,False,4.547787960075057,4.559829831581592
OADMET-0004768,CC1(C)CC(c2ccccc2)CN1C(=O)c1nnc(C2CC2)o1,4.58,FQSPNVWLGQABTO-UHFFFAOYSA-N,0.23404256,5.22,4.903441485634595,False,False,False,4.508625279681206,4.263704526088707
OADMET-0004767,O=C(NC(c1ccccc1)c1ccc2[nH]cnc2c1)C1CCN(c2ccccc2F)C1,5.32,NBGVIXHDZUGCIO-UHFFFAOYSA-N,0.21052632,5.89,5.520284184065975,False,False,False,4.622969411797226,4.372893894281478
OADMET-0004766,Cc1ccc(C(C)NC(=O)CN2CCOC3(CCOCC3)C2)cc1C,3.97,DIHCMADUAJXEOP-UHFFFAOYSA-N,0.1954023,4.75,5.114501313935447,False,False,False,4.842870469216301,4.170263103561828
OADMET-0004765,Cc1cc(NC(c2ccccc2)c2nnc[nH]2)cc(C)c1Cl,4.85,GDMXBTJFBFUQPG-UHFFFAOYSA-N,0.1875,5.06,5.152755808156715,False,False,False,4.676268253122535,4.153340803885875
OADMET-0004764,CN(C)C(=O)c1cnc(NCCOC2CCCCCC2)c(Cl)c1,4.95,DMPZYFPYQAVZAT-UHFFFAOYSA-N,0.20689656,5.22,5.25367623168697,False,False,False,4.653307119373437,4.2030947476794145
OADMET-0004763,CC(c1nc(Cc2cccnc2)no1)N1CCc2ccccc21,4.91,KELUFBHDMTWQEL-UHFFFAOYSA-N,0.22857143,4.825,4.703926237754123,False,False,False,4.651644437680936,4.2811718185732355
OADMET-0004762,O=C(NC1CC(F)(F)C1)NC1CCCOc2cc(Cl)ccc21,4.8,BIBGKCYMMDWUEU-UHFFFAOYSA-N,0.27380952,6.0,5.3779888654166506,False,False,False,4.912172762827796,4.591637967458213
OADMET-0004761,Cc1cc(C)cc(CNC(=O)NCC2CCCC(C)O2)c1,4.61,AEYNEBMGFQFJST-UHFFFAOYSA-N,0.26984128,5.16,4.926549210556626,False,False,False,4.65434942087317,4.457407128046906
OADMET-0004760,Cn1c(=O)oc2cc(S(=O)(=O)Nc3cnc(C(C)(C)C)nc3)ccc21,5.27,LNKXMGZISKGARP-UHFFFAOYSA-N,0.2638889,6.0,5.887173077648873,False,False,False,4.876198557960035,4.593858641609886
OADMET-0004759,Cc1c[nH]c(=O)c(CNC(=O)NC(c2ccccc2)C2CCCC2)c1,4.96,ZEJFPISQRZKEQM-UHFFFAOYSA-N,0.21698113,5.89,5.362692519943126,False,False,False,4.883518101200783,4.374005659772903
OADMET-0004758,O=C(Nc1cnn2cccnc12)C(=O)N1CCCCC1c1ccc(Br)cc1,4.96,FEIVABVHLMDZJB-UHFFFAOYSA-N,0.2244898,5.48,5.10686173849093,False,False,False,4.57318630537653,4.351271224608926
OADMET-0004757,CC1(C)CN(C(=O)CCc2ccc(C#N)cc2)c2ccccc2O1,4.55,JCZWSASZCSTDIY-UHFFFAOYSA-N,0.21686748,4.89,4.921061666475347,False,False,False,4.849323510415443,4.240656755563772
OADMET-0004756,Cc1cnn(C)c1S(=O)(=O)N1CC(c2cccc(Cl)c2)C1,4.5,PAYLFXSTVMZXDY-UHFFFAOYSA-N,0.24657534,5.92,5.360977682676824,False,False,False,4.788172625604778,4.528882284761849
OADMET-0004755,Cc1cc(Cl)c(NC(=O)N2CCCC(C3CCCCO3)C2)cc1Cl,5.18,APCKBGSTXTVQIO-UHFFFAOYSA-N,0.27142859,5.16,5.0104121837486675,False,False,False,4.902161203267284,4.515683569306979
OADMET-0004754,Cc1c(NS(=O)(=O)c2ccc3c(c2)CC(=O)N3)cccc1-c1ncco1,4.82,CKNWPWVGNNGZLM-UHFFFAOYSA-N,0.17977528,5.025,5.486466648730654,False,False,False,4.088465382895497,4.155245595879213
OADMET-0004753,Brc1cccc2c1CCC2NCc1noc2c1COCC2,5.06,YRYRQKCRFQZBJZ-UHFFFAOYSA-N,0.19101124,5.7,5.599650514628226,False,False,False,4.531612099881475,4.204820809270448
OADMET-0004752,COc1ccccc1-c1nn(C)cc1C(=O)Nc1ncc(-c2ccccn2)s1,4.45,WAPHAZUMVRMNGT-UHFFFAOYSA-N,0.29069766,5.3,5.199957285267616,False,False,False,4.611258506447644,4.5995301060700164
OADMET-0004751,Cc1c(CNC(=O)c2cccc(-n3cnnn3)c2)oc2ccc(F)cc12,4.99,SVMQOALRDWTTNN-UHFFFAOYSA-N,0.26041666,5.8,5.493170737680109,False,False,False,4.734829258636574,4.527940736615125
OADMET-0004750,CCc1cc(S(=O)(=O)N2CC(OCCO)C2)c(C)cc1OC,3.92,YSBGWOUXKXUAKQ-UHFFFAOYSA-N,0.29166666,6.1,5.871838481272086,False,False,False,5.263664774804535,4.843211077305849
OADMET-0004749,COCC(C)c1nc(C2(c3ccc(C)cc3)CCOCC2)no1,4.26,JFEDVSVIQLCGBJ-UHFFFAOYSA-N,0.23913044,5.7,5.723090080728006,False,False,False,4.761574828227812,4.491475895089824
OADMET-0004748,Cc1ccc([N+](=O)[O-])cc1C(=O)N[C@H]1CC[C@H]1c1ccccc1,5.11,QBPRQIWKBCQBSO-RDJZCZTQSA-N,0.29333332,5.72,5.102403654550661,False,False,False,4.902232948939713,4.6273337299507915
OADMET-0004747,O=C(NCc1nccn1CC(F)(F)F)c1cccc2c1OCC2,4.69,AJXKUFZEMVPVBZ-UHFFFAOYSA-N,0.19387755,5.24,5.318423498058559,False,False,False,4.676542032377531,4.24660889531298
