molecule_name,smiles,pec50,inchikey,chembl_pxr_nn_tanimoto,chembl_pxr_nn_pchembl,chembl_pxr_top5_pchembl,chembl_pxr_has_exact_match,chembl_pxr_covered_t03,chembl_pxr_covered_t04
OADMET-0004987,Cc1c(NC(=O)c2cc(F)cc3cccnc23)c(=O)n(-c2ccccc2)n1C,5.23,VBPQAZXHPKNPSK-UHFFFAOYSA-N,0.24418604,5.3,5.2908033560506835,False,False,False
OADMET-0004986,O=C(c1ccc(-c2ccccc2)cc1)N1CCCC1C1(C(F)(F)F)N=N1,4.87,AKDNDCRJUMPYOV-UHFFFAOYSA-N,0.21348314,5.48,5.2515009593504764,False,False,False
OADMET-0004985,COc1cccc(NC(=O)N(C)Cc2nccn2Cc2ccccc2)c1,4.78,LRCVBALEVVGLFE-UHFFFAOYSA-N,0.25974026,5.47,5.185466983670541,False,False,False
OADMET-0004984,O=C1NCCc2ccc(S(=O)(=O)Nc3cccc4cc[nH]c34)cc21,5.33,DYSLBUOTINOYOC-UHFFFAOYSA-N,0.19101124,4.875,5.355768426754195,False,False,False
OADMET-0004983,CSCc1cccnc1C(=O)Nc1cccc(C(F)F)c1Cl,4.65,OIZIUJHUYPZUHN-UHFFFAOYSA-N,0.21311475,4.55,4.959324656986515,False,False,False
OADMET-0004982,CSc1nnnn1-c1cccc(NS(=O)(=O)c2cccc(Cl)c2O)c1,4.47,XCIQQJWTDNOFBF-UHFFFAOYSA-N,0.23809524,6.58,6.242999863908598,False,False,False
OADMET-0004981,COCCNC(=O)CN(C)C(=O)c1ccccc1Oc1ccccc1C(C)C,5.53,HIJBISLEXROEJY-UHFFFAOYSA-N,0.23188406,5.6,5.0353770964125,False,False,False
OADMET-0004980,O=C(c1ccc(Cc2ccccc2)cn1)N1CCCC2(CCOCC2)C1,5.35,YAYNBSVDGNDHKK-UHFFFAOYSA-N,0.22619048,4.89,5.209949028371551,False,False,False
OADMET-0004979,O=C(C1CSCN1C(=O)C1Cc2ccccc2C1)N1CCCC1,4.2,WSVJCNROPWKXNO-UHFFFAOYSA-N,0.2,4.5,5.096348372526702,False,False,False
OADMET-0004978,Cc1onc(-c2ccc(Cl)cc2Cl)c1C(=O)Nc1ccc(F)c(C(N)=O)c1,5.05,TWKXRJAUKSDMNC-UHFFFAOYSA-N,0.2736842,5.61,5.498538673835155,False,False,False
OADMET-0004977,COC1CN(S(=O)(=O)N2CCCC2c2cc(F)ccc2F)C1,5.33,IYZREHPJYFBQAV-UHFFFAOYSA-N,0.24657534,7.8,6.384970332938881,False,False,False
OADMET-0004976,O=C(CNC(=O)c1cn(-c2ccccc2)nc1-c1cccnc1)Nc1ccc(F)cc1,4.56,HTHQNIFHKWWWJY-UHFFFAOYSA-N,0.24615385,4.45,5.437161567469608,False,False,False
OADMET-0004975,CSc1[nH]c(=O)c(C(=O)N2CCCC3(CCOCC3)C2)cc1C#N,4.6,UFIOPUNMLAUYND-UHFFFAOYSA-N,0.18095239,5.91,5.6118701144705705,False,False,False
OADMET-0004974,O=C(NCc1cc2ccccc2[nH]1)NCc1cccc(F)c1F,4.98,RNAQONVYBHAFLX-UHFFFAOYSA-N,0.21111111,5.36,5.51186629102875,False,False,False
OADMET-0004973,CCc1nnc2ccc(NC3CCc4cc(Cl)ccc43)nn12,5.21,RMNZTHHCDTUWDA-UHFFFAOYSA-N,0.22222222,4.95,5.031726750988656,False,False,False
OADMET-0004972,Nc1ncc(C(=O)NC2CN(C(c3ccccc3)c3ccccc3)C2)o1,4.24,RCBANHXWZXMJRL-UHFFFAOYSA-N,0.23188406,5.46,5.030340705494181,False,False,False
OADMET-0004971,Cn1nnc2cc(S(=O)(=O)NC3(C(F)(F)F)CCCC3)ccc21,4.6,KUFRUUUHNGYMIX-UHFFFAOYSA-N,0.26153848,6.64,6.286716942112785,False,False,False
OADMET-0004970,CC(C)CC(CNC(=O)C(C)N1CCSCC1)NC(=O)c1ccc([N+](=O)[O-])s1,5.22,VRBZONFCWAPYJJ-UHFFFAOYSA-N,0.23170732,4.95,5.5465457576514625,False,False,False
OADMET-0004969,CCc1nc(C(C)NC(=O)Nc2cccc3c2OC(C)(C)C3)n[nH]1,4.97,LEXMQZQPFAQCSD-UHFFFAOYSA-N,0.24,5.61,5.391578676706374,False,False,False
OADMET-0004968,Cc1c(C(=O)N(C)C(C)CS(C)(=O)=O)sc2cccc(F)c12,4.73,VLTWUUVIRWVZNH-UHFFFAOYSA-N,0.2,5.6,5.279882410392137,False,False,False
OADMET-0004967,Cn1ncc(C(=O)NC(CO)c2ccsc2)c1Cc1ccccc1,4.8,OURSNHBMPMKEKT-UHFFFAOYSA-N,0.25,4.89,5.171827141370644,False,False,False
OADMET-0004966,CCC(NC(=O)c1cnc(N)c(Cl)c1)c1cc(F)ccc1OC,5.15,OXBLCUOPNKBHAU-UHFFFAOYSA-N,0.28235295,5.72,5.868207858098106,False,False,False
OADMET-0004965,O=C1NCC2CCC1N2S(=O)(=O)c1ccccc1OC(F)(F)F,4.93,OSVJTIWAVNSEQH-UHFFFAOYSA-N,0.24358974,5.89,5.938708663677191,False,False,False
OADMET-0004964,COC(CSc1nc2ccccc2c(=O)n1C)c1ccc(Cl)cc1,5.21,OPPFQRUPYDGASZ-UHFFFAOYSA-N,0.21917808,4.475,5.3656782045501386,False,False,False
OADMET-0004963,O=S(=O)(NCCCC(F)(F)F)c1nnc(-c2ccccc2)s1,4.78,STDFBBSZPPVDEA-UHFFFAOYSA-N,0.22222222,8.1,5.9771378272635545,False,False,False
OADMET-0004962,Cc1ccc2c(C(=O)NC3COC4CC3C4)cc(-c3cnn(C)c3)nc2c1C,4.27,BDIAZECMLYAUHE-UHFFFAOYSA-N,0.2173913,4.89,4.966844256791876,False,False,False
OADMET-0004961,O=C(NCc1ccnc(-n2cncn2)c1)N[C@@H]1CCCc2ccccc21,4.67,QVXOTODHQDGDHT-QGZVFWFLSA-N,0.20481928,5.15,5.049905130637558,False,False,False
OADMET-0004960,Cc1ccc(S(=O)(=O)NC(Cc2ccccc2)C(=O)NCCC(N)=O)c2ccccc12,5.39,QQLWRIADFZYDKI-UHFFFAOYSA-N,0.20634921,4.45,4.815369932686268,False,False,False
OADMET-0004959,CC(CNC(=O)c1c2c(nc3ccccc13)C(=Cc1cccs1)CC2)c1nncn1C,4.68,QPMSSLVFPCJXCN-UHFFFAOYSA-N,0.28169015,4.95,5.188222135097555,False,False,False
OADMET-0004958,FC(F)(F)Cn1ccc(Cc2nc(-c3ccsc3Cl)no2)n1,4.97,YXVXGYRWFHPXRG-UHFFFAOYSA-N,0.1521739,5.12,5.261281384763978,False,False,False
OADMET-0004957,CC(C)(Oc1ccc(Cl)cc1)C(=O)OCc1cc(=O)oc2cc(O)ccc12,4.95,FKQSJZQWYQETSO-UHFFFAOYSA-N,0.21428572,5.3,5.498621152028813,False,False,False
OADMET-0004956,Cc1cc(S(N)(=O)=O)oc1C(=O)NC(C)c1cc(Cl)cc2c1OCC2,5.42,YYYHAJQIQZYMNW-UHFFFAOYSA-N,0.18390805,4.95,5.230244362984125,False,False,False
OADMET-0004955,O=C(CN1CCc2ccc(O)cc2CC1)NC(c1ccccc1)c1nccs1,4.57,YMARYWNDXSNPMK-UHFFFAOYSA-N,0.20930232,4.95,5.323971867523268,False,False,False
OADMET-0004954,CC1=CCN(C(=O)NC(c2ccc(F)cc2F)c2nccn2C)CC1,5.03,VBBREODTKJEOSE-UHFFFAOYSA-N,0.23863636,5.22,5.680536548447825,False,False,False
OADMET-0004953,COc1ccccc1Oc1cccc(OC)c1NC(=O)c1ccnc(C(N)=O)c1,4.6,WNQOGOLYCNXIMT-UHFFFAOYSA-N,0.27160493,4.875,4.976110923548619,False,False,False
OADMET-0004952,O=S(=O)(NC12CCC(F)(CC1)C2)c1cnnn1-c1ccccc1,5.03,IRYPYTFIFNOHRS-UHFFFAOYSA-N,0.21333334,6.16,6.030891775404837,False,False,False
OADMET-0004951,Cc1ccc2nc(-c3cccs3)cc(C(=O)Nc3cccc(C(=O)N(C)CC(N)=O)c3)c2c1,4.56,JNADZUKOCFDSLK-UHFFFAOYSA-N,0.1891892,5.61,5.125684508501529,False,False,False
OADMET-0004950,COC(=O)c1c(CNS(=O)(=O)c2ccc(F)c(C(=O)N3CCCC3)c2)nn2c1CCCC2,5.33,ZZQHSJYTAWRDDH-UHFFFAOYSA-N,0.24719101,5.8,6.3469066371518785,False,False,False
OADMET-0004949,CCC(C(=O)NC(CNS(=O)(=O)c1cnn(C)c1)c1ccccc1)c1c(C)noc1C,4.9,HJDIMWOEKKJXFJ-UHFFFAOYSA-N,0.2,5.72,5.279638090384887,False,False,False
OADMET-0004948,C[C@@H](NC(=O)C1CCN(C(=O)OCc2ccccc2)C1)c1ccc(F)cc1,4.54,IZNNQTSVHOAONK-NNJIEVJOSA-N,0.25263157,5.94,5.627588236644721,False,False,False
OADMET-0004947,CC(C)(C)c1ocnc1CN1CCCCC1C1CCCCC1O,4.89,WYZFXWKRUGQONW-UHFFFAOYSA-N,0.18571429,5.16,5.2603225122087025,False,False,False
OADMET-0004946,COCCC1(C)CN(C(=O)c2ncsc2-c2ccccc2)C1,4.56,YTQLTAALBBEJKB-UHFFFAOYSA-N,0.20833333,4.925,4.796623181480784,False,False,False
OADMET-0004945,O=C1C[C@H](c2ccccc2Cl)NC(=O)N1CC12CCC(CC1)O2,5.51,HMEGGSYTLVRGBV-CHHLVHLRSA-N,0.2173913,4.3,5.0087878441806275,False,False,False
OADMET-0004944,COc1ccc(-c2nc(C)c(C(C)NC(=O)NCc3c[nH]nc3C)s2)cc1,4.37,WQPXKISOMALLDG-UHFFFAOYSA-N,0.22772278,5.6,5.348321262655161,False,False,False
OADMET-0004943,Cc1cc(C)n(-c2ccc(-c3nc(C)nn3C3CCN(C(=O)OC(C)(C)C)CC3)cc2)n1,5.2,MXPRBHZHCYHLQX-UHFFFAOYSA-N,0.2112676,5.13,5.323699352641648,False,False,False
OADMET-0004942,NC(=O)c1cc(NC(=O)c2sccc2S(=O)(=O)N2CCCC2)ccc1F,5.06,FUXYYDYOBQSPNB-UHFFFAOYSA-N,0.23809524,4.8,5.742450022741165,False,False,False
OADMET-0004941,CC(C)Oc1ccc(C(=O)NC(C)(C2CC2)C(F)(F)F)cn1,5.24,BHBIUSXRIQYNPV-UHFFFAOYSA-N,0.36,5.72,5.504033204948326,False,True,False
OADMET-0004940,COc1ccc2c(c1)N(C(=O)C1CC(=O)N(c3ccc(F)c([N+](=O)[O-])c3)C1)CCCC2,5.67,JJYFSKOGQRXRKF-UHFFFAOYSA-N,0.24444444,5.72,5.408937561632642,False,False,False
OADMET-0004939,COC(=O)c1ccc2c(c1)CCCCN2Cc1cnc2n1CCOC2,4.71,VZRIKDZHRLPCNG-UHFFFAOYSA-N,0.2,5.8,5.864823467463419,False,False,False
OADMET-0004938,CC(Oc1ccc(CO)cc1)c1cn(C(C)c2cccc(F)c2)nn1,5.01,WMWLUWFCRGSXOA-UHFFFAOYSA-N,0.20731707,6.09,5.674634303168377,False,False,False
OADMET-0004937,O=C(CC1=CCCCC1)N(Cc1ccccc1F)C1CCS(=O)(=O)C1,4.9,QKVMCAPZIILBLN-UHFFFAOYSA-N,0.20238096,6.2,6.024284617539395,False,False,False
OADMET-0004936,COC(=O)C1CN(C(=O)Nc2ccn3cnnc3c2)Cc2ccccc21,3.97,IRLQNVOFCKAOKB-UHFFFAOYSA-N,0.21052632,5.6,5.190336293176235,False,False,False
OADMET-0004935,O=C(O)CC1(NCc2csc(-c3ccc(Cl)cc3)n2)CCOCC1,3.78,SZSYXQYWLRBKHM-UHFFFAOYSA-N,0.20253165,5.0,5.442276176657828,False,False,False
OADMET-0004934,CC(=O)NC(C)(C)c1noc(-c2cc(Cl)cc3c2OCC3)n1,4.83,ZUSPFYRYFDOIBE-UHFFFAOYSA-N,0.22105263,4.3,4.88652657898146,False,False,False
OADMET-0004933,Cc1ccc2oc(CN(Cc3ccco3)C(=O)c3ccc4[nH]c(=O)[nH]c4c3)cc2c1,5.33,XIOVVNPCXJYUSU-UHFFFAOYSA-N,0.1764706,5.48,5.140284971301412,False,False,False
OADMET-0004932,CCn1cc(C2CSCCN2C(=O)C2CCC(C(F)(F)F)CC2)cn1,5.49,UZMDZMRLLCMLAN-UHFFFAOYSA-N,0.22352941,4.9,5.142278883230376,False,False,False
OADMET-0004931,COC(=O)C1CN(S(=O)(=O)N2CCCC2C)Cc2ccccc21,5.36,QRSTXPZWIJTLPA-UHFFFAOYSA-N,0.23255815,4.5,5.069904597049451,False,False,False
OADMET-0004930,Cc1ccc2c(c1)CC(C(=O)Nc1ncc(Cl)cc1O)S2(=O)=O,4.1,FXPCYBRAZNMLOB-UHFFFAOYSA-N,0.22222222,4.95,5.118636740965151,False,False,False
OADMET-0004929,O=C(CN1C(=O)NC(c2cccs2)(C2CC2)C1=O)NC(Cc1ccccc1)C(=O)NC1CC1,4.81,OUGBAXCRFPJNCH-UHFFFAOYSA-N,0.2,4.89,4.962047409014339,False,False,False
OADMET-0004928,CP(C)(=O)C1CCN(c2ncc(C(F)(F)F)cc2S(=O)(=O)N2CCCC2C2CC2)CC1,5.55,ZCVGEQTZXKMEKE-UHFFFAOYSA-N,0.20731707,7.8,7.214539731248635,False,False,False
OADMET-0004927,CC1(C)OCC(CNC(=O)c2ccccc2SCC(=O)Nc2ccc3c(c2)OCO3)O1,4.81,GQSXIGPOISNNMZ-UHFFFAOYSA-N,0.20183486,4.85,4.8727602774439704,False,False,False
OADMET-0004926,O=C(c1onc2c1CCCC2)N1COCCC1c1ccccc1,5.54,DSMRFINONPLSDV-UHFFFAOYSA-N,0.20212767,5.24,5.231985993669832,False,False,False
OADMET-0004925,COc1ccc(S(=O)(=O)N2CCCCC2)cc1NC(=O)NCc1c(C)nc2ccccn12,5.2,LMJUHQZHBWIZJQ-UHFFFAOYSA-N,0.2682927,5.6,5.550586156636199,False,False,False
OADMET-0004924,CC(O)C(C)CNC(=O)CSc1nc2ccccc2nc1N1CCOCC1,4.3,QQFLBUXRIOCSKQ-UHFFFAOYSA-N,0.19767442,6.4,5.439869835364641,False,False,False
OADMET-0004923,COc1ccc(-c2[nH]c3ccccc3c2CCC(=O)NCc2cc(=O)nc(SC)[nH]2)cc1,4.4,RWKORWAMCYMUGF-UHFFFAOYSA-N,0.25490198,5.36,5.440101276217387,False,False,False
OADMET-0004922,O=C(NCc1cccc2[nH]ccc12)Nc1cccc(N2CCCC2)c1,5.34,KMSWWUSZWDRAFV-UHFFFAOYSA-N,0.19587629,5.36,4.961972734522466,False,False,False
OADMET-0004921,COc1cccc(NC(=O)N2CCC(C)C(n3ccnc3)C2)c1C,4.72,GGSBXNSPXLOOHI-UHFFFAOYSA-N,0.21359223,4.85,5.652966775975694,False,False,False
OADMET-0004920,Cc1cccc(-n2nc(Cc3ccccc3)nc2[C@H]2C[C@@H](O)C2)c1,4.68,JRRCRSGDTPDKAF-MAEOIBBWSA-N,0.25316456,4.89,5.224666299075322,False,False,False
OADMET-0004919,CN(C(=O)CCc1ncc(-c2ccccc2F)o1)c1ccc(F)cn1,4.65,AFHWWAKYQFQOOJ-UHFFFAOYSA-N,0.22619048,5.22,5.401211444383612,False,False,False
OADMET-0004918,O=C(NC1CCN(c2cccc(Cl)c2)C1)c1cnn2cccnc12,4.53,RVBHNRAKASJYTB-UHFFFAOYSA-N,0.22988506,4.75,5.20044973578843,False,False,False
OADMET-0004917,CC(CO)CNC(=O)c1ccc(C(C)(C)C)cc1[N+](=O)[O-],4.65,GPUQYHAPBNNOFY-UHFFFAOYSA-N,0.25714287,4.95,5.334183438542533,False,False,False
OADMET-0004916,O=C(NC1CCOc2ccc(F)cc21)c1ccc2c(c1)CC(c1ccccc1)OC2=O,4.79,TXWRWZKMDWLPJI-UHFFFAOYSA-N,0.24038461,5.08,5.0201290635796,False,False,False
OADMET-0004915,COCC1(C(=O)N2CCN(c3ccccc3C#N)CC2)CCC1,5.19,TZMGRGRFVPHWMB-UHFFFAOYSA-N,0.2580645,5.91,5.776873040509077,False,False,False
OADMET-0004914,CCC(C)C(NC(=O)CSc1nnnn1-c1ccc(C)cc1)C(=O)OC,5.16,YZOQUOMJGOHRJY-UHFFFAOYSA-N,0.2236842,5.68,6.0616133188344685,False,False,False
OADMET-0004913,CC1CCCCC1c1nc(-c2nnc[nH]2)nn1Cc1cc(F)cc(F)c1,5.23,OSPFCMCUMQGMOL-UHFFFAOYSA-N,0.16666667,4.61,5.67294245574565,False,False,False
OADMET-0004912,CCCc1c(-c2nc(CC3(C)CC3(F)F)no2)nnn1CC,5.47,PBCFLGPIPDSRGV-UHFFFAOYSA-N,0.16483517,6.0,5.166888814679063,False,False,False
OADMET-0004911,CC(C)=CCCC(C)CC(=O)Nc1ccccc1C1CNC(=O)C1,5.16,ZLHOLPACCCVWJK-UHFFFAOYSA-N,0.225,4.95,5.262295770610775,False,False,False
OADMET-0004910,Cc1cccc(S(=O)(=O)Nc2cccc(N3CCNC3=O)c2C)c1,5.09,MMMYJAYSXFJGHY-UHFFFAOYSA-N,0.2,6.22,6.816050452908076,False,False,False
OADMET-0004909,COc1ccccc1OCC(O)Cn1nnn(C2CCCC2)c1=O,5.15,ZKKFKHAXIDJBRO-UHFFFAOYSA-N,0.22093023,5.5,5.361916145279014,False,False,False
OADMET-0004908,CO[C@@H](C)c1nc(-c2cccc(S(=O)(=O)NC(C)C)c2)no1,5.58,KFIAXRLTJRTUDF-JTQLQIEISA-N,0.21176471,4.875,5.630644103415445,False,False,False
OADMET-0004907,CC(=O)Nc1ccc(NCc2ccc(-c3c(F)cccc3F)o2)cc1,4.76,GYLMJJMBRAHAFD-UHFFFAOYSA-N,0.22077923,4.89,5.060938639149909,False,False,False
OADMET-0004906,Cc1cccnc1NCc1nc(C(F)(F)F)n2c1CCCC2,5.1,NKHFHTCTOGEFMC-UHFFFAOYSA-N,0.22093023,5.235,5.020516040606382,False,False,False
OADMET-0004905,CC(C)(C)c1cn(CCS(=O)(=O)Nc2ccccc2)nn1,5.08,JIZIAEQRTBIBDQ-UHFFFAOYSA-N,0.25757575,6.1,5.973433427556334,False,False,False
OADMET-0004904,O=C1Cc2cc(NS(=O)(=O)c3cccc(-c4ccccc4)c3)ccc2N1,4.86,LWSCUHAHWXGQOH-UHFFFAOYSA-N,0.19767442,5.52,5.28529250445784,False,False,False
OADMET-0004903,Cc1cccnc1C(=O)NS(=O)(=O)c1cccc(Cl)c1Br,4.51,LOAACJOEDZYODL-UHFFFAOYSA-N,0.24175824,4.85,5.000145353779126,False,False,False
OADMET-0004902,CC(C)(C)OC(=O)N1C2CCC1CC(CC(=O)NC(CO)c1ccc(F)cc1)C2,4.98,GCLQJNVYPUKSRH-UHFFFAOYSA-N,0.27906978,6.545,6.241117313999558,False,False,False
OADMET-0004901,Cc1ccc(-c2nn(CCC#N)cc2C(=O)Nc2ccc(F)c(C(N)=O)c2)cc1C,4.66,UYDGWVZGMSSWAC-UHFFFAOYSA-N,0.20952381,5.61,5.4253469649924755,False,False,False
OADMET-0004900,O=C(c1ccccc1-c1ncn[nH]1)N1CCCCC1CCc1ccccc1,4.73,YUOQSDJLCNBRIE-UHFFFAOYSA-N,0.2638889,4.5,5.21850397963783,False,False,False
OADMET-0004899,CCc1nnc(NC(=O)C(C)C(C)NC(=O)c2ccc3sccc3c2)s1,4.73,PKVQQGWZHLZULP-UHFFFAOYSA-N,0.19565217,5.72,5.287945464146505,False,False,False
OADMET-0004898,COc1cccnc1CNc1cc(C)c(C#N)c2nc3ccccc3n12,4.56,FNXFBYXBZCZMMN-UHFFFAOYSA-N,0.24444444,4.57,5.365949885038393,False,False,False
OADMET-0004897,O=C(c1cc(-c2ccccc2)nc2ccccc12)N1CCN(Cc2nnnn2-c2ccccc2)CC1,5.12,MHWCUXAYAKUHAA-UHFFFAOYSA-N,0.2090909,5.89,5.240861440068525,False,False,False
OADMET-0004896,COC(=O)c1cccc(NC(=O)CN2C(=O)NC(Cc3ccccc3)(c3ccccc3)C2=O)c1,4.77,YSSUBBRJQCDCQC-UHFFFAOYSA-N,0.25333333,5.0,5.101642068129167,False,False,False
OADMET-0004895,CCn1ncc2c(C(=O)NCc3coc(-c4ccccc4)n3)cc(-c3ccccc3)nc21,4.63,INWLAWNIFOGZLI-UHFFFAOYSA-N,0.18947369,4.64,5.149965010960092,False,False,False
OADMET-0004894,CCn1cc(NC(=O)Cc2ccc(C)c(Cl)c2)c(C(N)=O)n1,4.73,ZPFIHEDRWNPJPU-UHFFFAOYSA-N,0.22535211,5.16,5.036789668831247,False,False,False
OADMET-0004893,Cc1ccc(Br)cc1NC(=O)c1cnn2c1CC(CNC(=O)OC(C)(C)C)CC2,5.17,XQSMMYKKUBTICB-UHFFFAOYSA-N,0.22222222,5.16,5.54676015946429,False,False,False
OADMET-0004892,Cc1ccc(NC(=O)C2CCCN(CC(F)(F)F)C2)cc1-n1cnnn1,5.08,MCMWQUUFOTYOLS-UHFFFAOYSA-N,0.25974026,5.16,5.923463815381394,False,False,False
OADMET-0004891,Cc1ccc(S(=O)(=O)NCC(O)c2ccc(O)cc2)c(C)c1,4.7,WKAFMMYTAXWJIX-UHFFFAOYSA-N,0.21052632,4.75,5.8829927884298225,False,False,False
OADMET-0004890,O=C1CCC(c2cccc(NS(=O)(=O)c3cccc(F)c3)c2)N1,4.66,PTCOLQWFDPJMLV-UHFFFAOYSA-N,0.19354838,6.52,6.263197747187042,False,False,False
OADMET-0004889,O=C(NCc1ccn(-c2ccccc2)n1)c1cc2cc(F)ccc2[nH]1,4.38,NCBDIAFDYAWTPW-UHFFFAOYSA-N,0.23287672,5.0,5.435963192934326,False,False,False
OADMET-0004888,O=C(Nc1ccc2[nH]ncc2c1)c1ccccc1Sc1ccccc1,4.59,BBRIXFTZIRVEEF-UHFFFAOYSA-N,0.34920636,5.0,4.914951594219044,False,True,False
OADMET-0004887,Cc1c(C(=O)N2C(C)CCS2(=O)=O)cnn1-c1ccccc1,5.02,WBZHZPKVMIYFJV-UHFFFAOYSA-N,0.20289855,4.5,4.829116342198091,False,False,False
OADMET-0004886,Cc1cc(C(=O)OCCCn2c(=O)[nH]c3ccccc3c2=O)ccc1NC(=O)c1ccco1,4.25,LXHSQQCUDFZEJR-UHFFFAOYSA-N,0.23809524,5.46,5.131087545045316,False,False,False
OADMET-0004885,CN(CCNc1ccccn1)C(=O)CCc1cccc(O)c1,4.72,JULICYLYMCFRJS-UHFFFAOYSA-N,0.22891566,5.3,5.247011912595719,False,False,False
OADMET-0004884,N#Cc1cc(F)ccc1N1CCC(C(=O)NCc2ccc(F)cc2Cl)CC1,5.09,HWOAVQPSWRZILS-UHFFFAOYSA-N,0.26744187,5.74,5.833704601630668,False,False,False
OADMET-0004883,Cn1c(SCC(=O)NCc2cccc(C#N)c2)nnc1-c1ccccc1Cl,4.76,DYYACRROTWDLCN-UHFFFAOYSA-N,0.2125,5.565,5.4348566425795575,False,False,False
OADMET-0004882,Cc1cc(F)ccc1-n1cc(O)c(C(=O)NCc2ccc(C)n(C)c2=O)n1,4.49,GHSXGPHYKNBBGI-UHFFFAOYSA-N,0.19565217,6.28,6.080756531550369,False,False,False
OADMET-0004881,O=C1OCCN1c1cc(NS(=O)(=O)c2cc(F)cc(F)c2)ccc1F,4.42,CLIWRSXLTVGUCX-UHFFFAOYSA-N,0.22535211,7.6,7.381929530307062,False,False,False
OADMET-0004880,CC1(NC(=O)Nc2ccc3ccccc3n2)CCCOC1,4.93,LRHLCTNZAXRLDS-UHFFFAOYSA-N,0.1971831,5.0,4.976180771593327,False,False,False
OADMET-0004879,COCCOc1ccc(Cl)cc1S(=O)(=O)NC(=O)c1csc(C)c1,4.86,QNLHNCPDDFWRQF-UHFFFAOYSA-N,0.2631579,5.92,5.965154636400652,False,False,False
OADMET-0004878,O=S(=O)(c1ccccc1F)N1CC(Oc2ccccc2Cl)C1,4.72,YBRLNRZSTFHKMA-UHFFFAOYSA-N,0.24285714,6.16,6.131475842305183,False,False,False
OADMET-0004877,O=S(=O)(Nc1ccn(-c2ncccc2F)n1)c1ccc(OC(F)(F)F)cc1,4.11,IFNGIJKNTWRPTP-UHFFFAOYSA-N,0.27142859,5.24,5.772904132945936,False,False,False
OADMET-0004876,O=C1NCC2(CCCC2)C(=O)N1CCc1ccc(F)cc1F,4.8,IXNDBORQXCOCSN-UHFFFAOYSA-N,0.21875,6.12,6.1104620579453535,False,False,False
OADMET-0004875,Cc1ccccc1Nc1nc(CN2CCO[C@H](C)[C@H]2C(N)=O)cs1,4.65,UZHQACGKJXMAKU-DOMZBBRYSA-N,0.20833333,4.3,5.0146452509318316,False,False,False
OADMET-0004874,O=C(CN1c2cccc3cccc(c23)S1(=O)=O)Nc1ccc(-n2nccn2)nc1,4.89,KUIDPQIDPCWGDW-UHFFFAOYSA-N,0.20689656,4.75,5.178569661048329,False,False,False
OADMET-0004873,COC1CCCN(CC(=O)Nc2ccccc2C(C)C)CC1,5.01,XUWIQIYEULASKP-UHFFFAOYSA-N,0.24637681,4.5,4.993446773282621,False,False,False
OADMET-0004872,Cc1nn(Cc2ccc(F)cc2)c2sc(C(=O)NC3CC34CC(O)C4)cc12,4.77,OJFHEIFZRDJTPZ-UHFFFAOYSA-N,0.24,5.17,5.559477273337162,False,False,False
OADMET-0004871,O=C(N[C@H]1CC[C@H](Oc2ccccc2)CC1)C1(c2ccccc2)CCC1,5.27,WCMMYDBVPLUHBX-XUTJKUGGSA-N,0.2173913,6.69,5.682774160660626,False,False,False
OADMET-0004870,CC1C(=O)N(CCc2cccc(C(F)(F)F)n2)C(=O)N1C1CCC1,4.79,GVJRMVGPJLTZIZ-UHFFFAOYSA-N,0.22077923,6.0,5.44396906480301,False,False,False
OADMET-0004869,C=CCNc1c(C(=O)N2CC3CC3C2)nnc2ccccc12,4.92,HTZKRNGQGVPYSR-UHFFFAOYSA-N,0.1971831,5.17,5.0505656050346595,False,False,False
OADMET-0004868,CCc1ccccc1S(=O)(=O)NCC(=O)NC(C)c1ccccn1,4.71,CBZNYPGXNRELDM-UHFFFAOYSA-N,0.25316456,5.22,5.2826256626799495,False,False,False
OADMET-0004867,O=C(NCCc1ccc(O)c(CO)c1)Nc1ccc2c(c1)CCC2,4.05,ASKKGXWNMPNHHT-UHFFFAOYSA-N,0.1780822,4.61,5.944780709354647,False,False,False
OADMET-0004866,C[C@H](NC(=O)Cc1cnn(-c2ccccc2)n1)c1ccc(C(F)(F)F)nc1,4.51,BIVGETPZEPQOBV-LBPRGKRZSA-N,0.38157895,4.75,5.808728837538238,False,True,False
OADMET-0004865,COC(=O)Nc1cccc(NS(=O)(=O)c2ccc3ccccc3c2)c1C,5.37,CBKSVOAZYXDQAT-UHFFFAOYSA-N,0.28125,5.0,5.109901742961501,False,False,False
OADMET-0004864,C=CCN(Cc1ccc(OC)cc1)C(=O)Nc1nc(C(F)(F)F)ns1,4.2,AAEZPWWXZSJVFH-UHFFFAOYSA-N,0.23376623,4.95,5.6226574477163185,False,False,False
OADMET-0004863,Cc1ccc(CN(C(=O)c2ncc(F)cn2)C(C)C)cc1,4.9,HIVZUFUERULVAL-UHFFFAOYSA-N,0.26760563,5.7,5.149911502638398,False,False,False
OADMET-0004862,CN(Cc1ccccc1)C(=O)N1CCC(Oc2ncccc2F)CC1,4.54,JZGNANXWSVAKRU-UHFFFAOYSA-N,0.27142859,4.5,5.226460989442767,False,False,False
OADMET-0004861,CC(C)c1ccnc(N2CCN(C(=O)c3ccnc(C4CC4)n3)CC2)n1,5.52,JZYGYHAKTVYMKY-UHFFFAOYSA-N,0.1978022,4.3,5.304751420761679,False,False,False
